Unnamed: 0,gsm,score,gse,title,source_name,characteristics,geo_summary,geo_design,pubmed_ids,tissue,species,archs4_index,geo_platform_biopython,geo_taxon_biopython,geo_entry_type_biopython,geo_gds_type_biopython,geo_pdat_biopython,geo_n_samples_biopython,geo_ftp_link_biopython,pubmed_title_biopython,pubmed_journal_biopython,pubmed_pub_date_biopython,pubmed_doi_biopython,spaceflight
0,GSM5730973,0.9982004761695862,GSE190756,Comparative transcriptomics reveals circadian and pluripotency networks as two pillars of longevity regulation,,"strain: B6xC3H,tissue: Kidney","Mammals differ more than 100-fold in maximum lifespan. Here, we conducted comparative transcriptomics on 26 species with diverse lifespans. We identified thousands of genes with expression levels negatively or positively correlated with a species' maximum lifespan (Neg- or Pos-MLS genes). Neg-MLS genes are primarily involved in energy metabolism and inflammation. Pos-MLS genes show enrichment in DNA repair, microtubule organization, and RNA transport. Expression of Neg- and Pos-MLS genes is modulated by interventions, including mTOR and PI3K inhibition. Regulatory networks analysis showed that Neg-MLS genes are under circadian regulation possibly to avoid persistent high expression, whereas Pos-MLS genes are targets of master pluripotency regulators OCT4 and NANOG and are upregulated during somatic cell reprogramming. Pos-MLS genes are highly expressed during embryogenesis but significantly downregulated after birth. This work provides targets for anti-aging interventions by defining pathways correlating with longevity across mammals and uncovering circadian and pluripotency networks as central regulators of longevity.",Examination of gene expression across species.,35580607;38052795,,,577892,GPL31083; GPL31080; GPL31086; GPL31072; GPL29592; GPL31069; GPL31085; GPL31088; GPL31068; GPL31074; GPL26915; GPL31071; GPL31077; GPL31073; GPL31070; GPL31076; GPL31079; GPL31082; GPL21626; GPL31075; GPL31081; GPL31078; GPL31084; GPL31067; GPL31087,Mesocricetus auratus; Mus musculus; Sciurus carolinensis; Tamias striatus; Neotoma cinerea; Condylura cristata; Fukomys damarensis; Bramus lutescens; Blarina brevicauda; Tamiasciurus hudsonicus; Rattus rattus; Myocastor coypus; Heterocephalus glaber; Castor canadensis; Acomys russatus; Peromyscus maniculatus; Ondatra zibethicus; Hydrochoerus hydrochaeris; Cuniculus paca; Cricetulus barabensis; Marmota monax; Cavia porcellus; Octodon degus; Chinchilla lanigera; Scalopus aquaticus,GSE,Expression profiling by high throughput sequencing,2022/05/18,522,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE190nnn/GSE190756/,Comparative transcriptomics reveals circadian and pluripotency networks as two pillars of longevity regulation.,Cell metabolism,2022 Jun 7,10.1016/j.cmet.2022.04.011,Basal Control
1,GSM8082236,0.9981746673583984,GSE255885,Deletion of Klotho enhancer deepens sexual dimorphism of gene expression without impacting female resistance to kidney injury [RNA exp2],,"strain: Wild-caught,tissue: Kidney","Sexual dimorphism in kidney injury markers, such as Klotho, is frequently underestimated or disregarded, as most of the preclinical research is done in male animals. Klotho is well-linked to renal health and its deletion in mice results in a severe accelerated aging-like phenotype and premature death. Here, we identified candidate Klotho enhancers and discovered their function using mice carrying deletions in the enhancer loci. Candidate Klotho enhancers were deleted using CRISPR/Cas9 genome editing. Warm ischemia-reperfusion surgery (IRI) was performed bilaterally to induce acute kidney injury and unilaterally in a fibrosis model. Using ChIP-seq and RNA-seq, we analyzed renal chromatin features and gene expression. ELISA and colorimetric assays were used to measure serum FGF23 and serum component levels. Removal of the enhancer caused more substantial reduction in Klotho mRNA levels in female mice compared to males (90 vs. 50%), supported by gene promoter marks remaining more pronounced in males. Weight, lifespan, and fertility of mice lacking the enhancers were not impacted. Only male mutant mice displayed higher Havcr1 expression after IRI than controls (mean 1048 vs. 231.4, p=0.0016). 28 days after unilateral IRI, only males displayed increased fibrosis markers, but with no difference between genotypes. Our findings reveal sexual dimorphism of Klotho gene expression and its enhancer regulation. Only male mutant mice were more susceptible to acute injury and the enhancer deletion had no impact on fibrosis. Additional investigation into the mechanisms governing Klotho regulation is imperative to reassess its effectiveness as a kidney injury marker.",Chromatin Immunoprecipitation and DNA Sequencing (ChIP-Seq) of histone modifications H3K27ac and H3K4me3 in mouse kidneys was used to assess efficacy of deletion of candidate Klotho gene enhancers and to assess it's effect on renal chromatin landscape. RNA-seq was used to investigate the effects of Klotho enhencer deletion on renal gene expression.,38529500;39277686,,,851150,GPL24247,Mus musculus,GSE,Expression profiling by high throughput sequencing,2024/04/04,16,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE255nnn/GSE255885/,Sexually dimorphic renal expression of Klotho is directed by a kidney-specific distal enhancer responsive to HNF1b.,bioRxiv : the preprint server for biology,2024 Mar 4,10.1101/2024.02.29.582831,Basal Control
2,GSM5501901,0.99811851978302,GSE181733,Transposon-triggered innate immune response confers cancer resistance to the blind mole rat,,"strain: Wild-caught,tissue: Kidney",This SuperSeries is composed of the SubSeries listed below.,Refer to individual Series,34556881;38052795,,,531648,GPL25363; GPL30472; GPL28271; GPL30473; GPL24247,Homo sapiens; Mus musculus; Nannospalax ehrenbergi; Rattus norvegicus,GSE,Expression profiling by high throughput sequencing; Methylation profiling by genome tiling array; Methylation profiling by high throughput sequencing,2021/09/09,110,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE181nnn/GSE181733/,Transposon-triggered innate immune response confers cancer resistance to the blind mole rat.,Nature immunology,2021 Oct,10.1038/s41590-021-01027-8,Basal Control
3,GSM4742428,0.998032569885254,GSE156692,Identification of cellular context sensitive regulatory variation in mouse genomes,,"strain: Wild-caught,tissue: Kidney","RNA-seq and DHS mapping in hybrid mouse kidney, liver, lung, and B cells",138 DNase-seq and 17 RNA-seq samples collected from 4 tissues in 5 hybrid mouse strains,33990600,,,411693,GPL19057; GPL17021,Mus musculus,GSE,Expression profiling by high throughput sequencing; Genome binding/occupancy profiling by high throughput sequencing,2020/11/25,158,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE156nnn/GSE156692/,Tissue context determines the penetrance of regulatory DNA variation.,Nature communications,2021 May 14,10.1038/s41467-021-23139-3,Basal Control
4,GSM8082226,0.9979466199874878,GSE255885,Deletion of Klotho enhancer deepens sexual dimorphism of gene expression without impacting female resistance to kidney injury [RNA exp2],,tissue: Kidney,"Sexual dimorphism in kidney injury markers, such as Klotho, is frequently underestimated or disregarded, as most of the preclinical research is done in male animals. Klotho is well-linked to renal health and its deletion in mice results in a severe accelerated aging-like phenotype and premature death. Here, we identified candidate Klotho enhancers and discovered their function using mice carrying deletions in the enhancer loci. Candidate Klotho enhancers were deleted using CRISPR/Cas9 genome editing. Warm ischemia-reperfusion surgery (IRI) was performed bilaterally to induce acute kidney injury and unilaterally in a fibrosis model. Using ChIP-seq and RNA-seq, we analyzed renal chromatin features and gene expression. ELISA and colorimetric assays were used to measure serum FGF23 and serum component levels. Removal of the enhancer caused more substantial reduction in Klotho mRNA levels in female mice compared to males (90 vs. 50%), supported by gene promoter marks remaining more pronounced in males. Weight, lifespan, and fertility of mice lacking the enhancers were not impacted. Only male mutant mice displayed higher Havcr1 expression after IRI than controls (mean 1048 vs. 231.4, p=0.0016). 28 days after unilateral IRI, only males displayed increased fibrosis markers, but with no difference between genotypes. Our findings reveal sexual dimorphism of Klotho gene expression and its enhancer regulation. Only male mutant mice were more susceptible to acute injury and the enhancer deletion had no impact on fibrosis. Additional investigation into the mechanisms governing Klotho regulation is imperative to reassess its effectiveness as a kidney injury marker.",Chromatin Immunoprecipitation and DNA Sequencing (ChIP-Seq) of histone modifications H3K27ac and H3K4me3 in mouse kidneys was used to assess efficacy of deletion of candidate Klotho gene enhancers and to assess it's effect on renal chromatin landscape. RNA-seq was used to investigate the effects of Klotho enhencer deletion on renal gene expression.,38529500;39277686,,,851140,GPL24247,Mus musculus,GSE,Expression profiling by high throughput sequencing,2024/04/04,16,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE255nnn/GSE255885/,Sexually dimorphic renal expression of Klotho is directed by a kidney-specific distal enhancer responsive to HNF1b.,bioRxiv : the preprint server for biology,2024 Mar 4,10.1101/2024.02.29.582831,Basal Control
5,GSM5730971,0.9978975057601928,GSE190756,Comparative transcriptomics reveals circadian and pluripotency networks as two pillars of longevity regulation,,tissue: Kidney,"Mammals differ more than 100-fold in maximum lifespan. Here, we conducted comparative transcriptomics on 26 species with diverse lifespans. We identified thousands of genes with expression levels negatively or positively correlated with a species' maximum lifespan (Neg- or Pos-MLS genes). Neg-MLS genes are primarily involved in energy metabolism and inflammation. Pos-MLS genes show enrichment in DNA repair, microtubule organization, and RNA transport. Expression of Neg- and Pos-MLS genes is modulated by interventions, including mTOR and PI3K inhibition. Regulatory networks analysis showed that Neg-MLS genes are under circadian regulation possibly to avoid persistent high expression, whereas Pos-MLS genes are targets of master pluripotency regulators OCT4 and NANOG and are upregulated during somatic cell reprogramming. Pos-MLS genes are highly expressed during embryogenesis but significantly downregulated after birth. This work provides targets for anti-aging interventions by defining pathways correlating with longevity across mammals and uncovering circadian and pluripotency networks as central regulators of longevity.",Examination of gene expression across species.,35580607;38052795,,,577890,GPL31083; GPL31080; GPL31086; GPL31072; GPL29592; GPL31069; GPL31085; GPL31088; GPL31068; GPL31074; GPL26915; GPL31071; GPL31077; GPL31073; GPL31070; GPL31076; GPL31079; GPL31082; GPL21626; GPL31075; GPL31081; GPL31078; GPL31084; GPL31067; GPL31087,Mesocricetus auratus; Mus musculus; Sciurus carolinensis; Tamias striatus; Neotoma cinerea; Condylura cristata; Fukomys damarensis; Bramus lutescens; Blarina brevicauda; Tamiasciurus hudsonicus; Rattus rattus; Myocastor coypus; Heterocephalus glaber; Castor canadensis; Acomys russatus; Peromyscus maniculatus; Ondatra zibethicus; Hydrochoerus hydrochaeris; Cuniculus paca; Cricetulus barabensis; Marmota monax; Cavia porcellus; Octodon degus; Chinchilla lanigera; Scalopus aquaticus,GSE,Expression profiling by high throughput sequencing,2022/05/18,522,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE190nnn/GSE190756/,Comparative transcriptomics reveals circadian and pluripotency networks as two pillars of longevity regulation.,Cell metabolism,2022 Jun 7,10.1016/j.cmet.2022.04.011,Basal Control
6,GSM5982226,0.99788498878479,GSE199702,"Transcriptomics analysis of heart, kidney, and liver tissues from 58 Collaborative Cross strains",,"mouse: CC002 F,strain: CC002/Unc,Sex: female,tissue: kidney","We report transcriptomic profiling from bulk heart, kidney, and liver tissues for 58 strains of the inbred mouse Collaborative Cross (CC). Each strain is represented by a male/female pair. Reads were first aligned to the pooled transcriptomes of the eight founder strains of the CC and then total gene counts were quantified using the EMASE and GBRS software tools. Total read counts can be further normalized for use in differential gene expression analysis, expression quantitative trait locus (eQTL) analysis, and integrative analyses with other -omic data sets measured on the same samples, including proteomics and phosphoproteomics.","RNA profiling of heart, kidney, and liver bulk tissues of male/female pairs from 58 Collaborative Cross (CC) mouse strains",,,,617841,GPL24247,Mus musculus,GSE,Expression profiling by high throughput sequencing,2023/02/05,348,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE199nnn/GSE199702/,,,,,Basal Control
7,GSM5982174,0.9977775812149048,GSE199702,"Transcriptomics analysis of heart, kidney, and liver tissues from 58 Collaborative Cross strains",,"mouse: CC026 F,strain: CC026/GeniUnc,Sex: female,tissue: kidney","We report transcriptomic profiling from bulk heart, kidney, and liver tissues for 58 strains of the inbred mouse Collaborative Cross (CC). Each strain is represented by a male/female pair. Reads were first aligned to the pooled transcriptomes of the eight founder strains of the CC and then total gene counts were quantified using the EMASE and GBRS software tools. Total read counts can be further normalized for use in differential gene expression analysis, expression quantitative trait locus (eQTL) analysis, and integrative analyses with other -omic data sets measured on the same samples, including proteomics and phosphoproteomics.","RNA profiling of heart, kidney, and liver bulk tissues of male/female pairs from 58 Collaborative Cross (CC) mouse strains",,,,617789,GPL24247,Mus musculus,GSE,Expression profiling by high throughput sequencing,2023/02/05,348,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE199nnn/GSE199702/,,,,,Basal Control
8,GSM7486687,0.9977619647979736,GSE235498,Genotype-by-diet interactions determine susceptibility and resistance in T2D mouse models,,"mouse: CC059 F,strain: CC059/TauUnc,Sex: female,tissue: kidney",This SuperSeries is composed of the SubSeries listed below.,Refer to individual Series,,,,794009,GPL24247,Mus musculus,GSE,Expression profiling by high throughput sequencing,2023/12/31,420,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE235nnn/GSE235498/,,,,,Basal Control
9,GSM5982234,0.9977538585662842,GSE199702,"Transcriptomics analysis of heart, kidney, and liver tissues from 58 Collaborative Cross strains",,"mouse: CC060 F,strain: CC060/Unc,Sex: female,tissue: kidney","We report transcriptomic profiling from bulk heart, kidney, and liver tissues for 58 strains of the inbred mouse Collaborative Cross (CC). Each strain is represented by a male/female pair. Reads were first aligned to the pooled transcriptomes of the eight founder strains of the CC and then total gene counts were quantified using the EMASE and GBRS software tools. Total read counts can be further normalized for use in differential gene expression analysis, expression quantitative trait locus (eQTL) analysis, and integrative analyses with other -omic data sets measured on the same samples, including proteomics and phosphoproteomics.","RNA profiling of heart, kidney, and liver bulk tissues of male/female pairs from 58 Collaborative Cross (CC) mouse strains",,,,617849,GPL24247,Mus musculus,GSE,Expression profiling by high throughput sequencing,2023/02/05,348,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE199nnn/GSE199702/,,,,,Basal Control
