,gsm,score,gse,title,source_name,characteristics,geo_summary,geo_design,pubmed_ids,tissue,species,archs4_index,geo_platform_biopython,geo_taxon_biopython,geo_entry_type_biopython,geo_gds_type_biopython,geo_pdat_biopython,geo_n_samples_biopython,geo_ftp_link_biopython,pubmed_title_biopython,pubmed_journal_biopython,pubmed_pub_date_biopython,pubmed_doi_biopython,spaceflight
0,GSM8250800,0.9996283650398254,GSE266567,"Transcriptome profiling of non-islet metabolic tissues in ~500 DO mouse liver, adipose, and skeletal muscle tissue from mice fed high-fat, high-sugar diet. [skeletal muscle]",,,"Perform RNAseq with existing frozen mouse DO tissues from ~500 DO mice were sensitized on a HFHS diet (Keller, Gatti et al. 2018). The same mice have been extensively characterized for T2D-relevant clinical phenotypes, ex-vivo islet function, and other features including microbiome profiling.  Gene expression and proteomic profiling has already been completed in islets. We will collect and analyze the genetic architecture of gene expression in liver, adipose, skeletal muscle. Tissues will be sent to JAX Bar Harbor from Alan Attie’s lab. These tissues were from the same mice used for transcriptome analysis of islets (Genetics May 1, 2018 vol. 209 no. 1 335-356)",transcription profiling by high-throughput sequencing design,39386475;40595617,,,856995,GPL24247,Mus musculus,GSE,Expression profiling by high throughput sequencing,2024/05/10,474,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE266nnn/GSE266567/,Transcripts with high distal heritability mediate genetic effects on complex metabolic traits.,bioRxiv : the preprint server for biology,2024 Sep 27,10.1101/2024.09.26.613931,Ground Control
1,GSM8249884,0.9996258020401001,GSE266549,"Transcriptome profiling of non-islet metabolic tissues in ~500 DO mouse liver, adipose, and skeletal muscle tissue from mice fed high-fat, high-sugar diet. [Adipose]",,,"Perform RNAseq with existing frozen mouse DO tissues from ~500 DO mice were sensitized on a HFHS diet (Keller, Gatti et al. 2018). The same mice have been extensively characterized for T2D-relevant clinical phenotypes, ex-vivo islet function, and other features including microbiome profiling.  Gene expression and proteomic profiling has already been completed in islets. We will collect and analyze the genetic architecture of gene expression in liver, adipose, skeletal muscle. Tissues will be sent to JAX Bar Harbor from Alan Attie’s lab. These tissues were from the same mice used for transcriptome analysis of islets (Genetics May 1, 2018 vol. 209 no. 1 335-356)",transcription profiling by high-throughput sequencing design,39386475;40595617,,,856524,GPL24247,Mus musculus,GSE,Expression profiling by high throughput sequencing,2024/05/10,468,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE266nnn/GSE266549/,Transcripts with high distal heritability mediate genetic effects on complex metabolic traits.,bioRxiv : the preprint server for biology,2024 Sep 27,10.1101/2024.09.26.613931,Ground Control
2,GSM4063454,0.9995925426483154,GSE136948,FoxO Transcription Factors Are Critical Regulators of Diabetes-Related Muscle Atrophy,,,"Insulin deficiency and uncontrolled diabetes lead to a catabolic state with decreased muscle strength, contributing to disease-related morbidity. FoxO transcription factors are suppressed by insulin and thus are key mediators of insulin action. To study their role in diabetic muscle wasting, we created mice with muscle-specific triple knockout of FoxO1/3/4 and induced diabetes in these M-FoxO-TKO mice with streptozotocin (STZ). Muscle mass and myofiber area were decreased 20-30% in STZ-Diabetes mice due to increased ubiquitin-proteasome degradation and autophagy alterations, characterized by increased LC3-containing vesicles, and elevated levels of phosphorylated ULK1 and LC3-II. Both the muscle loss and markers of increased degradation/autophagy were completely prevented in STZ FoxO-TKO mice. Transcriptomic analyses revealed FoxO-dependent increases in ubiquitin-mediated proteolysis pathways in STZ-Diabetes, including regulation of Fbxo32 (Atrogin1), Trim63 (MuRF1), Bnip3L, and Gabarapl. These same genes were increased 1.4- to 3.3-fold in muscle from humans with type 1 diabetes after short-term insulin deprivation. Thus, FoxO-regulated genes play a rate-limiting role in increased protein degradation and muscle atrophy in insulin-deficient diabetes.","Muscle-specific FoxO1, FoxO3, and FoxO4 triple knockout (M-FoxO-TKO) mice were generated using ACTA1-Cre (stock number 006149; The Jackson Laboratory) and FoxO1/3/4 triple floxed mice, provided by Dr. Domenico Accili, Colombia University Medical Center. Littermate controls were used for all experiments, as the mice are on a mixed background containing C57Blk6, C57Blk6J, and 129 strains. For STZ treatments, mice were fasted overnight and then injected intraperitoneally with a single high dose of STZ (150 mg/kg) (S0130; Sigma) dissolved in 100 mmol/L citrate buffer (pH 4.5) or injected with citrate buffer alone as a control, then immediately given access to food. Female mice were given a 150 mg/kg dose followed by a 75 mg/kg dose of STZ on day 3, since female mice are less responsive to STZ (24). Mice were monitored for hyperglycemia on days 3, 7, 12, and 15, and only mice in which random blood glucose remained >300 mg/dL for the following 9–12 days were used for experiments.",30523026,,,293033,GPL17021,Mus musculus,GSE,Expression profiling by high throughput sequencing,2019/09/05,21,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE136nnn/GSE136948/,FoxO Transcription Factors Are Critical Regulators of Diabetes-Related Muscle Atrophy.,Diabetes,2019 Mar,10.2337/db18-0416,Ground Control
3,GSM8249890,0.999588131904602,GSE266549,"Transcriptome profiling of non-islet metabolic tissues in ~500 DO mouse liver, adipose, and skeletal muscle tissue from mice fed high-fat, high-sugar diet. [Adipose]",,,"Perform RNAseq with existing frozen mouse DO tissues from ~500 DO mice were sensitized on a HFHS diet (Keller, Gatti et al. 2018). The same mice have been extensively characterized for T2D-relevant clinical phenotypes, ex-vivo islet function, and other features including microbiome profiling.  Gene expression and proteomic profiling has already been completed in islets. We will collect and analyze the genetic architecture of gene expression in liver, adipose, skeletal muscle. Tissues will be sent to JAX Bar Harbor from Alan Attie’s lab. These tissues were from the same mice used for transcriptome analysis of islets (Genetics May 1, 2018 vol. 209 no. 1 335-356)",transcription profiling by high-throughput sequencing design,39386475;40595617,,,856530,GPL24247,Mus musculus,GSE,Expression profiling by high throughput sequencing,2024/05/10,468,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE266nnn/GSE266549/,Transcripts with high distal heritability mediate genetic effects on complex metabolic traits.,bioRxiv : the preprint server for biology,2024 Sep 27,10.1101/2024.09.26.613931,Ground Control
4,GSM8250806,0.999588131904602,GSE266567,"Transcriptome profiling of non-islet metabolic tissues in ~500 DO mouse liver, adipose, and skeletal muscle tissue from mice fed high-fat, high-sugar diet. [skeletal muscle]",,,"Perform RNAseq with existing frozen mouse DO tissues from ~500 DO mice were sensitized on a HFHS diet (Keller, Gatti et al. 2018). The same mice have been extensively characterized for T2D-relevant clinical phenotypes, ex-vivo islet function, and other features including microbiome profiling.  Gene expression and proteomic profiling has already been completed in islets. We will collect and analyze the genetic architecture of gene expression in liver, adipose, skeletal muscle. Tissues will be sent to JAX Bar Harbor from Alan Attie’s lab. These tissues were from the same mice used for transcriptome analysis of islets (Genetics May 1, 2018 vol. 209 no. 1 335-356)",transcription profiling by high-throughput sequencing design,39386475;40595617,,,857001,GPL24247,Mus musculus,GSE,Expression profiling by high throughput sequencing,2024/05/10,474,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE266nnn/GSE266567/,Transcripts with high distal heritability mediate genetic effects on complex metabolic traits.,bioRxiv : the preprint server for biology,2024 Sep 27,10.1101/2024.09.26.613931,Ground Control
5,GSM7469529,0.9995713233947754,GSE234495,Acyl-CoA thioesterase-2 facilitates β-oxidation in glycolytic skeletal muscle in a lipid supply dependent manner,,,This SuperSeries is composed of the SubSeries listed below.,Refer to individual Series,,,,792956,GPL24247,Mus musculus,GSE,Expression profiling by high throughput sequencing,2023/06/16,24,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE234nnn/GSE234495/,,,,,Ground Control
6,GSM8249785,0.9995253682136536,GSE266549,"Transcriptome profiling of non-islet metabolic tissues in ~500 DO mouse liver, adipose, and skeletal muscle tissue from mice fed high-fat, high-sugar diet. [Adipose]",,,"Perform RNAseq with existing frozen mouse DO tissues from ~500 DO mice were sensitized on a HFHS diet (Keller, Gatti et al. 2018). The same mice have been extensively characterized for T2D-relevant clinical phenotypes, ex-vivo islet function, and other features including microbiome profiling.  Gene expression and proteomic profiling has already been completed in islets. We will collect and analyze the genetic architecture of gene expression in liver, adipose, skeletal muscle. Tissues will be sent to JAX Bar Harbor from Alan Attie’s lab. These tissues were from the same mice used for transcriptome analysis of islets (Genetics May 1, 2018 vol. 209 no. 1 335-356)",transcription profiling by high-throughput sequencing design,39386475;40595617,,,856425,GPL24247,Mus musculus,GSE,Expression profiling by high throughput sequencing,2024/05/10,468,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE266nnn/GSE266549/,Transcripts with high distal heritability mediate genetic effects on complex metabolic traits.,bioRxiv : the preprint server for biology,2024 Sep 27,10.1101/2024.09.26.613931,Ground Control
7,GSM8250703,0.9995253682136536,GSE266567,"Transcriptome profiling of non-islet metabolic tissues in ~500 DO mouse liver, adipose, and skeletal muscle tissue from mice fed high-fat, high-sugar diet. [skeletal muscle]",,,"Perform RNAseq with existing frozen mouse DO tissues from ~500 DO mice were sensitized on a HFHS diet (Keller, Gatti et al. 2018). The same mice have been extensively characterized for T2D-relevant clinical phenotypes, ex-vivo islet function, and other features including microbiome profiling.  Gene expression and proteomic profiling has already been completed in islets. We will collect and analyze the genetic architecture of gene expression in liver, adipose, skeletal muscle. Tissues will be sent to JAX Bar Harbor from Alan Attie’s lab. These tissues were from the same mice used for transcriptome analysis of islets (Genetics May 1, 2018 vol. 209 no. 1 335-356)",transcription profiling by high-throughput sequencing design,39386475;40595617,,,856898,GPL24247,Mus musculus,GSE,Expression profiling by high throughput sequencing,2024/05/10,474,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE266nnn/GSE266567/,Transcripts with high distal heritability mediate genetic effects on complex metabolic traits.,bioRxiv : the preprint server for biology,2024 Sep 27,10.1101/2024.09.26.613931,Ground Control
8,GSM8249960,0.9995247721672058,GSE266549,"Transcriptome profiling of non-islet metabolic tissues in ~500 DO mouse liver, adipose, and skeletal muscle tissue from mice fed high-fat, high-sugar diet. [Adipose]",,,"Perform RNAseq with existing frozen mouse DO tissues from ~500 DO mice were sensitized on a HFHS diet (Keller, Gatti et al. 2018). The same mice have been extensively characterized for T2D-relevant clinical phenotypes, ex-vivo islet function, and other features including microbiome profiling.  Gene expression and proteomic profiling has already been completed in islets. We will collect and analyze the genetic architecture of gene expression in liver, adipose, skeletal muscle. Tissues will be sent to JAX Bar Harbor from Alan Attie’s lab. These tissues were from the same mice used for transcriptome analysis of islets (Genetics May 1, 2018 vol. 209 no. 1 335-356)",transcription profiling by high-throughput sequencing design,39386475;40595617,,,856599,GPL24247,Mus musculus,GSE,Expression profiling by high throughput sequencing,2024/05/10,468,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE266nnn/GSE266549/,Transcripts with high distal heritability mediate genetic effects on complex metabolic traits.,bioRxiv : the preprint server for biology,2024 Sep 27,10.1101/2024.09.26.613931,Ground Control
9,GSM8250876,0.999524712562561,GSE266567,"Transcriptome profiling of non-islet metabolic tissues in ~500 DO mouse liver, adipose, and skeletal muscle tissue from mice fed high-fat, high-sugar diet. [skeletal muscle]",,,"Perform RNAseq with existing frozen mouse DO tissues from ~500 DO mice were sensitized on a HFHS diet (Keller, Gatti et al. 2018). The same mice have been extensively characterized for T2D-relevant clinical phenotypes, ex-vivo islet function, and other features including microbiome profiling.  Gene expression and proteomic profiling has already been completed in islets. We will collect and analyze the genetic architecture of gene expression in liver, adipose, skeletal muscle. Tissues will be sent to JAX Bar Harbor from Alan Attie’s lab. These tissues were from the same mice used for transcriptome analysis of islets (Genetics May 1, 2018 vol. 209 no. 1 335-356)",transcription profiling by high-throughput sequencing design,39386475;40595617,,,857070,GPL24247,Mus musculus,GSE,Expression profiling by high throughput sequencing,2024/05/10,474,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE266nnn/GSE266567/,Transcripts with high distal heritability mediate genetic effects on complex metabolic traits.,bioRxiv : the preprint server for biology,2024 Sep 27,10.1101/2024.09.26.613931,Ground Control
