,gsm,score,gse,title,source_name,characteristics,geo_summary,geo_design,pubmed_ids,tissue,species,archs4_index,geo_platform_biopython,geo_taxon_biopython,geo_entry_type_biopython,geo_gds_type_biopython,geo_pdat_biopython,geo_n_samples_biopython,geo_ftp_link_biopython,pubmed_title_biopython,pubmed_journal_biopython,pubmed_pub_date_biopython,pubmed_doi_biopython,spaceflight
0,GSM7350290,0.9979593753814697,GSE232556,functional targets of cilia dependent cyst activation (CDCA) and a potential therapeutic targets for treating polycystic kidney disease,,,We applied unbiased cell type specific transcriptional profiling by translating ribosome affinity purification (TRAP) to mouse kidneys with polycystin-1 and cilia inactivation at a stage prior kidney tubule cyst formation. We identified differentially expressed actively translating mRNA that correlated with the cilia dependent cyst activation (CDCA) pattern common to male and female mice. This differential translatome offers opportunities for mechanistic discovery in polycystin and cilia related kidney phenotypes.,"We performed TRAP RNASeq at a stage when cyst formation had not yet occurred following Pkd1 inactivation. To achieve these objectives, we used mice with the following genotypes: Pkd1fl/+; R26Rpl10a; Pax8rtTA; TetOCre (“noncystic”), Pkd1fl/fl; R26Rpl10a; Pax8rtTA; TetOCre (Pkd1KO), Pkd1fl/fl; Kif3afl/fl; R26Rpl10a; Pax8rtTA; TetOCre (Pkd1KO+ciliaKO). All experimental mice were hemizygous for the R26Rpl10a, Pax8rtTA and TetOCre alleles. The R26Rpl10a allele expresses the L10a-EGFP ribosomal protein fusion23 following expression of Cre recombinase in response to doxycycline, allowing selective pulldown of ribosomes only from nephron epithelial cells in which Pax8rtTA is expressed. All mice received oral doxycycline from postnatal day 28 to 42 (P28–P42) to induce TetOCre. Fresh kidney tissue was harvested for ribosomal pulldown at P49 (7 weeks).",38693102,,,779852,GPL24247,Mus musculus,GSE,Expression profiling by high throughput sequencing,2024/02/23,45,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE232nnn/GSE232556/,Glis2 is an early effector of polycystin signaling and a target for therapy in polycystic kidney disease.,Nature communications,2024 May 1,10.1038/s41467-024-48025-6,Ground Control
1,GSM5982174,0.9978524446487427,GSE199702,"Transcriptomics analysis of heart, kidney, and liver tissues from 58 Collaborative Cross strains",,,"We report transcriptomic profiling from bulk heart, kidney, and liver tissues for 58 strains of the inbred mouse Collaborative Cross (CC). Each strain is represented by a male/female pair. Reads were first aligned to the pooled transcriptomes of the eight founder strains of the CC and then total gene counts were quantified using the EMASE and GBRS software tools. Total read counts can be further normalized for use in differential gene expression analysis, expression quantitative trait locus (eQTL) analysis, and integrative analyses with other -omic data sets measured on the same samples, including proteomics and phosphoproteomics.","RNA profiling of heart, kidney, and liver bulk tissues of male/female pairs from 58 Collaborative Cross (CC) mouse strains",,,,617789,GPL24247,Mus musculus,GSE,Expression profiling by high throughput sequencing,2023/02/05,348,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE199nnn/GSE199702/,,,,,Ground Control
2,GSM7350281,0.9978258609771729,GSE232556,functional targets of cilia dependent cyst activation (CDCA) and a potential therapeutic targets for treating polycystic kidney disease,,,We applied unbiased cell type specific transcriptional profiling by translating ribosome affinity purification (TRAP) to mouse kidneys with polycystin-1 and cilia inactivation at a stage prior kidney tubule cyst formation. We identified differentially expressed actively translating mRNA that correlated with the cilia dependent cyst activation (CDCA) pattern common to male and female mice. This differential translatome offers opportunities for mechanistic discovery in polycystin and cilia related kidney phenotypes.,"We performed TRAP RNASeq at a stage when cyst formation had not yet occurred following Pkd1 inactivation. To achieve these objectives, we used mice with the following genotypes: Pkd1fl/+; R26Rpl10a; Pax8rtTA; TetOCre (“noncystic”), Pkd1fl/fl; R26Rpl10a; Pax8rtTA; TetOCre (Pkd1KO), Pkd1fl/fl; Kif3afl/fl; R26Rpl10a; Pax8rtTA; TetOCre (Pkd1KO+ciliaKO). All experimental mice were hemizygous for the R26Rpl10a, Pax8rtTA and TetOCre alleles. The R26Rpl10a allele expresses the L10a-EGFP ribosomal protein fusion23 following expression of Cre recombinase in response to doxycycline, allowing selective pulldown of ribosomes only from nephron epithelial cells in which Pax8rtTA is expressed. All mice received oral doxycycline from postnatal day 28 to 42 (P28–P42) to induce TetOCre. Fresh kidney tissue was harvested for ribosomal pulldown at P49 (7 weeks).",38693102,,,779843,GPL24247,Mus musculus,GSE,Expression profiling by high throughput sequencing,2024/02/23,45,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE232nnn/GSE232556/,Glis2 is an early effector of polycystin signaling and a target for therapy in polycystic kidney disease.,Nature communications,2024 May 1,10.1038/s41467-024-48025-6,Ground Control
3,GSM8082226,0.9977995157241821,GSE255885,Deletion of Klotho enhancer deepens sexual dimorphism of gene expression without impacting female resistance to kidney injury [RNA exp2],,,"Sexual dimorphism in kidney injury markers, such as Klotho, is frequently underestimated or disregarded, as most of the preclinical research is done in male animals. Klotho is well-linked to renal health and its deletion in mice results in a severe accelerated aging-like phenotype and premature death. Here, we identified candidate Klotho enhancers and discovered their function using mice carrying deletions in the enhancer loci. Candidate Klotho enhancers were deleted using CRISPR/Cas9 genome editing. Warm ischemia-reperfusion surgery (IRI) was performed bilaterally to induce acute kidney injury and unilaterally in a fibrosis model. Using ChIP-seq and RNA-seq, we analyzed renal chromatin features and gene expression. ELISA and colorimetric assays were used to measure serum FGF23 and serum component levels. Removal of the enhancer caused more substantial reduction in Klotho mRNA levels in female mice compared to males (90 vs. 50%), supported by gene promoter marks remaining more pronounced in males. Weight, lifespan, and fertility of mice lacking the enhancers were not impacted. Only male mutant mice displayed higher Havcr1 expression after IRI than controls (mean 1048 vs. 231.4, p=0.0016). 28 days after unilateral IRI, only males displayed increased fibrosis markers, but with no difference between genotypes. Our findings reveal sexual dimorphism of Klotho gene expression and its enhancer regulation. Only male mutant mice were more susceptible to acute injury and the enhancer deletion had no impact on fibrosis. Additional investigation into the mechanisms governing Klotho regulation is imperative to reassess its effectiveness as a kidney injury marker.",Chromatin Immunoprecipitation and DNA Sequencing (ChIP-Seq) of histone modifications H3K27ac and H3K4me3 in mouse kidneys was used to assess efficacy of deletion of candidate Klotho gene enhancers and to assess it's effect on renal chromatin landscape. RNA-seq was used to investigate the effects of Klotho enhencer deletion on renal gene expression.,38529500;39277686,,,851140,GPL24247,Mus musculus,GSE,Expression profiling by high throughput sequencing,2024/04/04,16,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE255nnn/GSE255885/,Sexually dimorphic renal expression of Klotho is directed by a kidney-specific distal enhancer responsive to HNF1b.,bioRxiv : the preprint server for biology,2024 Mar 4,10.1101/2024.02.29.582831,Ground Control
4,GSM5982180,0.9975337982177734,GSE199702,"Transcriptomics analysis of heart, kidney, and liver tissues from 58 Collaborative Cross strains",,,"We report transcriptomic profiling from bulk heart, kidney, and liver tissues for 58 strains of the inbred mouse Collaborative Cross (CC). Each strain is represented by a male/female pair. Reads were first aligned to the pooled transcriptomes of the eight founder strains of the CC and then total gene counts were quantified using the EMASE and GBRS software tools. Total read counts can be further normalized for use in differential gene expression analysis, expression quantitative trait locus (eQTL) analysis, and integrative analyses with other -omic data sets measured on the same samples, including proteomics and phosphoproteomics.","RNA profiling of heart, kidney, and liver bulk tissues of male/female pairs from 58 Collaborative Cross (CC) mouse strains",,,,617795,GPL24247,Mus musculus,GSE,Expression profiling by high throughput sequencing,2023/02/05,348,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE199nnn/GSE199702/,,,,,Ground Control
5,GSM5982226,0.9974624514579773,GSE199702,"Transcriptomics analysis of heart, kidney, and liver tissues from 58 Collaborative Cross strains",,,"We report transcriptomic profiling from bulk heart, kidney, and liver tissues for 58 strains of the inbred mouse Collaborative Cross (CC). Each strain is represented by a male/female pair. Reads were first aligned to the pooled transcriptomes of the eight founder strains of the CC and then total gene counts were quantified using the EMASE and GBRS software tools. Total read counts can be further normalized for use in differential gene expression analysis, expression quantitative trait locus (eQTL) analysis, and integrative analyses with other -omic data sets measured on the same samples, including proteomics and phosphoproteomics.","RNA profiling of heart, kidney, and liver bulk tissues of male/female pairs from 58 Collaborative Cross (CC) mouse strains",,,,617841,GPL24247,Mus musculus,GSE,Expression profiling by high throughput sequencing,2023/02/05,348,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE199nnn/GSE199702/,,,,,Ground Control
6,GSM7350287,0.9974187612533569,GSE232556,functional targets of cilia dependent cyst activation (CDCA) and a potential therapeutic targets for treating polycystic kidney disease,,,We applied unbiased cell type specific transcriptional profiling by translating ribosome affinity purification (TRAP) to mouse kidneys with polycystin-1 and cilia inactivation at a stage prior kidney tubule cyst formation. We identified differentially expressed actively translating mRNA that correlated with the cilia dependent cyst activation (CDCA) pattern common to male and female mice. This differential translatome offers opportunities for mechanistic discovery in polycystin and cilia related kidney phenotypes.,"We performed TRAP RNASeq at a stage when cyst formation had not yet occurred following Pkd1 inactivation. To achieve these objectives, we used mice with the following genotypes: Pkd1fl/+; R26Rpl10a; Pax8rtTA; TetOCre (“noncystic”), Pkd1fl/fl; R26Rpl10a; Pax8rtTA; TetOCre (Pkd1KO), Pkd1fl/fl; Kif3afl/fl; R26Rpl10a; Pax8rtTA; TetOCre (Pkd1KO+ciliaKO). All experimental mice were hemizygous for the R26Rpl10a, Pax8rtTA and TetOCre alleles. The R26Rpl10a allele expresses the L10a-EGFP ribosomal protein fusion23 following expression of Cre recombinase in response to doxycycline, allowing selective pulldown of ribosomes only from nephron epithelial cells in which Pax8rtTA is expressed. All mice received oral doxycycline from postnatal day 28 to 42 (P28–P42) to induce TetOCre. Fresh kidney tissue was harvested for ribosomal pulldown at P49 (7 weeks).",38693102,,,779849,GPL24247,Mus musculus,GSE,Expression profiling by high throughput sequencing,2024/02/23,45,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE232nnn/GSE232556/,Glis2 is an early effector of polycystin signaling and a target for therapy in polycystic kidney disease.,Nature communications,2024 May 1,10.1038/s41467-024-48025-6,Ground Control
7,GSM4572455,0.9973841309547424,GSE151325,RNA-Seq analysis reveals critical transcriptome changes by sodium butyrate in DN mouse model,,,"Diabetic nephropathy (DN) as a common complication of diabetes is the primary cause of end-stage renal disease. Sodium butyrate (NaB) is a short chain fatty acid in the metabolic products of intestinal bacterium, and its kidney protective effect has been reported in DN. However, its underlying mechanism remains unclear. The aim of the present study was to investigate the effect of NaB on globe transcriptome changes in DN. In our study, eight-week-male db/db mice which were established DN mice were randomly divided into two groups: the DN+NaB group (DN mice treated with NaB, 5g/kg/day) and the DN group (DN mice treated with saline). Also, the normal db/m mice were used as NC group. Further, blood glucose, body weight, urinary microalbumin and urinary creatinine of mice were measured in three groups. Whole-transcriptome analysis was performed by RNA sequencing (RNA-Seq) to evaluate profiling of lncRNAs and messenger RNAs (mRNAs). Bioinformatic analysis was performed to predict the potential NaB-related lncRNAs and genes in DN. The expressions of lncRNAs and mRNAs were tested by quantitative real-time polymerase chain reaction (qRT-PCR) in renal tissues and mesangial cells treated with NaB. The results of the present study demonstrated that NaB ameliorated renal dysfunction in DN mice. Moreover, RNA-Seq results identified that 17 lncRNAs and 180 mRNAs reversely changed in DN+NaB group when compared with those in DN group. Additionally, the integrated co-expression networks of NaB-related lncRNAs revealed these lncRNAs interacted with 155 key mRNAs. The co-expression networks of mRNAs associated to immune response, antigen processing and presentation and acute inflammatory response to antigenic stimulus. The qRT-PCR data showed that eight mRNAs and seven lncRNAs were dysexpressed by NaB in DN mice and mesangial cell under high glucose condition. Furthermore, the co-expression network of inflammation related lncRNAs and mRNAs demonstrated that those 17 reversed lncRNAs and 37 mRNAs also play essential roles in inflammatory response. In summary, the present study suggests that NaB ameliorates diabetes induced renal dysfunction and regulates transcriptome changes in DN. NaB related lncRNA-mRNA may play roles in the protective effect of NaB in DN.","RNA-Seq was used to detect the differentially expressed genes among DN mouse (N=4) , normal control (N=4) and DN mouse treated with NaB (N=4) .",,,,375731,GPL21273,Mus musculus,GSE,Expression profiling by high throughput sequencing,2023/05/27,12,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE151nnn/GSE151325/,,,,,Ground Control
8,GSM7350284,0.9972752332687378,GSE232556,functional targets of cilia dependent cyst activation (CDCA) and a potential therapeutic targets for treating polycystic kidney disease,,,We applied unbiased cell type specific transcriptional profiling by translating ribosome affinity purification (TRAP) to mouse kidneys with polycystin-1 and cilia inactivation at a stage prior kidney tubule cyst formation. We identified differentially expressed actively translating mRNA that correlated with the cilia dependent cyst activation (CDCA) pattern common to male and female mice. This differential translatome offers opportunities for mechanistic discovery in polycystin and cilia related kidney phenotypes.,"We performed TRAP RNASeq at a stage when cyst formation had not yet occurred following Pkd1 inactivation. To achieve these objectives, we used mice with the following genotypes: Pkd1fl/+; R26Rpl10a; Pax8rtTA; TetOCre (“noncystic”), Pkd1fl/fl; R26Rpl10a; Pax8rtTA; TetOCre (Pkd1KO), Pkd1fl/fl; Kif3afl/fl; R26Rpl10a; Pax8rtTA; TetOCre (Pkd1KO+ciliaKO). All experimental mice were hemizygous for the R26Rpl10a, Pax8rtTA and TetOCre alleles. The R26Rpl10a allele expresses the L10a-EGFP ribosomal protein fusion23 following expression of Cre recombinase in response to doxycycline, allowing selective pulldown of ribosomes only from nephron epithelial cells in which Pax8rtTA is expressed. All mice received oral doxycycline from postnatal day 28 to 42 (P28–P42) to induce TetOCre. Fresh kidney tissue was harvested for ribosomal pulldown at P49 (7 weeks).",38693102,,,779846,GPL24247,Mus musculus,GSE,Expression profiling by high throughput sequencing,2024/02/23,45,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE232nnn/GSE232556/,Glis2 is an early effector of polycystin signaling and a target for therapy in polycystic kidney disease.,Nature communications,2024 May 1,10.1038/s41467-024-48025-6,Ground Control
9,GSM8082236,0.9972580671310425,GSE255885,Deletion of Klotho enhancer deepens sexual dimorphism of gene expression without impacting female resistance to kidney injury [RNA exp2],,,"Sexual dimorphism in kidney injury markers, such as Klotho, is frequently underestimated or disregarded, as most of the preclinical research is done in male animals. Klotho is well-linked to renal health and its deletion in mice results in a severe accelerated aging-like phenotype and premature death. Here, we identified candidate Klotho enhancers and discovered their function using mice carrying deletions in the enhancer loci. Candidate Klotho enhancers were deleted using CRISPR/Cas9 genome editing. Warm ischemia-reperfusion surgery (IRI) was performed bilaterally to induce acute kidney injury and unilaterally in a fibrosis model. Using ChIP-seq and RNA-seq, we analyzed renal chromatin features and gene expression. ELISA and colorimetric assays were used to measure serum FGF23 and serum component levels. Removal of the enhancer caused more substantial reduction in Klotho mRNA levels in female mice compared to males (90 vs. 50%), supported by gene promoter marks remaining more pronounced in males. Weight, lifespan, and fertility of mice lacking the enhancers were not impacted. Only male mutant mice displayed higher Havcr1 expression after IRI than controls (mean 1048 vs. 231.4, p=0.0016). 28 days after unilateral IRI, only males displayed increased fibrosis markers, but with no difference between genotypes. Our findings reveal sexual dimorphism of Klotho gene expression and its enhancer regulation. Only male mutant mice were more susceptible to acute injury and the enhancer deletion had no impact on fibrosis. Additional investigation into the mechanisms governing Klotho regulation is imperative to reassess its effectiveness as a kidney injury marker.",Chromatin Immunoprecipitation and DNA Sequencing (ChIP-Seq) of histone modifications H3K27ac and H3K4me3 in mouse kidneys was used to assess efficacy of deletion of candidate Klotho gene enhancers and to assess it's effect on renal chromatin landscape. RNA-seq was used to investigate the effects of Klotho enhencer deletion on renal gene expression.,38529500;39277686,,,851150,GPL24247,Mus musculus,GSE,Expression profiling by high throughput sequencing,2024/04/04,16,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE255nnn/GSE255885/,Sexually dimorphic renal expression of Klotho is directed by a kidney-specific distal enhancer responsive to HNF1b.,bioRxiv : the preprint server for biology,2024 Mar 4,10.1101/2024.02.29.582831,Ground Control
