,gsm,score,gse,title,source_name,characteristics,geo_summary,geo_design,pubmed_ids,tissue,species,archs4_index,geo_platform_biopython,geo_taxon_biopython,geo_entry_type_biopython,geo_gds_type_biopython,geo_pdat_biopython,geo_n_samples_biopython,geo_ftp_link_biopython,pubmed_title_biopython,pubmed_journal_biopython,pubmed_pub_date_biopython,pubmed_doi_biopython,spaceflight
0,GSM2696413,0.9958307147026062,GSE100918,Mechanisms of the innate defense regulator peptide 1002 anti-inflammatory activity in a sterile inflammation mouse model,,,"Innate defense regulator (IDR) peptide-1002 is a synthetic host defense peptide derivative with strong anti-inflammatory properties.To investigate the anti-inflammatory mechanisms of IDR-1002 in vivo, the phorbol 12-myristate 13-acetate (PMA)-induced mouse ear inflammation model was used. Topical IDR-1002 treatment successfully dampened PMA-induced ear edema, proinflammatory cytokine production, reactive oxygen and nitrogen species release, and neutrophil recruitment in the ears of CD1 mice. Advanced RNA-Seq analysis on the mouse ear transcriptome revealed that IDR-1002 reduced sterile inflammation by suppressing the expression of transmembrane G-protein coupled receptors (Class A/1 rhodopsin-like), including receptors for chemokines, prostaglandins, histamine, platelet activating factor and anaphylatoxin. IDR-1002 also dampened IFNγ response and repressed the Interferon regulatory factor (Irf) 8-regulated network that controls central inflammatory pathways.",RNA-Seq profiling of gene expression in mouse ear tissue exposed to three treatment conditions,28993516,,,116880,GPL17021,Mus musculus,GSE,Expression profiling by high throughput sequencing,2018/01/31,15,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE100nnn/GSE100918/,Mechanisms of the Innate Defense Regulator Peptide-1002 Anti-Inflammatory Activity in a Sterile Inflammation Mouse Model.,"Journal of immunology (Baltimore, Md. : 1950)",2017 Nov 15,10.4049/jimmunol.1700985,Space Flight
1,GSM5015064,0.9951760172843933,GSE164623,Alteration of the whole skin gene expression as a result of Flg deficiency,,,"Defects of filaggrin (FLG) compromise epidermal barrier function and represent an important known genetic risk factor for atopic dermatitis (AD), but also for systemic atopy, including allergic sensitization and asthma. A loss of epidermal barrier integrity can provide a significant stress for the cells in both the epidermis as well as the underlying dermal layer of the skin, either due to the increased moisture evaporation from the skin or increased penetration of the antigens and microflora into the lower layers. This analysis was therefore designed to understand the effect of this loss of barrier integrity on the total skin transcriptional profile.",Total shaved back skin tissue samples were collected from 8 week old Flg-deficient mice and wt ctrls  Total RNA was isolated using the RNeasy Mini Kit+ (Qiagen). mRNA libraries were prepared using a SMART protocol and subjected to deep sequencing on an Illumina NextSeq 500.,,,,454810,GPL19057,Mus musculus,GSE,Expression profiling by high throughput sequencing,2021/05/01,8,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE164nnn/GSE164623/,,,,,Space Flight
2,GSM5015059,0.9949568510055542,GSE164623,Alteration of the whole skin gene expression as a result of Flg deficiency,,,"Defects of filaggrin (FLG) compromise epidermal barrier function and represent an important known genetic risk factor for atopic dermatitis (AD), but also for systemic atopy, including allergic sensitization and asthma. A loss of epidermal barrier integrity can provide a significant stress for the cells in both the epidermis as well as the underlying dermal layer of the skin, either due to the increased moisture evaporation from the skin or increased penetration of the antigens and microflora into the lower layers. This analysis was therefore designed to understand the effect of this loss of barrier integrity on the total skin transcriptional profile.",Total shaved back skin tissue samples were collected from 8 week old Flg-deficient mice and wt ctrls  Total RNA was isolated using the RNeasy Mini Kit+ (Qiagen). mRNA libraries were prepared using a SMART protocol and subjected to deep sequencing on an Illumina NextSeq 500.,,,,454805,GPL19057,Mus musculus,GSE,Expression profiling by high throughput sequencing,2021/05/01,8,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE164nnn/GSE164623/,,,,,Space Flight
3,GSM5715156,0.9946211576461792,GSE190138,Systematic analysis of inflammation and pain pathways in a mouse model of gout,,,"Gout is a prevalent and painful inflammatory arthritis, and its global burden continues to rise.  Intense pain induced by gout attacks is a major complication of gout. Treatment and long-term  management for gout patients remain challenging. Despite the discovery of many key immune  response and inflammatory genes and pathways in gout, the molecular mechanisms of gout  inflammation are still not entirely elucidated. Particularly, systematic studies of gout inflammation  and pain are lacking. Using a monosodium urate (MSU) crystals-induced gout model, we  performed genome-wide transcriptome analysis for the ankle joint, dorsal root ganglion (DRG),  and spinal cord of gout mice. Our results revealed transcriptional changes in both the joint and the  nervous system. Furthermore, through integrated analysis with public datasets of mouse  inflammatory pain and neuropathic pain models, human GWAS, osteoarthritis (OA), and  rheumatoid arthritis (RA), we identified common and unique features associated with acute gout  inflammation and severe pain.","Monosodium urate (MSU) crystals were used as treatments. 1 x PBS were used as controls.  Ankle joint, dorsal root ganglion (DRG), and spinal cord (SC) were collected and RNA-sequencing (RNA-seq) was performed.",35430901,,,574932,GPL24247,Mus musculus,GSE,Expression profiling by high throughput sequencing,2022/06/24,18,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE190nnn/GSE190138/,Systematic analysis of inflammation and pain pathways in a mouse model of gout.,Molecular pain,2022 Jan-Dec,10.1177/17448069221097760,Space Flight
4,GSM2219787,0.9943984150886536,GSE83855,Time-restricted feeding shifts the skin circadian clock and alters UVB-induced DNA damage,,,"The epidermis is as a highly regenerative barrier protecting organisms from environmental insults, including ultraviolet radiation, the main cause of skin cancer and skin aging. Here we show that time-restricted feeding (RF) shifts the phase and alters the amplitude of the skin circadian clock and affects the expression of approximately 10% of the skin transcriptome. Furthermore, a strikingly large number of skin-expressed genes are acutely regulated by food intake. While the circadian clock is required for daily rhythms in DNA synthesis in epidermal stem cells, RF-induced shifts in clock phase do not alter the phase of DNA synthesis. However, both the expression of the key DNA repair gene Xpa, and the diurnal sensitivity to UVB-induced DNA damage, are altered by RF. Together our findings indicate an unexpected regulation of skin function by time of feeding and emphasize the important link between circadian rhythm, food intake, and skin health.",Totally 24 samples were sequenced. One sample for each time point and 8 time points for each feeding group. Each sample was pooled from 2-4 biological replicates.,28768192,,,73220,GPL17021,Mus musculus,GSE,Expression profiling by high throughput sequencing,2017/08/01,24,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE83nnn/GSE83855/,Time-Restricted Feeding Shifts the Skin Circadian Clock and Alters UVB-Induced DNA Damage.,Cell reports,2017 Aug 1,10.1016/j.celrep.2017.07.022,Space Flight
5,GSM7432051,0.9943722486495972,GSE233658,Adiponectin in the mammalian host influences ticks' acquisition of the Lyme disease pathogen Borrelia,,,To understand the global gene expression profile at the tick bite site of adiponectin wildtype and knockout mice,We utilized RNA-seq to compare the transcriptome of adiponectin wildtype and knockout murine skin during tick feeding,,,,791462,GPL17021,Mus musculus,GSE,Expression profiling by high throughput sequencing,2023/09/06,6,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE233nnn/GSE233658/,,,,,Space Flight
6,GSM2817084,0.994354248046875,GSE102007,Gene expression profiling of murine skin transgenically generated to express HPV16 E7 oncoprotein,,,A validated animal model would assist with research on the immunological consequences of the chronic expression of HPV16 E7 oncoprotein expression. Here we performed RNA-seq analysis of normal C57BL/6 skin versus mouse transgenically generated to express HPV16 E7 oncogene under the keratin 14 promoter (K14E7). Mice present with epithelial hyperplasia and increased immune cell infiltrate associated with immune suppression.,"Ear skin (n=6) 8-week old C57BL/6 and K14E7 mice Grafted samples (n=18) of donor C57BL/6, K14E7 and CD1d-/-xK14E7 skin on C57BL6 recipients",27333029,,,134709,GPL13112,Mus musculus,GSE,Expression profiling by high throughput sequencing,2017/10/30,24,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE102nnn/GSE102007/,A Mouse Model of Hyperproliferative Human Epithelium Validated by Keratin Profiling Shows an Aberrant Cytoskeletal Response to Injury.,EBioMedicine,2016 Jul,10.1016/j.ebiom.2016.06.011,Space Flight
7,GSM2696415,0.994270384311676,GSE100918,Mechanisms of the innate defense regulator peptide 1002 anti-inflammatory activity in a sterile inflammation mouse model,,,"Innate defense regulator (IDR) peptide-1002 is a synthetic host defense peptide derivative with strong anti-inflammatory properties.To investigate the anti-inflammatory mechanisms of IDR-1002 in vivo, the phorbol 12-myristate 13-acetate (PMA)-induced mouse ear inflammation model was used. Topical IDR-1002 treatment successfully dampened PMA-induced ear edema, proinflammatory cytokine production, reactive oxygen and nitrogen species release, and neutrophil recruitment in the ears of CD1 mice. Advanced RNA-Seq analysis on the mouse ear transcriptome revealed that IDR-1002 reduced sterile inflammation by suppressing the expression of transmembrane G-protein coupled receptors (Class A/1 rhodopsin-like), including receptors for chemokines, prostaglandins, histamine, platelet activating factor and anaphylatoxin. IDR-1002 also dampened IFNγ response and repressed the Interferon regulatory factor (Irf) 8-regulated network that controls central inflammatory pathways.",RNA-Seq profiling of gene expression in mouse ear tissue exposed to three treatment conditions,28993516,,,116882,GPL17021,Mus musculus,GSE,Expression profiling by high throughput sequencing,2018/01/31,15,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE100nnn/GSE100918/,Mechanisms of the Innate Defense Regulator Peptide-1002 Anti-Inflammatory Activity in a Sterile Inflammation Mouse Model.,"Journal of immunology (Baltimore, Md. : 1950)",2017 Nov 15,10.4049/jimmunol.1700985,Space Flight
8,GSM5715155,0.9941640496253967,GSE190138,Systematic analysis of inflammation and pain pathways in a mouse model of gout,,,"Gout is a prevalent and painful inflammatory arthritis, and its global burden continues to rise.  Intense pain induced by gout attacks is a major complication of gout. Treatment and long-term  management for gout patients remain challenging. Despite the discovery of many key immune  response and inflammatory genes and pathways in gout, the molecular mechanisms of gout  inflammation are still not entirely elucidated. Particularly, systematic studies of gout inflammation  and pain are lacking. Using a monosodium urate (MSU) crystals-induced gout model, we  performed genome-wide transcriptome analysis for the ankle joint, dorsal root ganglion (DRG),  and spinal cord of gout mice. Our results revealed transcriptional changes in both the joint and the  nervous system. Furthermore, through integrated analysis with public datasets of mouse  inflammatory pain and neuropathic pain models, human GWAS, osteoarthritis (OA), and  rheumatoid arthritis (RA), we identified common and unique features associated with acute gout  inflammation and severe pain.","Monosodium urate (MSU) crystals were used as treatments. 1 x PBS were used as controls.  Ankle joint, dorsal root ganglion (DRG), and spinal cord (SC) were collected and RNA-sequencing (RNA-seq) was performed.",35430901,,,574931,GPL24247,Mus musculus,GSE,Expression profiling by high throughput sequencing,2022/06/24,18,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE190nnn/GSE190138/,Systematic analysis of inflammation and pain pathways in a mouse model of gout.,Molecular pain,2022 Jan-Dec,10.1177/17448069221097760,Space Flight
9,GSM2219786,0.9941136837005615,GSE83855,Time-restricted feeding shifts the skin circadian clock and alters UVB-induced DNA damage,,,"The epidermis is as a highly regenerative barrier protecting organisms from environmental insults, including ultraviolet radiation, the main cause of skin cancer and skin aging. Here we show that time-restricted feeding (RF) shifts the phase and alters the amplitude of the skin circadian clock and affects the expression of approximately 10% of the skin transcriptome. Furthermore, a strikingly large number of skin-expressed genes are acutely regulated by food intake. While the circadian clock is required for daily rhythms in DNA synthesis in epidermal stem cells, RF-induced shifts in clock phase do not alter the phase of DNA synthesis. However, both the expression of the key DNA repair gene Xpa, and the diurnal sensitivity to UVB-induced DNA damage, are altered by RF. Together our findings indicate an unexpected regulation of skin function by time of feeding and emphasize the important link between circadian rhythm, food intake, and skin health.",Totally 24 samples were sequenced. One sample for each time point and 8 time points for each feeding group. Each sample was pooled from 2-4 biological replicates.,28768192,,,73219,GPL17021,Mus musculus,GSE,Expression profiling by high throughput sequencing,2017/08/01,24,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE83nnn/GSE83855/,Time-Restricted Feeding Shifts the Skin Circadian Clock and Alters UVB-Induced DNA Damage.,Cell reports,2017 Aug 1,10.1016/j.celrep.2017.07.022,Space Flight
