Unnamed: 0,gsm,score,gse,title,source_name,characteristics,geo_summary,geo_design,pubmed_ids,tissue,species,archs4_index,geo_platform_biopython,geo_taxon_biopython,geo_entry_type_biopython,geo_gds_type_biopython,geo_pdat_biopython,geo_n_samples_biopython,geo_ftp_link_biopython,pubmed_title_biopython,pubmed_journal_biopython,pubmed_pub_date_biopython,pubmed_doi_biopython,spaceflight
0,GSM6783499,0.9995200037956238,GSE219946,total RNA-seq from gastrocnemius (ENCSR960ZZW),,"genotype: Lox,drug: None,tissue: Muscle","B6 X Cast gastrocnemius_8-10 months female For data usage terms and conditions, please refer to http://www.genome.gov/27528022 and http://www.genome.gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14.pdf",https://www.encodeproject.org/ENCSR960ZZW/,22955616,,,714573,GPL17021,Mus musculus,GSE,Expression profiling by high throughput sequencing,2022/12/04,2,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE219nnn/GSE219946/,An integrated encyclopedia of DNA elements in the human genome.,Nature,2012 Sep 6,10.1038/nature11247,Ground Control
1,GSM6782275,0.9994611740112304,GSE219296,total RNA-seq from gastrocnemius (ENCSR000OCV),,"tissue_type: gastrocnemius,biomaterial_type: tissue,description: gastrocnemius_B6Cast F1 PND 18-20 months_Male 04_ENC4_cDNA490,biosample encode accession: ENCBS861KNF (SAMN22819081),Sex: male,dev stage: unknown,age: unknown,donor_id: ENCDO509HIY,lab: Barbara Wold, Caltech,source: The Jackson Laboratory,link: ENCBS861KNF at ENCODE; https://www.encodeproject.org/ENCBS861KNF/,link: Derived from ENCODE donor ENCDO509HIY; https://www.encodeproject.org/ENCDO509HIY/","B6 X Cast gastrocnemius_8-10 months male For data usage terms and conditions, please refer to http://www.genome.gov/27528022 and http://www.genome.gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14.pdf",https://www.encodeproject.org/ENCSR000OCV/,22955616,,,714513,GPL17021,Mus musculus,GSE,Expression profiling by high throughput sequencing,2022/12/04,2,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE219nnn/GSE219296/,An integrated encyclopedia of DNA elements in the human genome.,Nature,2012 Sep 6,10.1038/nature11247,Ground Control
2,GSM6782276,0.9994162321090698,GSE219296,total RNA-seq from gastrocnemius (ENCSR000OCV),,"tissue_type: gastrocnemius,biomaterial_type: tissue,description: 6 X Cast gastrocnemius_8-10 months male animal 2_ENC4_cDNA_844,biosample encode accession: ENCBS845UIZ (SAMN31998629),organism: Mus musculus,Sex: male,dev stage: adult,age: 8-10 month,donor_id: ENCDO509HIY,lab: Barbara Wold, Caltech,source: The Jackson Laboratory,link: ENCBS845UIZ at ENCODE; https://www.encodeproject.org/ENCBS845UIZ/,link: Derived from ENCODE donor ENCDO509HIY; https://www.encodeproject.org/ENCDO509HIY/","B6 X Cast gastrocnemius_8-10 months male For data usage terms and conditions, please refer to http://www.genome.gov/27528022 and http://www.genome.gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14.pdf",https://www.encodeproject.org/ENCSR000OCV/,22955616,,,714514,GPL17021,Mus musculus,GSE,Expression profiling by high throughput sequencing,2022/12/04,2,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE219nnn/GSE219296/,An integrated encyclopedia of DNA elements in the human genome.,Nature,2012 Sep 6,10.1038/nature11247,Ground Control
3,GSM6782603,0.9993978142738342,GSE219443,total RNA-seq from gastrocnemius (ENCSR086MHH),,"tissue_type: gastrocnemius,biomaterial_type: tissue,description: B6 X Cast gastrocnemius_8-10 months male animal 4_ENC4_cDNA_845,biosample encode accession: ENCBS722CXC (SAMN31998467),organism: Mus musculus,Sex: male,dev stage: adult,age: 8-10 month,donor_id: ENCDO509HIY,lab: Barbara Wold, Caltech,source: The Jackson Laboratory,link: ENCBS722CXC at ENCODE; https://www.encodeproject.org/ENCBS722CXC/,link: Derived from ENCODE donor ENCDO509HIY; https://www.encodeproject.org/ENCDO509HIY/","5xFAD X Cast gastrocnemius_8-10 months male For data usage terms and conditions, please refer to http://www.genome.gov/27528022 and http://www.genome.gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14.pdf",https://www.encodeproject.org/ENCSR086MHH/,22955616,,,714542,GPL17021,Mus musculus,GSE,Expression profiling by high throughput sequencing,2022/12/04,2,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE219nnn/GSE219443/,An integrated encyclopedia of DNA elements in the human genome.,Nature,2012 Sep 6,10.1038/nature11247,Ground Control
4,GSM6782612,0.9993650913238524,GSE219448,total RNA-seq from gastrocnemius (ENCSR093SMP),,"tissue_type: gastrocnemius,biomaterial_type: tissue,biosample encode accession: ENCBS480BER (SAMN31998187),organism: Mus musculus,Sex: male,dev stage: adult,age: 8-10 month,donor_id: ENCDO996MUL,lab: Barbara Wold, Caltech,source: The Jackson Laboratory,link: ENCBS480BER at ENCODE; https://www.encodeproject.org/ENCBS480BER/,link: Derived from ENCODE donor ENCDO996MUL; https://www.encodeproject.org/ENCDO996MUL/","5xFAD X Cast gastrocnemius_8-10 months female For data usage terms and conditions, please refer to http://www.genome.gov/27528022 and http://www.genome.gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14.pdf",https://www.encodeproject.org/ENCSR093SMP/,22955616,,,714547,GPL17021,Mus musculus,GSE,Expression profiling by high throughput sequencing,2022/12/04,2,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE219nnn/GSE219448/,An integrated encyclopedia of DNA elements in the human genome.,Nature,2012 Sep 6,10.1038/nature11247,Ground Control
5,GSM8250192,0.9993431568145752,GSE266549,"Transcriptome profiling of non-islet metabolic tissues in ~500 DO mouse liver, adipose, and skeletal muscle tissue from mice fed high-fat, high-sugar diet. [Adipose]",,"tissue_type: gastrocnemius,biomaterial_type: tissue,biosample encode accession: ENCBS370ZSH (SAMN31998074),organism: Mus musculus,Sex: female,dev stage: adult,age: 8-10 month,donor_id: ENCDO996MUL,lab: Barbara Wold, Caltech,source: The Jackson Laboratory,link: ENCBS370ZSH at ENCODE; https://www.encodeproject.org/ENCBS370ZSH/,link: Derived from ENCODE donor ENCDO996MUL; https://www.encodeproject.org/ENCDO996MUL/","Perform RNAseq with existing frozen mouse DO tissues from ~500 DO mice were sensitized on a HFHS diet (Keller, Gatti et al. 2018). The same mice have been extensively characterized for T2D-relevant clinical phenotypes, ex-vivo islet function, and other features including microbiome profiling.  Gene expression and proteomic profiling has already been completed in islets. We will collect and analyze the genetic architecture of gene expression in liver, adipose, skeletal muscle. Tissues will be sent to JAX Bar Harbor from Alan Attie’s lab. These tissues were from the same mice used for transcriptome analysis of islets (Genetics May 1, 2018 vol. 209 no. 1 335-356)",transcription profiling by high-throughput sequencing design,39386475;40595617,,,856831,GPL24247,Mus musculus,GSE,Expression profiling by high throughput sequencing,2024/05/10,468,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE266nnn/GSE266549/,Transcripts with high distal heritability mediate genetic effects on complex metabolic traits.,bioRxiv : the preprint server for biology,2024 Sep 27,10.1101/2024.09.26.613931,Ground Control
6,GSM8251115,0.9993431568145752,GSE266567,"Transcriptome profiling of non-islet metabolic tissues in ~500 DO mouse liver, adipose, and skeletal muscle tissue from mice fed high-fat, high-sugar diet. [skeletal muscle]",,"tissue_type: gastrocnemius,biomaterial_type: tissue,description: B6 X Cast gastrocnemius_8-10 months female animal 1_ENC4_cDNA_842,biosample encode accession: ENCBS266MYR (SAMN31997955),organism: Mus musculus,Sex: female,dev stage: adult,age: 8-10 month,donor_id: ENCDO509HIY,lab: Barbara Wold, Caltech,source: The Jackson Laboratory,link: ENCBS266MYR at ENCODE; https://www.encodeproject.org/ENCBS266MYR/,link: Derived from ENCODE donor ENCDO509HIY; https://www.encodeproject.org/ENCDO509HIY/","Perform RNAseq with existing frozen mouse DO tissues from ~500 DO mice were sensitized on a HFHS diet (Keller, Gatti et al. 2018). The same mice have been extensively characterized for T2D-relevant clinical phenotypes, ex-vivo islet function, and other features including microbiome profiling.  Gene expression and proteomic profiling has already been completed in islets. We will collect and analyze the genetic architecture of gene expression in liver, adipose, skeletal muscle. Tissues will be sent to JAX Bar Harbor from Alan Attie’s lab. These tissues were from the same mice used for transcriptome analysis of islets (Genetics May 1, 2018 vol. 209 no. 1 335-356)",transcription profiling by high-throughput sequencing design,39386475;40595617,,,857308,GPL24247,Mus musculus,GSE,Expression profiling by high throughput sequencing,2024/05/10,474,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE266nnn/GSE266567/,Transcripts with high distal heritability mediate genetic effects on complex metabolic traits.,bioRxiv : the preprint server for biology,2024 Sep 27,10.1101/2024.09.26.613931,Ground Control
7,GSM8250883,0.9993387460708618,GSE266567,"Transcriptome profiling of non-islet metabolic tissues in ~500 DO mouse liver, adipose, and skeletal muscle tissue from mice fed high-fat, high-sugar diet. [skeletal muscle]",,"tissue: adipose,diet: 45 percent  fat","Perform RNAseq with existing frozen mouse DO tissues from ~500 DO mice were sensitized on a HFHS diet (Keller, Gatti et al. 2018). The same mice have been extensively characterized for T2D-relevant clinical phenotypes, ex-vivo islet function, and other features including microbiome profiling.  Gene expression and proteomic profiling has already been completed in islets. We will collect and analyze the genetic architecture of gene expression in liver, adipose, skeletal muscle. Tissues will be sent to JAX Bar Harbor from Alan Attie’s lab. These tissues were from the same mice used for transcriptome analysis of islets (Genetics May 1, 2018 vol. 209 no. 1 335-356)",transcription profiling by high-throughput sequencing design,39386475;40595617,,,857077,GPL24247,Mus musculus,GSE,Expression profiling by high throughput sequencing,2024/05/10,474,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE266nnn/GSE266567/,Transcripts with high distal heritability mediate genetic effects on complex metabolic traits.,bioRxiv : the preprint server for biology,2024 Sep 27,10.1101/2024.09.26.613931,Ground Control
8,GSM8249967,0.9993387460708618,GSE266549,"Transcriptome profiling of non-islet metabolic tissues in ~500 DO mouse liver, adipose, and skeletal muscle tissue from mice fed high-fat, high-sugar diet. [Adipose]",,"tissue: adipose,diet: 45 percent  fat","Perform RNAseq with existing frozen mouse DO tissues from ~500 DO mice were sensitized on a HFHS diet (Keller, Gatti et al. 2018). The same mice have been extensively characterized for T2D-relevant clinical phenotypes, ex-vivo islet function, and other features including microbiome profiling.  Gene expression and proteomic profiling has already been completed in islets. We will collect and analyze the genetic architecture of gene expression in liver, adipose, skeletal muscle. Tissues will be sent to JAX Bar Harbor from Alan Attie’s lab. These tissues were from the same mice used for transcriptome analysis of islets (Genetics May 1, 2018 vol. 209 no. 1 335-356)",transcription profiling by high-throughput sequencing design,39386475;40595617,,,856606,GPL24247,Mus musculus,GSE,Expression profiling by high throughput sequencing,2024/05/10,468,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE266nnn/GSE266549/,Transcripts with high distal heritability mediate genetic effects on complex metabolic traits.,bioRxiv : the preprint server for biology,2024 Sep 27,10.1101/2024.09.26.613931,Ground Control
9,GSM5667830,0.9992848634719848,GSE187315,total RNA-seq from gastrocnemius (ENCSR095VGF),,"tissue: adipose,diet: 45 percent  fat","gastrocnemius B6Cast F1 PND 18-20 months Male For data usage terms and conditions, please refer to http://www.genome.gov/27528022 and http://www.genome.gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14.pdf",https://www.encodeproject.org/ENCSR095VGF/,22955616,,,559426,GPL17021,Mus musculus,GSE,Expression profiling by high throughput sequencing,2021/11/04,2,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE187nnn/GSE187315/,An integrated encyclopedia of DNA elements in the human genome.,Nature,2012 Sep 6,10.1038/nature11247,Ground Control
