Unnamed: 0,gsm,score,gse,title,source_name,characteristics,geo_summary,geo_design,pubmed_ids,tissue,species,archs4_index,geo_platform_biopython,geo_taxon_biopython,geo_entry_type_biopython,geo_gds_type_biopython,geo_pdat_biopython,geo_n_samples_biopython,geo_ftp_link_biopython,pubmed_title_biopython,pubmed_journal_biopython,pubmed_pub_date_biopython,pubmed_doi_biopython,spaceflight
0,GSM3851955,0.9958245754241944,GSE132173,RNA-seq of tissues from MC903- and Ethanol-treated mice,,"background strain: C57Bl/6,tissue: Skin,treatment: controls","We report transcript abundance in skin, spinal_cord, and trigeminal ganglia from animals treated with MC903 to induce a mouse model of atopic dermatitis across different genotypes, time points, and treatments","Examination of gene expression in TSLPR.KO, wild-type, and neutrophil-depleted animals. For differential expression analysis, comparisons were performed between MC903 and ethanol treatments for the same condition (genotype, timepoint, etc.)",31631836.0,,,258735,GPL21103,Mus musculus,GSE,Expression profiling by high throughput sequencing,2019/11/13,162,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE132nnn/GSE132173/,Neutrophils promote CXCR3-dependent itch in the development of atopic dermatitis.,eLife,2019 Oct 21,10.7554/eLife.48448,Basal Control
1,GSM2286794,0.9946549534797668,GSE85891,Keratinocytes contribute intrinsically to psoriasis upon loss of Tnip1 function,,"background strain: C57Bl/6,tissue: Skin,treatment: controls","To increase our understanding of psoriasis, we utilized RNA-seq to assay the transcriptomes of skin samples from 3 Tnip1+/+ and 3 Tnip1-/- mice that were treated for two days with imiquimod (IMQ) and performed cross-species analyses with human transcriptome data derived from psoriasis patients and healthy subjects (GSE54456). Intriguingly, the vast majority of genes deregulated in Tnip1-/- mice correlated with their human counterparts, substantiating the interpretation that gene deregulation in Tnip1-/- mice reflects a psoriasis-specific pattern rather than being the consequence of an overall exaggerated inflammatory skin response. Together, the data demonstrate that loss of Tnip1 function leads to genetic susceptibility against IMQ, akin to human disease. As expected, gene ontology (GO) analysis highlighted gene sets known to be affected in psoriasis, such as epidermal development, immune/ defense response, proteolysis and response to wounding.",Skin samples from 3 Tnip1+/+ and 3 Tnip1-/- mice that were treated for two days with imiquimod (IMQ),27671649.0,,,76046,GPL17021,Mus musculus,GSE,Expression profiling by high throughput sequencing,2016/09/26,6,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE85nnn/GSE85891/,Keratinocytes contribute intrinsically to psoriasis upon loss of Tnip1 function.,Proceedings of the National Academy of Sciences of the United States of America,2016 Oct 11,10.1073/pnas.1606996113,Basal Control
2,GSM3851954,0.9944432973861694,GSE132173,RNA-seq of tissues from MC903- and Ethanol-treated mice,,"background strain: C57Bl/6,tissue: Skin,treatment: controls","We report transcript abundance in skin, spinal_cord, and trigeminal ganglia from animals treated with MC903 to induce a mouse model of atopic dermatitis across different genotypes, time points, and treatments","Examination of gene expression in TSLPR.KO, wild-type, and neutrophil-depleted animals. For differential expression analysis, comparisons were performed between MC903 and ethanol treatments for the same condition (genotype, timepoint, etc.)",31631836.0,,,258734,GPL21103,Mus musculus,GSE,Expression profiling by high throughput sequencing,2019/11/13,162,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE132nnn/GSE132173/,Neutrophils promote CXCR3-dependent itch in the development of atopic dermatitis.,eLife,2019 Oct 21,10.7554/eLife.48448,Basal Control
3,GSM5015063,0.9944025278091432,GSE164623,Alteration of the whole skin gene expression as a result of Flg deficiency,,"strain: C57BL/6NCrl,tissue: whole back skin,age: 8 weeks,genotype/variation: wild type,growth phase: telogen,gender: male,feeding window: ZT0-ZT4,sampling time: ZT8","Defects of filaggrin (FLG) compromise epidermal barrier function and represent an important known genetic risk factor for atopic dermatitis (AD), but also for systemic atopy, including allergic sensitization and asthma. A loss of epidermal barrier integrity can provide a significant stress for the cells in both the epidermis as well as the underlying dermal layer of the skin, either due to the increased moisture evaporation from the skin or increased penetration of the antigens and microflora into the lower layers. This analysis was therefore designed to understand the effect of this loss of barrier integrity on the total skin transcriptional profile.",Total shaved back skin tissue samples were collected from 8 week old Flg-deficient mice and wt ctrls  Total RNA was isolated using the RNeasy Mini Kit+ (Qiagen). mRNA libraries were prepared using a SMART protocol and subjected to deep sequencing on an Illumina NextSeq 500.,,,,454809,GPL19057,Mus musculus,GSE,Expression profiling by high throughput sequencing,2021/05/01,8,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE164nnn/GSE164623/,,,,,Basal Control
4,GSM5015061,0.9943673610687256,GSE164623,Alteration of the whole skin gene expression as a result of Flg deficiency,,"strain: C57BL/6NCrl,tissue: whole back skin,age: 8 weeks,genotype/variation: wild type,growth phase: telogen,gender: male,feeding window: ZT12-ZT16,sampling time: ZT8","Defects of filaggrin (FLG) compromise epidermal barrier function and represent an important known genetic risk factor for atopic dermatitis (AD), but also for systemic atopy, including allergic sensitization and asthma. A loss of epidermal barrier integrity can provide a significant stress for the cells in both the epidermis as well as the underlying dermal layer of the skin, either due to the increased moisture evaporation from the skin or increased penetration of the antigens and microflora into the lower layers. This analysis was therefore designed to understand the effect of this loss of barrier integrity on the total skin transcriptional profile.",Total shaved back skin tissue samples were collected from 8 week old Flg-deficient mice and wt ctrls  Total RNA was isolated using the RNeasy Mini Kit+ (Qiagen). mRNA libraries were prepared using a SMART protocol and subjected to deep sequencing on an Illumina NextSeq 500.,,,,454807,GPL19057,Mus musculus,GSE,Expression profiling by high throughput sequencing,2021/05/01,8,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE164nnn/GSE164623/,,,,,Basal Control
5,GSM2286796,0.994363009929657,GSE85891,Keratinocytes contribute intrinsically to psoriasis upon loss of Tnip1 function,,"background strain: C57BL/6,genotype: Tnip1+/+,tissue: skin,treatment: two days with imiquimod (IMQ)","To increase our understanding of psoriasis, we utilized RNA-seq to assay the transcriptomes of skin samples from 3 Tnip1+/+ and 3 Tnip1-/- mice that were treated for two days with imiquimod (IMQ) and performed cross-species analyses with human transcriptome data derived from psoriasis patients and healthy subjects (GSE54456). Intriguingly, the vast majority of genes deregulated in Tnip1-/- mice correlated with their human counterparts, substantiating the interpretation that gene deregulation in Tnip1-/- mice reflects a psoriasis-specific pattern rather than being the consequence of an overall exaggerated inflammatory skin response. Together, the data demonstrate that loss of Tnip1 function leads to genetic susceptibility against IMQ, akin to human disease. As expected, gene ontology (GO) analysis highlighted gene sets known to be affected in psoriasis, such as epidermal development, immune/ defense response, proteolysis and response to wounding.",Skin samples from 3 Tnip1+/+ and 3 Tnip1-/- mice that were treated for two days with imiquimod (IMQ),27671649.0,,,76048,GPL17021,Mus musculus,GSE,Expression profiling by high throughput sequencing,2016/09/26,6,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE85nnn/GSE85891/,Keratinocytes contribute intrinsically to psoriasis upon loss of Tnip1 function.,Proceedings of the National Academy of Sciences of the United States of America,2016 Oct 11,10.1073/pnas.1606996113,Basal Control
6,GSM5015057,0.9943156838417052,GSE164623,Alteration of the whole skin gene expression as a result of Flg deficiency,,"background strain: C57BL/6,genotype: Tnip1+/+,tissue: skin,treatment: two days with imiquimod (IMQ)","Defects of filaggrin (FLG) compromise epidermal barrier function and represent an important known genetic risk factor for atopic dermatitis (AD), but also for systemic atopy, including allergic sensitization and asthma. A loss of epidermal barrier integrity can provide a significant stress for the cells in both the epidermis as well as the underlying dermal layer of the skin, either due to the increased moisture evaporation from the skin or increased penetration of the antigens and microflora into the lower layers. This analysis was therefore designed to understand the effect of this loss of barrier integrity on the total skin transcriptional profile.",Total shaved back skin tissue samples were collected from 8 week old Flg-deficient mice and wt ctrls  Total RNA was isolated using the RNeasy Mini Kit+ (Qiagen). mRNA libraries were prepared using a SMART protocol and subjected to deep sequencing on an Illumina NextSeq 500.,,,,454803,GPL19057,Mus musculus,GSE,Expression profiling by high throughput sequencing,2021/05/01,8,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE164nnn/GSE164623/,,,,,Basal Control
7,GSM7432048,0.9943063259124756,GSE233658,Adiponectin in the mammalian host influences ticks' acquisition of the Lyme disease pathogen Borrelia,,"strain: C57BL/6,developmental stage: adult,Sex: male,treatment1: ethanol,treatment2: no_injection,genotype: wild-type,time point: Day_2",To understand the global gene expression profile at the tick bite site of adiponectin wildtype and knockout mice,We utilized RNA-seq to compare the transcriptome of adiponectin wildtype and knockout murine skin during tick feeding,,,,791459,GPL17021,Mus musculus,GSE,Expression profiling by high throughput sequencing,2023/09/06,6,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE233nnn/GSE233658/,,,,,Basal Control
8,GSM2094826,0.9942989349365234,GSE79403,IL-31 regulation of transcripts in skin,,"strain: C57BL/6,developmental stage: adult,Sex: male,treatment1: ethanol,treatment2: no_injection,genotype: wild-type,time point: Day_5","Interleukin-31 (IL-31), a T cells derived cytokine which is mainly produced by CD4+ T cells skewed towards Th2 phenotypes. It signals via a heterodimeric receptors composed of IL-31RA and OSMR that is expressed constitutively in epithelial cells and keratinocytes. IL-31 is shown to play a pathogenic role in allergic and inflammatory diseases. Transgenic mice overexpressing IL-31 have a phenotype similar to atopic dermatitis.  Here, we studied the role of IL-31 in skin damage by intradermal administration of recombinant IL-31. Notably, IL-31 was sufficient to increase epidermal basal cell proliferation and thickening of the epidermal layer of skin in mice. Analysis of skin transcriptome indicates a significant increase in the transcripts involved in epidermal cell proliferation and pathological skin remodeling. Thus, our study revealed an important role of IL-31 signaling in activating transcriptional programs involved in the pathophysiology of skin diseases.",mRNA profiles of C57BL/6 mice skin injected with saline and rIL-31 (20µg) via i.d.,27556734.0,,,58342,GPL15103,Mus musculus,GSE,Expression profiling by high throughput sequencing,2016/03/19,6,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE79nnn/GSE79403/,IL-31-Driven Skin Remodeling Involves Epidermal Cell Proliferation and Thickening That Lead to Impaired Skin-Barrier Function.,PloS one,2016,10.1371/journal.pone.0161877,Basal Control
9,GSM5015062,0.9942301511764526,GSE164623,Alteration of the whole skin gene expression as a result of Flg deficiency,,"strain: C57BL/6,developmental stage: adult,Sex: male,treatment1: ethanol,treatment2: no_injection,genotype: wild-type,time point: Day_5","Defects of filaggrin (FLG) compromise epidermal barrier function and represent an important known genetic risk factor for atopic dermatitis (AD), but also for systemic atopy, including allergic sensitization and asthma. A loss of epidermal barrier integrity can provide a significant stress for the cells in both the epidermis as well as the underlying dermal layer of the skin, either due to the increased moisture evaporation from the skin or increased penetration of the antigens and microflora into the lower layers. This analysis was therefore designed to understand the effect of this loss of barrier integrity on the total skin transcriptional profile.",Total shaved back skin tissue samples were collected from 8 week old Flg-deficient mice and wt ctrls  Total RNA was isolated using the RNeasy Mini Kit+ (Qiagen). mRNA libraries were prepared using a SMART protocol and subjected to deep sequencing on an Illumina NextSeq 500.,,,,454808,GPL19057,Mus musculus,GSE,Expression profiling by high throughput sequencing,2021/05/01,8,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE164nnn/GSE164623/,,,,,Basal Control
10,GSM2094826,0.9968736171722412,GSE79403,IL-31 regulation of transcripts in skin,,"strain: C57BL/6,developmental stage: adult,Sex: male,treatment1: ethanol,treatment2: no_injection,genotype: wild-type,time point: Day_1","Interleukin-31 (IL-31), a T cells derived cytokine which is mainly produced by CD4+ T cells skewed towards Th2 phenotypes. It signals via a heterodimeric receptors composed of IL-31RA and OSMR that is expressed constitutively in epithelial cells and keratinocytes. IL-31 is shown to play a pathogenic role in allergic and inflammatory diseases. Transgenic mice overexpressing IL-31 have a phenotype similar to atopic dermatitis.  Here, we studied the role of IL-31 in skin damage by intradermal administration of recombinant IL-31. Notably, IL-31 was sufficient to increase epidermal basal cell proliferation and thickening of the epidermal layer of skin in mice. Analysis of skin transcriptome indicates a significant increase in the transcripts involved in epidermal cell proliferation and pathological skin remodeling. Thus, our study revealed an important role of IL-31 signaling in activating transcriptional programs involved in the pathophysiology of skin diseases.",mRNA profiles of C57BL/6 mice skin injected with saline and rIL-31 (20µg) via i.d.,27556734.0,,,58342,GPL15103,Mus musculus,GSE,Expression profiling by high throughput sequencing,2016/03/19,6,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE79nnn/GSE79403/,IL-31-Driven Skin Remodeling Involves Epidermal Cell Proliferation and Thickening That Lead to Impaired Skin-Barrier Function.,PloS one,2016,10.1371/journal.pone.0161877,Ground Control
