,gsm,score,gse,title,source_name,characteristics,geo_summary,geo_design,pubmed_ids,tissue,species,archs4_index,geo_platform_biopython,geo_taxon_biopython,geo_entry_type_biopython,geo_gds_type_biopython,geo_pdat_biopython,geo_n_samples_biopython,geo_ftp_link_biopython,pubmed_title_biopython,pubmed_journal_biopython,pubmed_pub_date_biopython,pubmed_doi_biopython,sample_name,spaceflight
0,GSM6005011,0.9982737898826599,GSE200028,Mesenchymal stem cell administration changes transcriptomic profiles of non-inflamed lungs in mice.,,,"Here, we report that intranasal administration of MSCs to non-inflamed lung microenvironment changed transcriptomic profiles compared to control group. We found 674 differentially regulated genes unique for the short-term model, while only 75 genes were unique for the prolonged observations, suggesting waning of the low-grade inflammation and active resolution in the longer time point. Moreover, we evaluated the enrichment of differentially expressed genes (DEGs) in the gene ontologies, signaling pathways, and mapped predicted interactions using clusterProfiler v.4.0.0. The normalized enrichment score (NES) analysis indicated activation of the innate and adaptive immune responses. More precisely, the analysis of activation canonical pathways in Ingenuity Pathway Analysis (IPA) software revealed the increase in IL-7 signaling, T and B cell signaling in the short- and long-term models compared to controls. In addition to this observation, we noted gradual downregulation in HIF1α signaling, IL-17 signaling, and B cell receptor signaling in the longer time-point. Furthermore, the analysis of expression of genes clustered to the terms and processes related to airway inflammation, namely Th1-, Th2-, Th17- driven immune responses development, tight junction molecules, and mucins, revealed a relatively low number of significantly changed genes. Next, we analyzed deeper the expression profiles of genes related to oxidative stress and immune responses, focusing on macrophages activation and phagocytosis. We noted the dysregulated expression of pattern recognition receptors (PRRs) macrophage activation, oxidative stress, phagocytosis, and inflammation of the respiratory system. Furthermore, we analyzed the most significant genes with altered z-scores at the investigated time-points according to the Ingenuity Pathway Analysis. We observed a trend in a longitudinal decrease in the expression of the shared genes. This study provides a new knowledge regarding a changes in lung transcriptomic profiles in mice administrated with adipose tissue- derived MSCs.",Female 6-8-week-old C57BL/6 mice were divided into three groups. Mice were sacrificed after 2 (short-term) and 9 (long-term) days from adipose-tissue-derived MSCs administration intranasally. Biological material was collected and biobanked for further analysis.,36189248,,,619520,GPL21103,Mus musculus,GSE,Expression profiling by high throughput sequencing,2022/09/05,15,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE200nnn/GSE200028/,The short-term and long-term effects of intranasal mesenchymal stem cell administration to noninflamed mice lung.,Frontiers in immunology,2022,10.3389/fimmu.2022.967487,OSD-248|Mmus_C57-6T_LNG_FLT_ISS-T_Rep10_F10,Space Flight
1,GSM4199582,0.9980040788650513,GSE141252,Chronologic age and morbidities could converge on gene-specific traits through length-dependent failure of transcript polymerization,,,We provide evidence for the decrease of long transcripts during aging using a unique reference transcriptomic survey of 17 mouse organs sampled at 5 timepoints over the lifespan.,"Transcriptomic profiles of 17 mouse organs, sampled at 4, 9, 12, 18, 24 months of age, were generated by standard illumina RNA-Seq protocols.",,,,314973,GPL19057,Mus musculus,GSE,Expression profiling by high throughput sequencing,2021/12/31,518,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE141nnn/GSE141252/,,,,,OSD-248|Mmus_C57-6T_LNG_FLT_ISS-T_Rep10_F10,Space Flight
2,GSM4257473,0.997986912727356,GSE143348,Mouse lung gene expression analysis after repetitive hyperbaric oxygen exposure based on RNA-seq,,,"Hyperbaric oxygen (HBO) is widely applied to treat a number of hypoxia-related diseases. Previous studies focused on the immediate effect of HBO-exposure induced oxidative stress on lungs, but knowledge regarding the chronic effects from repetitive HBO exposure is limited, especially at the gene expression level. We found that repetitive HBO exposure did not alter the morphology of murine lungs. However, by deconvolution of RNA-seq from those mice lungs using CIBERSORTx and the expression profile matrices of 8 mesenchymal cell subtypes obtained from bleomycin-treated mouse lungs, we identify several mesenchymal cell subtype changes. These include increases in Col13a1 matrix fibroblasts, mesenchymal progenitors and mesothelial cell populations and decreases in lipofibroblasts, endothelial and Pdgfrb high cell populations. Our data suggest that repetitive HBO exposure may affect biological processes in the lungs such as response to wounding, extracellular matrix, vasculature development and immune response.","To assess the effect of repetitive HBO-exposure on mice lungs, six to eight weeks old male C57BL/6 mice (20-25 g) mice were divided into control group  and HBO group.The mice in the HBO group were subjected to the 2.5 ATA (Atmosphere Absolute) HBO once a day for 11 consecutive days, 90 min for each time, while the mice in the control group were placed in the chamber for the same duration without pure oxygen pressurization. The day after the end of thel ast exposure, lung tissues were collected to do RNA-seq. Four mouse lungs were sequenced in each group.",32085618;34150851,,,331031,GPL24247,Mus musculus,GSE,Expression profiling by high throughput sequencing,2020/01/10,8,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE143nnn/GSE143348/,Deconvolution of RNA-Seq Analysis of Hyperbaric Oxygen-Treated Mice Lungs Reveals Mesenchymal Cell Subtype Changes.,International journal of molecular sciences,2020 Feb 18,10.3390/ijms21041371,OSD-248|Mmus_C57-6T_LNG_FLT_ISS-T_Rep10_F10,Space Flight
3,GSM7116524,0.9979047179222107,GSE228200,Type 1 diabetes and diet-induced obesity predispose C57BL/6J mice to PM2.5-induced lung injury: a comparative study,,,"Background: Pre-existing metabolic diseases may predispose individuals to particulate matter (PM)-induced adverse health effects. However, the differences in susceptibility of various metabolic diseases to PM-induced lung injury and their underlying mechanisms have yet to be fully elucidated.   Results: Type 1 diabetes (T1D) or diet-induced obesity (DIO) murine models were generated by injection of streptozotocin or feeding a 45% high-fat diet for 10 weeks, respectively, and subjected to 4-week real-ambient PM exposure in Shijiazhuang, China (mean PM2.5 concentration 95.77 μg/m3). Pulmonary and systemic injury was assessed, and the underlying mechanisms were explored through transcriptomics analysis. Compared with normal diet (ND)-fed mice, T1D mice exhibited severe hyperglycemia with a blood glucose of 350 mg/dL, while DIO mice displayed moderate obesity and marked dyslipidemia with a slightly elevated blood glucose of 180 mg/dL. T1D and DIO mice were susceptible to PM-induced lung injury, manifested by inflammatory changes such as interstitial neutrophil infiltration and alveolar septal thickening. Notably, the acute lung injury scores were higher by 79.57% and 48.47%, respectively, than that of ND-fed mice. Lung transcriptome analysis revealed that increased susceptibility to PM exposure was associated with perturbations in multiple pathways including glucose and lipid metabolism, inflammatory responses, oxidative stress, cellular senescence, and tissue remodeling. Functional experiments confirmed that changes in biomarkers of macrophage (F4/80), lipid peroxidation (4-HNE), cellular senescence (SA-β-gal), and airway repair (CCSP) were most pronounced in the lungs of PM-exposed T1D mice. Furthermore, pathways associated with xenobiotic metabolism showed metabolic state- and tissue-specific perturbation patterns. Upon PM exposure, activation of nuclear receptor (NR) pathways and inhibition of the glutathione (GSH)-mediated detoxification pathway were evident in the lungs of T1D mice, and a significant upregulation of NR pathways was present in the livers of T1D mice.   Conclusions: These differences might contribute to differential susceptibility to PM exposure between T1D and DIO mice. These findings provide new insights into the health risk assessment of PM exposure in populations with metabolic diseases.","Comparative gene expression profiling analysis of RNA-seq data for PM-exposed lung and liver tissues of T1D, DIO, and ND-fed mice, compared to those of AF (filtred air)-exposed mice (n =3 per group).",37069663,,,752637,GPL23479,Mus musculus,GSE,Expression profiling by high throughput sequencing,2023/04/23,36,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE228nnn/GSE228200/,Type 1 diabetes and diet-induced obesity predispose C57BL/6J mice to PM(2.5)-induced lung injury: a comparative study.,Particle and fibre toxicology,2023 Apr 17,10.1186/s12989-023-00526-w,OSD-248|Mmus_C57-6T_LNG_FLT_ISS-T_Rep10_F10,Space Flight
4,GSM4257469,0.9978795051574707,GSE143348,Mouse lung gene expression analysis after repetitive hyperbaric oxygen exposure based on RNA-seq,,,"Hyperbaric oxygen (HBO) is widely applied to treat a number of hypoxia-related diseases. Previous studies focused on the immediate effect of HBO-exposure induced oxidative stress on lungs, but knowledge regarding the chronic effects from repetitive HBO exposure is limited, especially at the gene expression level. We found that repetitive HBO exposure did not alter the morphology of murine lungs. However, by deconvolution of RNA-seq from those mice lungs using CIBERSORTx and the expression profile matrices of 8 mesenchymal cell subtypes obtained from bleomycin-treated mouse lungs, we identify several mesenchymal cell subtype changes. These include increases in Col13a1 matrix fibroblasts, mesenchymal progenitors and mesothelial cell populations and decreases in lipofibroblasts, endothelial and Pdgfrb high cell populations. Our data suggest that repetitive HBO exposure may affect biological processes in the lungs such as response to wounding, extracellular matrix, vasculature development and immune response.","To assess the effect of repetitive HBO-exposure on mice lungs, six to eight weeks old male C57BL/6 mice (20-25 g) mice were divided into control group  and HBO group.The mice in the HBO group were subjected to the 2.5 ATA (Atmosphere Absolute) HBO once a day for 11 consecutive days, 90 min for each time, while the mice in the control group were placed in the chamber for the same duration without pure oxygen pressurization. The day after the end of thel ast exposure, lung tissues were collected to do RNA-seq. Four mouse lungs were sequenced in each group.",32085618;34150851,,,331027,GPL24247,Mus musculus,GSE,Expression profiling by high throughput sequencing,2020/01/10,8,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE143nnn/GSE143348/,Deconvolution of RNA-Seq Analysis of Hyperbaric Oxygen-Treated Mice Lungs Reveals Mesenchymal Cell Subtype Changes.,International journal of molecular sciences,2020 Feb 18,10.3390/ijms21041371,OSD-248|Mmus_C57-6T_LNG_FLT_ISS-T_Rep10_F10,Space Flight
5,GSM2254445,0.9978616833686829,GSE84942,Global Deletion of TSPO Does Not Affect the Viability and Gene Expression Profile.,,,"Translocator Protein (18kDa, TSPO) is a mitochondria outer membrane transmembrane protein and which expression is elevated during inflammation and injury. However, the exact function of TSPO is still controversial. Here, we constructed TSPO global knockout (KO) mice by Cre-LoxP system independently, which abolished TSPO protein expression in all tissues and shown normal phenotypes. The birth rate of TSPO heterozygote (Het)/Het breeding was consistent with the Mendel’s Law, suggesting a normal viability of TSPO KO mice at birth. RNAseq analysis showed no significant difference in the gene expression profile of lung tissues from TSPO KO mice compared with that of wild type mice, even the genes associated with bronchial alveoli immune homeostasis. The alveolar macrophage population was also not affected by TSPO deletion in the physiological condition. Our findings contradicts the results of Papadopoulos, but confirmed Selvaraj’s findings. This study reveals TSPO deficiency does not affect the viability and bronchial alveoli immune homeostasis.","Lung tissue mRNA profiles of wild type (WT) and TSPO knockout (KO) mice were generated by deep sequencing using Illumina’s digital gene expression tag profiling (DGE) system, in triplicate. Every lung tissue RNA samples [WT (D,H,Z) and KO (B,F,M)] were pooled from three tissue samples of littermates.",27907096,,,74760,GPL17021,Mus musculus,GSE,Expression profiling by high throughput sequencing,2016/12/08,6,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE84nnn/GSE84942/,Global Deletion of TSPO Does Not Affect the Viability and Gene Expression Profile.,PloS one,2016,10.1371/journal.pone.0167307,OSD-248|Mmus_C57-6T_LNG_FLT_ISS-T_Rep10_F10,Space Flight
6,GSM5737036,0.9978542327880859,GSE190986,In vivo partial reprogramming alters manifestation of age-associated molecular changes in aging mice,,,This SuperSeries is composed of the SubSeries listed below.,Refer to individual Series,,,,578678,GPL21103,Mus musculus,GSE,Expression profiling by high throughput sequencing,2022/01/11,180,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE190nnn/GSE190986/,,,,,OSD-248|Mmus_C57-6T_LNG_FLT_ISS-T_Rep10_F10,Space Flight
7,GSM2597374,0.997844934463501,GSE98492,Transcriptional profile of TL1A transgenic mice,,,"To assess the effect of different forms of TL1A within different organs of the mouse we generated 2 different transgenic mouse lines where TL1A was expressed under the control of the CD2 promoter. 2 forms of TL1A was used. Either WT TL1A, which led to over expression of both membrane bound and soluble forms of TL1A (Refered to as Mem+Sol) or TL1A Delta 69-93 which only overexpressed membrane restricted TL1A (Refered to as Mem). Lungs and terminal ileums were taken from Either Mem, Mem+sol or WT litermate control mice at 12 weeks of age and the transcriptome assessed using RNAseq Through this we demonstrated enrichment of different transcripts and pathways both dependent on and independent of the form of TL1A and the site of action. This study is also the first to use RNASeq to assess the resualt of overexpression of TL1A within the mouse.","Poly-A purified mRNA profiles from the Ileum and Lung of Mem, Mem+Sol and WT mice generated using Illumina based RNASeq",29335258,,,111693,GPL13112,Mus musculus,GSE,Expression profiling by high throughput sequencing,2017/12/14,30,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE98nnn/GSE98492/,Cleavage of TL1A Differentially Regulates Its Effects on Innate and Adaptive Immune Cells.,"Journal of immunology (Baltimore, Md. : 1950)",2018 Feb 15,10.4049/jimmunol.1700891,OSD-248|Mmus_C57-6T_LNG_FLT_ISS-T_Rep10_F10,Space Flight
8,GSM6005010,0.9978421926498413,GSE200028,Mesenchymal stem cell administration changes transcriptomic profiles of non-inflamed lungs in mice.,,,"Here, we report that intranasal administration of MSCs to non-inflamed lung microenvironment changed transcriptomic profiles compared to control group. We found 674 differentially regulated genes unique for the short-term model, while only 75 genes were unique for the prolonged observations, suggesting waning of the low-grade inflammation and active resolution in the longer time point. Moreover, we evaluated the enrichment of differentially expressed genes (DEGs) in the gene ontologies, signaling pathways, and mapped predicted interactions using clusterProfiler v.4.0.0. The normalized enrichment score (NES) analysis indicated activation of the innate and adaptive immune responses. More precisely, the analysis of activation canonical pathways in Ingenuity Pathway Analysis (IPA) software revealed the increase in IL-7 signaling, T and B cell signaling in the short- and long-term models compared to controls. In addition to this observation, we noted gradual downregulation in HIF1α signaling, IL-17 signaling, and B cell receptor signaling in the longer time-point. Furthermore, the analysis of expression of genes clustered to the terms and processes related to airway inflammation, namely Th1-, Th2-, Th17- driven immune responses development, tight junction molecules, and mucins, revealed a relatively low number of significantly changed genes. Next, we analyzed deeper the expression profiles of genes related to oxidative stress and immune responses, focusing on macrophages activation and phagocytosis. We noted the dysregulated expression of pattern recognition receptors (PRRs) macrophage activation, oxidative stress, phagocytosis, and inflammation of the respiratory system. Furthermore, we analyzed the most significant genes with altered z-scores at the investigated time-points according to the Ingenuity Pathway Analysis. We observed a trend in a longitudinal decrease in the expression of the shared genes. This study provides a new knowledge regarding a changes in lung transcriptomic profiles in mice administrated with adipose tissue- derived MSCs.",Female 6-8-week-old C57BL/6 mice were divided into three groups. Mice were sacrificed after 2 (short-term) and 9 (long-term) days from adipose-tissue-derived MSCs administration intranasally. Biological material was collected and biobanked for further analysis.,36189248,,,619519,GPL21103,Mus musculus,GSE,Expression profiling by high throughput sequencing,2022/09/05,15,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE200nnn/GSE200028/,The short-term and long-term effects of intranasal mesenchymal stem cell administration to noninflamed mice lung.,Frontiers in immunology,2022,10.3389/fimmu.2022.967487,OSD-248|Mmus_C57-6T_LNG_FLT_ISS-T_Rep10_F10,Space Flight
9,GSM2597376,0.9978274703025818,GSE98492,Transcriptional profile of TL1A transgenic mice,,,"To assess the effect of different forms of TL1A within different organs of the mouse we generated 2 different transgenic mouse lines where TL1A was expressed under the control of the CD2 promoter. 2 forms of TL1A was used. Either WT TL1A, which led to over expression of both membrane bound and soluble forms of TL1A (Refered to as Mem+Sol) or TL1A Delta 69-93 which only overexpressed membrane restricted TL1A (Refered to as Mem). Lungs and terminal ileums were taken from Either Mem, Mem+sol or WT litermate control mice at 12 weeks of age and the transcriptome assessed using RNAseq Through this we demonstrated enrichment of different transcripts and pathways both dependent on and independent of the form of TL1A and the site of action. This study is also the first to use RNASeq to assess the resualt of overexpression of TL1A within the mouse.","Poly-A purified mRNA profiles from the Ileum and Lung of Mem, Mem+Sol and WT mice generated using Illumina based RNASeq",29335258,,,111695,GPL13112,Mus musculus,GSE,Expression profiling by high throughput sequencing,2017/12/14,30,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE98nnn/GSE98492/,Cleavage of TL1A Differentially Regulates Its Effects on Innate and Adaptive Immune Cells.,"Journal of immunology (Baltimore, Md. : 1950)",2018 Feb 15,10.4049/jimmunol.1700891,OSD-248|Mmus_C57-6T_LNG_FLT_ISS-T_Rep10_F10,Space Flight
