,gsm,score,gse,title,source_name,characteristics,geo_summary,geo_design,pubmed_ids,tissue,species,archs4_index,geo_platform_biopython,geo_taxon_biopython,geo_entry_type_biopython,geo_gds_type_biopython,geo_pdat_biopython,geo_n_samples_biopython,geo_ftp_link_biopython,pubmed_title_biopython,pubmed_journal_biopython,pubmed_pub_date_biopython,pubmed_doi_biopython,sample_name,spaceflight
0,GSM1213466,0.9975253343582153,GSE50068,MiR-21 is targeted by STAT5 but dispensable for mammary gland development,,,"In this study we identifies miR-21 to by under cytokine control through the transcription factor STAT5 and while miR-21 is differentially expressed during mammary gland development, miR-21 is dispensable for mammary development and lactation.",We refer to wild-type mice (+/+) as WT and to mice lacking the mir-21 (-/-) as KO mice.,,,,13276,GPL13112,Mus musculus,GSE,Expression profiling by high throughput sequencing,2013/08/22,4,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50068/,,,,,OSD-511|RRRM1_MG_VIV_LAR_OLD_VL11,Vivarium Control
1,GSM1213465,0.9972954988479614,GSE50068,MiR-21 is targeted by STAT5 but dispensable for mammary gland development,,,"In this study we identifies miR-21 to by under cytokine control through the transcription factor STAT5 and while miR-21 is differentially expressed during mammary gland development, miR-21 is dispensable for mammary development and lactation.",We refer to wild-type mice (+/+) as WT and to mice lacking the mir-21 (-/-) as KO mice.,,,,13275,GPL13112,Mus musculus,GSE,Expression profiling by high throughput sequencing,2013/08/22,4,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50068/,,,,,OSD-511|RRRM1_MG_VIV_LAR_OLD_VL11,Vivarium Control
2,GSM5548438,0.9963769912719727,GSE183000,Transcriptomic profiling of subcutaneous white adipose tissue with selective ablation of Bmal1 at ambient and cold condition,,,Mice with beige fat-selective ablation of Bmal1 were generated by crossing Bmal1fl/fl with Prrx1-Cre transgenics. Inguinal subcutaneous adipsoe tissues were collected under ambient temperature at 220C or  cold acclimations at 10oC for two weeks.,RNA-seq analysis of the subcutaneous fat inguinal white adipose tissue (iWAT) in both ambient(22oC) and cold(10oC) conditions for the BMCtr and BMKO groups.,,,,536121,GPL17021,Mus musculus,GSE,Expression profiling by high throughput sequencing,2021/08/31,12,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE183nnn/GSE183000/,,,,,OSD-511|RRRM1_MG_VIV_LAR_OLD_VL11,Vivarium Control
3,GSM4330990,0.9962896108627319,GSE145680,The secreted protease Adamts18 links mammary epithelial hormone action to extracellular matrix changes and stem cell niche function,,,"Estrogens and progesterone control mammary gland development and breast carcinogenesis via their cognate receptors expressed in a subset of cells of the luminal layer of the mammary epithelium. The extracellular matrix (ECM) including the basement membrane (BM) is important in breast physiology and tumorigenesis but how epithelial hormone receptor signaling and ECM are linked mechanistically is unclear. We identify the secreted protease Adamts18 as critical intermediary. Luminal estrogen and progesterone receptor signaling via upregulation of Wnt4 expression and ensuing canonical Wnt signaling activation in basal cells control Adamts18 expression there. The protease has an epithelial-intrinsic role in stem cell activation. We identify multiple binding partners in the interstitial ECM and BM and show that ADAMTS18 cleaves fibronectin in vitro. Its deletion results in increased fibronectin, collagen I and IV, and laminin deposition in pubertal glands. Adamts18 interacts genetically with Col18a1, which encodes a proteoglycan that is BM-specific, in stem cell regulation. Adamts18 inactivation impairs Hippo signaling and reduces Fgfr2 expression and signaling, which are vital for stem cell function. Our findings link epithelial hormone signaling to BM remodeling by Adamts18, and define the BM as an essential stem cell niche component.",3 pairs of contralateral glands engrafted with either WT.EGFP+ or Adamts18-/-.EGFP+ epithelia,32218432,,,337658,GPL19057,Mus musculus,GSE,Expression profiling by high throughput sequencing,2020/02/22,6,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE145nnn/GSE145680/,The secreted protease Adamts18 links hormone action to activation of the mammary stem cell niche.,Nature communications,2020 Mar 26,10.1038/s41467-020-15357-y,OSD-511|RRRM1_MG_VIV_LAR_OLD_VL11,Vivarium Control
4,GSM7224905,0.9961239099502563,GSE230472,Calorie Restriction Outperforms Bariatric Surgery in Reversing Obesity-Driven Tumor Progression in a Mouse Model of Triple Negative Breast Cancer-RNAseq,,,"lean control, obese, and formerly obese C57BL6N mice which underwent weight loss via low-fat diet or verticle sleeve gastrectomy were injected with E0771 cells and tumor growth was monitored",DNA was extracted from contralateral normal mammary tissue and subject to RNAseq,37698918,,,776272,GPL17021,Mus musculus,GSE,Expression profiling by high throughput sequencing,2023/09/12,16,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE230nnn/GSE230472/,Calorie restriction outperforms bariatric surgery in a murine model of obesity and triple-negative breast cancer.,JCI insight,2023 Sep 12,10.1172/jci.insight.172868,OSD-511|RRRM1_MG_VIV_LAR_OLD_VL11,Vivarium Control
5,GSM2187866,0.996100902557373,GSE82275,Lineage-specific and non-specific cytokine-sensing genes respond differentially to the master regulator STAT5,,,"STAT5, a member of the family of Signal Transducers and Activators of Transcription senses cytokines and controls the biology of cell lineages, including mammary, liver and T cells. Here we show that STAT5 activates lineage-specific and widely expressed genes through different mechanisms. STAT5 preferentially binds to promoter sequences of cytokine-responsive genes expressed across cell types and to putative enhancers of lineage-specific genes. While chromatin accessibility of STAT5-based enhancers was dependent on cytokine exposure, STAT5-responsive promoters of widely expressed target genes were generally constitutively accessible. While the contribution of STAT5 to enhancers is well established, its role on promoters is poorly understood. To address this we focused on Socs2, a widely expressed cytokine-sensing gene. Upon deletion of the STAT5 response elements from the Socs2 promoter, cytokine induction was abrogated, while basal activity remained intact. Our data suggest that promoter-bound STAT5 modulates cytokine responses and enhancer-bound STAT5 is mandatory for gene activation.","ChIP-seq for STAT5, GR, H3K27ac and Dnase-seq in mammary tissues from wild-type (WT) and Socs2-Δs (Mut) at pregancy day 13 (p13), lactation day 1 (L1) and involution day 1 (I1). mRNA-seq in WT and Socs2-Δs mammary gland at mid-pregancy (p13).",28009300,,,71886,GPL13112,Mus musculus,GSE,Genome binding/occupancy profiling by high throughput sequencing; Expression profiling by high throughput sequencing,2016/12/20,16,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE82nnn/GSE82275/,Lineage-Specific and Non-specific Cytokine-Sensing Genes Respond Differentially to the Master Regulator STAT5.,Cell reports,2016 Dec 20,10.1016/j.celrep.2016.11.079,OSD-511|RRRM1_MG_VIV_LAR_OLD_VL11,Vivarium Control
6,GSM2221178,0.9957969188690186,GSE83897,Transcriptomes analysis of mammary tumors induced by overexpression of the Ret receptor tyrosine kinase from a new transgenic mouse model,,,"Model: The activation of Ret receptor tyrosine kinase regulates mammary tumor growth, tumor-associated inflammation and metastasis. To uncover Ret’s function, we have generated a new transgenic mouse mammary tumor model, in which the human wild type Ret is expressed in the mammary epithelium of mice in a doxycycline (Dox)-inducible manner (system developed by Dr. Chosdosh). Induction of constitutive Ret expression leads to the development of mammary tumors in 60% of the mice. We have found that the Ret-induced tumors have histologic characteristics of the human DCIS. Purpose:  The goals of this study are to compare Next-generation sequencing (NGS)-derived transcriptome profiling (RNA-seq) of Ret-induced tumors to human breast cancer databases in order to determined which cancer subtype is represented by this new tumor model. Additionally, to further analyze the mechanisms underlying Ret-induced tumorigenesis, we will also examine the transcriptome by NGS: in this case, this analysis will be performed on tumors that regress upon dox-food withdrawal, in comparison to the growing tumors. We will also perform similar analysis with the hyperplastic glands, a step before of tumor development. Later, the RNA-seq differential expression data will be analyzed using pathway analysis software as Ingenuity and public available datasets as the Gene Set Enrichment Analysis (GSEA) or the Integrating Motif Response Activity Analysis (ISMARA).","Tumor or mammary tissue mRNA profiles of  bitransgenic Ret/MTB mice or control (Ret/- or MTB/-) mice were generated by deep sequencing, N=3-6, using Illumina HiSeq 2500.",,,,73345,GPL17021,Mus musculus,GSE,Expression profiling by high throughput sequencing,2019/06/30,23,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE83nnn/GSE83897/,,,,,OSD-511|RRRM1_MG_VIV_LAR_OLD_VL11,Vivarium Control
7,GSM925002,0.9957610368728638,GSE37646,Distinct STAT5 concentrations uniquely control establishment and differentiation of mammary epithelium during pregnancy,,,"To dissect regulatory processes of cell proliferation and differentiation we generated mouse strains carrying any combination of the four Stat5 alleles, thus expressing STAT5 from 0 to 100%. RNA-Seq analyses revealed that different STAT5 levels activate specific genetic programs linked to cell proliferation and differentiation.",We refer to wild-type mice and Stat5abfl/fl mice as AABB mice; Stat5abfl/fl;MMTV-Cre (with Stat5ab-deficient mammary epithelial cells) as Null mice; Stat5a-/- mice as BB mice; Stat5b-/- mice as AA mice; Stat5ab+/null mice as AB mice.,23275557,,,859471,GPL13112,Mus musculus,GSE,Expression profiling by high throughput sequencing,2012/05/02,31,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE37nnn/GSE37646/,Sequential activation of genetic programs in mouse mammary epithelium during pregnancy depends on STAT5A/B concentration.,Nucleic acids research,2013 Feb 1,10.1093/nar/gks1310,OSD-511|RRRM1_MG_VIV_LAR_OLD_VL11,Vivarium Control
8,GSM4156448,0.9956992864608765,GSE140192,Comparative profiling of metastatic 4T1- versus non-metastatic Py230-based mammary tumors in an intraductal model for triple-negative breast cancer.,,,"Purpose: Compare the tumor outgrowth and immunology of an immunocompetent 4T1- and Py230-based intraductal model for triple-negative breast cancer (TNBC). Methods: BALB/c-derived 4T1 and C57BL/6-derived Py230 mammary tumor cells were side-by-side intraductally inoculated in lactating and syngeneic mice, 4T1 and Py230 primary tumors were subsequently resected at 1, 3 and 6 weeks (w) post-inoculation (p.i.), and RNA was isolated from the 4T1 and Py230 primary tumors using in house developed protocols. Results: The differentially expressed genes in the 4T1 versus Py230 primary tumor datasets at the 3 different time points were categorized into 28 hallmark gene sets using GSEA. Nine hallmarks could be related to tumor immunology and collectively showed a decreased difference in expression over time, although every immunology-related gene set remained most expressed in 4T1 primary tumors across all time points. Seven hallmarks could be related to cellular mitosis and tumor progression and were significantly upregulated at 1 w p.i. in 4T1 primary tumors, whereas at 3 w p.i. they became significantly upregulated in Py230 primary tumors, indicative for enhanced Py230 tumor proliferation. The hallmark epithelial-mesenchymal transition was significantly upregulated at 3 w p.i. in 4T1 compared to Py230 primary tumors, indicative for metastatic progression. Gene sets involved in adipose/stromal processes within the mammary gland were downregulated or weakly expressed at 1 w p.i., but became upregulated at 3 w p.i. in 4T1 compared to Py230 primary tumors, indicating that at the time 4T1 tumor cells were less proliferative compared to Py230 tumor cells, the surrounding stroma and fat tissue were more active in the 4T1- compared to the Py230-based intraductal model. The hallmark androgen response also showed a significantly upregulated expression in Py230 tumors at 3 and 6 w p.i., indicating that androgen signaling is important in invasive Py230 tumors. Conclusion: Our findings highlight an innovative 4T1- and Py230-based intraductal mouse model for TNBC with a different tumor outgrowth and associated tumor microenvironment. These differential models may broadly represent the clinically observed TNBC diversity and together provide a powerful tool to evaluate therapeutics.","RNA was isolated from 4T1 and Py230 primary tumors at 3 different time points (i.e. 1, 3 and 6 w p.i.) using the Rneasy Mini Kit (QiAgen, Valencia, CA, USA). All analyses were done in triplicate. In addition, Matrigel® controls were included for each intraductal model and time point, yielding a total of 36 samples. RNA sequencing was done in collaboration with Oxford Genomics using Illumina’s TruSeq chemistry and a HiSeq4000 (paired end, read length of 75 bp) using 2 lanes aiming for 10 million reads per sample.",31921184,,,311319,GPL21103,Mus musculus,GSE,Expression profiling by high throughput sequencing,2019/11/20,36,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE140nnn/GSE140192/,Comparative Profiling of Metastatic 4T1- vs. Non-metastatic Py230-Based Mammary Tumors in an Intraductal Model for Triple-Negative Breast Cancer.,Frontiers in immunology,2019,10.3389/fimmu.2019.02928,OSD-511|RRRM1_MG_VIV_LAR_OLD_VL11,Vivarium Control
9,GSM4156427,0.9956933259963989,GSE140192,Comparative profiling of metastatic 4T1- versus non-metastatic Py230-based mammary tumors in an intraductal model for triple-negative breast cancer.,,,"Purpose: Compare the tumor outgrowth and immunology of an immunocompetent 4T1- and Py230-based intraductal model for triple-negative breast cancer (TNBC). Methods: BALB/c-derived 4T1 and C57BL/6-derived Py230 mammary tumor cells were side-by-side intraductally inoculated in lactating and syngeneic mice, 4T1 and Py230 primary tumors were subsequently resected at 1, 3 and 6 weeks (w) post-inoculation (p.i.), and RNA was isolated from the 4T1 and Py230 primary tumors using in house developed protocols. Results: The differentially expressed genes in the 4T1 versus Py230 primary tumor datasets at the 3 different time points were categorized into 28 hallmark gene sets using GSEA. Nine hallmarks could be related to tumor immunology and collectively showed a decreased difference in expression over time, although every immunology-related gene set remained most expressed in 4T1 primary tumors across all time points. Seven hallmarks could be related to cellular mitosis and tumor progression and were significantly upregulated at 1 w p.i. in 4T1 primary tumors, whereas at 3 w p.i. they became significantly upregulated in Py230 primary tumors, indicative for enhanced Py230 tumor proliferation. The hallmark epithelial-mesenchymal transition was significantly upregulated at 3 w p.i. in 4T1 compared to Py230 primary tumors, indicative for metastatic progression. Gene sets involved in adipose/stromal processes within the mammary gland were downregulated or weakly expressed at 1 w p.i., but became upregulated at 3 w p.i. in 4T1 compared to Py230 primary tumors, indicating that at the time 4T1 tumor cells were less proliferative compared to Py230 tumor cells, the surrounding stroma and fat tissue were more active in the 4T1- compared to the Py230-based intraductal model. The hallmark androgen response also showed a significantly upregulated expression in Py230 tumors at 3 and 6 w p.i., indicating that androgen signaling is important in invasive Py230 tumors. Conclusion: Our findings highlight an innovative 4T1- and Py230-based intraductal mouse model for TNBC with a different tumor outgrowth and associated tumor microenvironment. These differential models may broadly represent the clinically observed TNBC diversity and together provide a powerful tool to evaluate therapeutics.","RNA was isolated from 4T1 and Py230 primary tumors at 3 different time points (i.e. 1, 3 and 6 w p.i.) using the Rneasy Mini Kit (QiAgen, Valencia, CA, USA). All analyses were done in triplicate. In addition, Matrigel® controls were included for each intraductal model and time point, yielding a total of 36 samples. RNA sequencing was done in collaboration with Oxford Genomics using Illumina’s TruSeq chemistry and a HiSeq4000 (paired end, read length of 75 bp) using 2 lanes aiming for 10 million reads per sample.",31921184,,,311298,GPL21103,Mus musculus,GSE,Expression profiling by high throughput sequencing,2019/11/20,36,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE140nnn/GSE140192/,Comparative Profiling of Metastatic 4T1- vs. Non-metastatic Py230-Based Mammary Tumors in an Intraductal Model for Triple-Negative Breast Cancer.,Frontiers in immunology,2019,10.3389/fimmu.2019.02928,OSD-511|RRRM1_MG_VIV_LAR_OLD_VL11,Vivarium Control
