,gsm,score,gse,title,source_name,characteristics,geo_summary,geo_design,pubmed_ids,tissue,species,archs4_index,geo_platform_biopython,geo_taxon_biopython,geo_entry_type_biopython,geo_gds_type_biopython,geo_pdat_biopython,geo_n_samples_biopython,geo_ftp_link_biopython,pubmed_title_biopython,pubmed_journal_biopython,pubmed_pub_date_biopython,pubmed_doi_biopython,sample_name,spaceflight
0,GSM6603255,0.9997478127479553,GSE214290,Oral combined contraceptives induce liver mitochondrial ROS and whole body metabolic adaptations in female mice.,,,"Compared to age-matched men, pre-menopausal women are protected against cardiovascular disease (CVD), hepatic steatosis, diabetes, and obesity - findings that are widely attributed to estrogen action. However pre-menopausal women who use oral combined contraceptives (OC) have 2-fold higher risk of cardiovascular disease (CVD), and OC use compounds with metabolic risk factors such as dyslipidemia, hypertension, or diabetes to further increase CVD susceptibility. While mitochondrial function in metabolically important tissues such as the liver and skeletal muscle is an emerging mechanism by which estrogen may confer its protection, effects of OC use on mitochondrial function and whole body metabolism in the context of disease risk has not yet been explored. To answer this question, female C57Bl/6J mice  were fed a high fat diet and treated with vehicle or OCs for 3, 12, or 20 weeks (n=6-12 per group). Liver and skeletal muscle mitochondrial function (respiratory capacity, H2O2, coupling) was measured along with clinical outcomes of cardiometabolic disease such as obesity, glucose tolerance, hepatic steatosis, and aortic atherosclerosis. Main findings include that regardless of duration of treatment, OCs induced robust increases in hepatic mitochondrial H2O2, likely due to diminished antioxidant capacity. Furthermore, OC use in female mice decreased wheel running, spontaneous physical activity, and total energy expenditure. Surprisingly, in the chronic studies (12, 20 wk) OC treated mice had lower adiposity and hepatic triglyceride content compared to control mice. Together, these studies describe tissue-specific effects of OC use on mitochondrial function as well as variable impacts on markers of metabolic disease susceptibility.","RNA was extracted from liver tissue from individual mice in four groups (oral combined contraceptives, OC, or veh diet, with or without VWR, n = 5 per group)",,,,690816,GPL24247,Mus musculus,GSE,Expression profiling by high throughput sequencing,2023/09/01,20,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE214nnn/GSE214290/,,,,,OSD-48|Mmus_C57-6J_LVR_GC_C_Rep1_M36,Ground Control
1,GSM6824746,0.9997245669364929,GSE220864,Reprogramming of rhythmic liver metabolism by intestine clock,,,"To assess potential impact of intestine clock on the rhythmicity of peripheral tissues (liver, kidney and WAT), mice with Bmal1 specifically deleted in the intestine (Bmal1-iKO mice, showing loss of clock function in the intestine) were generated. We collected liver, kidney and WAT samples from Bmal1-iKO and control (Bmal1-flox) mice every 4 hours throughout a light/dark cycle, and subsequently performed transcriptomic analyses.",Comparative gene expression profiling analysis of RNA-seq data for Bmal1-iKO and Bmal1-flox mice.,,,,715848,GPL17021,Mus musculus,GSE,Expression profiling by high throughput sequencing,2023/06/01,108,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE220nnn/GSE220864/,,,,,OSD-48|Mmus_C57-6J_LVR_GC_C_Rep1_M36,Ground Control
2,GSM6824732,0.9997076988220215,GSE220864,Reprogramming of rhythmic liver metabolism by intestine clock,,,"To assess potential impact of intestine clock on the rhythmicity of peripheral tissues (liver, kidney and WAT), mice with Bmal1 specifically deleted in the intestine (Bmal1-iKO mice, showing loss of clock function in the intestine) were generated. We collected liver, kidney and WAT samples from Bmal1-iKO and control (Bmal1-flox) mice every 4 hours throughout a light/dark cycle, and subsequently performed transcriptomic analyses.",Comparative gene expression profiling analysis of RNA-seq data for Bmal1-iKO and Bmal1-flox mice.,,,,715834,GPL17021,Mus musculus,GSE,Expression profiling by high throughput sequencing,2023/06/01,108,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE220nnn/GSE220864/,,,,,OSD-48|Mmus_C57-6J_LVR_GC_C_Rep1_M36,Ground Control
3,GSM8218803,0.9996963739395142,GSE264479,LIX1L aggravates NASH-HCC progression by reprogramming of hepatic Metabolism and microenvironment via CD36,,,"Limb expression 1-like protein (LIX1L) plays important role in various liver disorders, but its role and underlying mechanism in nonalcoholic hepatitis (NASH) and HCC progression remains obscure. Here, we report that LIX1L functions as a key integrative regulator linking lipid metabolism and inflammation, adipose tissue dysfunction and hepatic microenvironment reprogramming which promotes NASH progression. LIX1L significantly upregulated in NAFLD/NASH patients, mouse models and palmitic acid-stimulated hepatocytes. Lix1l deletion inhibits lipid deposition, inflammatory response and fibrosis in liver as well as adipocyte differentiation by downregulation of fatty acid translocase CD36 expression, alleviating NASH and associated HCC progression. In contrast, adeno-associated virus (AAV)-mediated LIX1L overexpression exacerbates NASH progression in mice. Mechanistically, metabolic stress promotes PARP1 mediated poly-ADP-ribosylation (PARylation) of LIX1L, subsequently increasing the stability and RNA binding ability of LIX1L protein. LIX1L binds to AU-rich element (ARE) in the 3’ untranslated region (UTR) of CD36 mRNA, thus attenuating CD36 mRNA decay. In NASH and associated HCC mouse models, LIX1L deficiency-mediated downregulation of CD36 suppresses adipogenesis, hepatic lipid uptake, and reprograms the tumor-prone liver microenvironment with increased cytotoxic T lymphocytes (CTLs), reduced immunosuppressive cell proportions. These data indicate a systematic function of LIX1L in the pathogenesis of NASH and underscore the PARP1/LIX1L/CD36 axis as a potential target for treatment of NASH and associated HCC.","To investigate how LIX1L affects NASH, we conducted RNA sequencing (RNA-seq) on the livers of LIX1L KO and WT mice that were subjected to a high-fat diet (HFD).",,,,855468,GPL24247,Mus musculus,GSE,Expression profiling by high throughput sequencing,2024/04/25,12,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE264nnn/GSE264479/,,,,,OSD-48|Mmus_C57-6J_LVR_GC_C_Rep1_M36,Ground Control
4,GSM6824733,0.9996923804283142,GSE220864,Reprogramming of rhythmic liver metabolism by intestine clock,,,"To assess potential impact of intestine clock on the rhythmicity of peripheral tissues (liver, kidney and WAT), mice with Bmal1 specifically deleted in the intestine (Bmal1-iKO mice, showing loss of clock function in the intestine) were generated. We collected liver, kidney and WAT samples from Bmal1-iKO and control (Bmal1-flox) mice every 4 hours throughout a light/dark cycle, and subsequently performed transcriptomic analyses.",Comparative gene expression profiling analysis of RNA-seq data for Bmal1-iKO and Bmal1-flox mice.,,,,715835,GPL17021,Mus musculus,GSE,Expression profiling by high throughput sequencing,2023/06/01,108,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE220nnn/GSE220864/,,,,,OSD-48|Mmus_C57-6J_LVR_GC_C_Rep1_M36,Ground Control
5,GSM7146542,0.9996731281280518,GSE228967,Energy Balance Drives Diurnal and Nocturnal Brain Transcriptome Rhythms,,,"Plasticity in the daily timing of activity has been observed in a wide variety of species, yet the underlying mechanisms driving nocturnality and diurnality remain to be discovered. By regulating how much wheel-running activity will be rewarded with a food pellet, we can manipulate energy balance, and switch mice to be nocturnal or diurnal. Here we present the rhythmic transcriptome of 21 tissues, including 17 brain regions (hypothalamic, thalamic, cortical), sampled every 4 hours over a 24-hour period from nocturnal and diurnal male CBA/CaJ mice. Rhythmic gene expression across tissues comprised a different set of genes with minimal overlap between nocturnal and diurnal mice. We show that genes other than clock genes in the suprachiasmatic nucleus (SCN) of nocturnal and diurnal mice change, and the habenula was the most affected tissue. Our results indicate that adaptive flexibility in daily timing of behavior is supported by gene expression dynamics in many tissues and brain regions, especially in the habenula, which suggests a crucial role for the observed nocturnal-diurnal switch.",Diurnal mRNA expression profiles from 21 tissues including 17 brain sites from nocturnal and diurnal mice. 493 libraries were sequenced. Each library was sequenced 1-3 times.,38508192,,,772801,GPL24247,Mus musculus,GSE,Expression profiling by high throughput sequencing,2024/02/14,493,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE228nnn/GSE228967/,Energy balance drives diurnal and nocturnal brain transcriptome rhythms.,Cell reports,2024 Mar 26,10.1016/j.celrep.2024.113951,OSD-48|Mmus_C57-6J_LVR_GC_C_Rep1_M36,Ground Control
6,GSM4667045,0.9996455907821655,GSE154217,GH directly inhibits steatosis and liver injury in a sex-dependent and IGF1-independent manner,,,"A reduction in hepatocyte growth hormone (GH)-signaling promotes non-alcoholic fatty liver disease (NAFLD). However, debate remains as to the relative contribution of the direct effects of GH on hepatocyte function vs indirect effects, via alterations in insulin-like growth factor 1 (IGF1). To isolate the role of hepatocyte GH receptor (GHR) signaling, independent of changes in IGF1, mice with adult-onset, hepatocyte-specific GHR knockdown (aHepGHRkd) were treated with a vector expressing rat IGF1 targeted specifically to hepatocytes. Compared to GHR-intact mice, aHepGHRkd reduced circulating IGF1 and elevated GH. In male aHepGHRkd, the shift in IGF1/GH did not alter plasma glucose or non-esterified fatty acids (NEFA), but was associated with increased insulin, enhanced systemic lipid oxidation and reduced white adipose tissue (WAT) mass. Livers of male aHepGHRkd exhibited steatosis associated with increased de novo lipogenesis, hepatocyte ballooning and inflammation. In female aHepGHRkd, hepatic GHR protein levels were not detectable, but moderate levels of IGF1 were maintained, with minimal alterations in systemic metabolism and no evidence of steatosis. Reconstitution of hepatocyte IGF1 in male aHepGHRkd lowered GH and normalized insulin, whole body lipid utilization and WAT mass. However, IGF1 reconstitution did not reduce steatosis or eliminate liver injury. RNAseq analysis showed IGF1 reconstitution did not impact aHepGHRkd-induced changes in liver gene expression, despite changes in systemic metabolism. These results demonstrate the impact of aHepGHRkd is sexually dimorphic and the steatosis and liver injury observed in male aHepGHRkd mice is autonomous of IGF1, suggesting GH acts directly on the adult hepatocyte to control NAFLD progression.","We analyzed total RNA from male and female livers (6 mice/sex) from GHR-intact controls mice and adult-onset, hepatocyte-specific GHR knockdown mice, without (aHepGHRkd) and with hepatic reconstitution of IGF1 (aHepGHRkd+2.0*1011 AAV8-TBGp-rIGF1).",33112796,,,394523,GPL24247,Mus musculus,GSE,Expression profiling by high throughput sequencing,2020/07/11,36,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE154nnn/GSE154217/,GH directly inhibits steatosis and liver injury in a sex-dependent and IGF1-independent manner.,The Journal of endocrinology,2021 Jan,10.1530/JOE-20-0326,OSD-48|Mmus_C57-6J_LVR_GC_C_Rep1_M36,Ground Control
7,GSM4667053,0.9996452927589417,GSE154217,GH directly inhibits steatosis and liver injury in a sex-dependent and IGF1-independent manner,,,"A reduction in hepatocyte growth hormone (GH)-signaling promotes non-alcoholic fatty liver disease (NAFLD). However, debate remains as to the relative contribution of the direct effects of GH on hepatocyte function vs indirect effects, via alterations in insulin-like growth factor 1 (IGF1). To isolate the role of hepatocyte GH receptor (GHR) signaling, independent of changes in IGF1, mice with adult-onset, hepatocyte-specific GHR knockdown (aHepGHRkd) were treated with a vector expressing rat IGF1 targeted specifically to hepatocytes. Compared to GHR-intact mice, aHepGHRkd reduced circulating IGF1 and elevated GH. In male aHepGHRkd, the shift in IGF1/GH did not alter plasma glucose or non-esterified fatty acids (NEFA), but was associated with increased insulin, enhanced systemic lipid oxidation and reduced white adipose tissue (WAT) mass. Livers of male aHepGHRkd exhibited steatosis associated with increased de novo lipogenesis, hepatocyte ballooning and inflammation. In female aHepGHRkd, hepatic GHR protein levels were not detectable, but moderate levels of IGF1 were maintained, with minimal alterations in systemic metabolism and no evidence of steatosis. Reconstitution of hepatocyte IGF1 in male aHepGHRkd lowered GH and normalized insulin, whole body lipid utilization and WAT mass. However, IGF1 reconstitution did not reduce steatosis or eliminate liver injury. RNAseq analysis showed IGF1 reconstitution did not impact aHepGHRkd-induced changes in liver gene expression, despite changes in systemic metabolism. These results demonstrate the impact of aHepGHRkd is sexually dimorphic and the steatosis and liver injury observed in male aHepGHRkd mice is autonomous of IGF1, suggesting GH acts directly on the adult hepatocyte to control NAFLD progression.","We analyzed total RNA from male and female livers (6 mice/sex) from GHR-intact controls mice and adult-onset, hepatocyte-specific GHR knockdown mice, without (aHepGHRkd) and with hepatic reconstitution of IGF1 (aHepGHRkd+2.0*1011 AAV8-TBGp-rIGF1).",33112796,,,394530,GPL24247,Mus musculus,GSE,Expression profiling by high throughput sequencing,2020/07/11,36,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE154nnn/GSE154217/,GH directly inhibits steatosis and liver injury in a sex-dependent and IGF1-independent manner.,The Journal of endocrinology,2021 Jan,10.1530/JOE-20-0326,OSD-48|Mmus_C57-6J_LVR_GC_C_Rep1_M36,Ground Control
8,GSM6824734,0.9996401071548462,GSE220864,Reprogramming of rhythmic liver metabolism by intestine clock,,,"To assess potential impact of intestine clock on the rhythmicity of peripheral tissues (liver, kidney and WAT), mice with Bmal1 specifically deleted in the intestine (Bmal1-iKO mice, showing loss of clock function in the intestine) were generated. We collected liver, kidney and WAT samples from Bmal1-iKO and control (Bmal1-flox) mice every 4 hours throughout a light/dark cycle, and subsequently performed transcriptomic analyses.",Comparative gene expression profiling analysis of RNA-seq data for Bmal1-iKO and Bmal1-flox mice.,,,,715836,GPL17021,Mus musculus,GSE,Expression profiling by high throughput sequencing,2023/06/01,108,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE220nnn/GSE220864/,,,,,OSD-48|Mmus_C57-6J_LVR_GC_C_Rep1_M36,Ground Control
9,GSM6672165,0.9996351003646851,GSE216416,Sexual Dimorphism of Circadian Liver Transcriptome,,,"Purpose: To conduct a transcriptomic study of gene oscillations in mouse liver by RNA sequencing of total RNA samples from 6 different time points across the day. Specific interest is to see whether sex is a factor in large scale gene oscillations under ad-libitum control conditions and in response to caloric restriction diet, since caloric restriction was previously reported to affect gene oscillation Methods: Total RNA was isolated from 20 mg mouse liver tissue using mini spin column QIAGEN RNeasy Mini Kit (Ref #74104, Lot#163035346, Hilden, Germany) according to the manufacturer’s protocol. Sample purity was checked on Nano Drop 2000 (Thermo Fisher Scientific, Waltham, MA, USA) with 260/280 ratio ≥ 2.0 and 260/230 ratio  ≥ 2.0  for every sample. Each sample used for the analysis had RNA integrity number > 7. The RNA sequencing was performed by Novogene Corporation Inc (Sacramento, CA, USA). After sample quality control, non-directional – polyA enrichment library was prepared using NEBNext Ultra™ II RNA Library Prep Kit for Illumina, and 50M reads (150bp, paired end) per sample were generated on Illumina NovaSeq 6000 platform. RNA-seq reads were mapped to the mouse protein coding genes (Ensembl: Mus_musculus; GRCm38) using Bowtie allowing up to 2-mismatches. The gene expected read counts and Transcripts Per Million (TPM) were estimated by RSEM (v1.2.3). The TPMs were further normalized by EBSeq R package to correct potential batch effect. Results: We have performed RNA sequencing analysis of mouse livers on Ad-libitum and timed Caloric Restriction diet across 6 time points in 24h. The results of subsequent compareRhythms analysis (R package) revealed that circadian rhythms in total RNA liver transcriptome are different between sexes of mice in both the number of oscillating genes and phase under ad-libitum diet. Caloric restriction increased the number of oscillating genes in both sexes and resulted in a larger overlap of rhythmic transcriptome between sexes, but did not eliminate the difference completely. The response of transcriptome to caloric restriction in terms of gain or loss of rhythm in gene expression profiles was also different between sexes. Additionally, we have shown that the lack of data stratification by sex might result in the failure to detect rhythmic changes in expression of some genes. Conclusions: Our study represents the first systematic analysis of the effect of sex on circadian rhythms of liver transcriptome under ad libitum and caloric restriction diets. We have shown that sex based differences exist in rhythmic transcriptome, as well as in the response of rhythmic transcriptome to diet. We are providing the data useful for both circadian and metabolic researchers and point out the gene candidates which may not be identified as rhythmic, if the data is not stratified by sex. With the help of GO analysis we have concluded that sex also influences the preference towards different processes to be regulated in rhythmic manner on transcriptional level - fatty acid metabolism and protein transport in males vs nucleic acid metabolism and RNA processing in females on ad-libitum diet. On calorie-restricted diet nucleic acid metabolism and RNA processing were enriched in males vs protein transport and signal transduction in females on calorie-restricted diet. These findings highlight a complex interaction of sex and diet in their effect on circadian rhythms in liver gene expression. All of the data from sequenced RNA samples from MALE liver were previously uploaded with the GSE211975 dataset. The current dataset only contains RNA-seq samples from FEMALE liver.",Liver mRNA profiles of 5 mo old mice on ad-libitum and 30% caloric-restriction diets across 6 time points in 24 hours,38550984,,,696702,GPL24247,Mus musculus,GSE,Expression profiling by high throughput sequencing,2023/03/01,35,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE216nnn/GSE216416/,Sexual dimorphism of circadian liver transcriptome.,iScience,2024 Apr 19,10.1016/j.isci.2024.109483,OSD-48|Mmus_C57-6J_LVR_GC_C_Rep1_M36,Ground Control
