,gsm,score,gse,title,source_name,characteristics,geo_summary,geo_design,pubmed_ids,tissue,species,archs4_index,geo_platform_biopython,geo_taxon_biopython,geo_entry_type_biopython,geo_gds_type_biopython,geo_pdat_biopython,geo_n_samples_biopython,geo_ftp_link_biopython,pubmed_title_biopython,pubmed_journal_biopython,pubmed_pub_date_biopython,pubmed_doi_biopython,sample_name,spaceflight
0,GSM7187233,0.9997305870056152,GSE230102,Conserved multitissue transcriptomic adaptations to exercise training in humans and mice,,,"Physical activity is associated with beneficial adaptations in human and rodent metabolism. We studied over 50 complex traits before and after exercise intervention in middle-aged men and a panel of 100 diverse strains of female mice. Candidate gene analyses in three brain regions, muscle, liver, heart, and adipose tissue of mice revealed genetic drivers of clinically relevant traits including volitional exercise volume, muscle metabolism, adiposity, and hepatic lipids. Although ~33% of genes differentially expressed in skeletal muscle following the exercise intervention were similar in mice and men independent of BMI, responsiveness of adipose tissue to exercise-stimulated weight loss appears impacted by species and underlying genotype. We leveraged genetic diversity to generate prediction models of metabolic trait responsiveness to volitional activity offering a framework for advancing personalized exercise prescription. Finally, we make the human and mouse data publicly available via user-friendly web-based application to enhance data mining and hypothesis development.","Expression profiling by RNA-Seq for five tissues (gonadal white adipose, heart, liver, quadriceps, brown adipose) in 50 inbred mouse strains under sedentary and exercised conditions",37178122,,,775387,GPL21493; GPL24247,Mus musculus,GSE,Expression profiling by high throughput sequencing,2023/04/20,499,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE230nnn/GSE230102/,Conserved multi-tissue transcriptomic adaptations to exercise training in humans and mice.,Cell reports,2023 May 30,10.1016/j.celrep.2023.112499,OSD-47|Mmus_C57-6T_LVR_BSL_Rep1_B1,Basal Control
1,GSM6806256,0.9997192025184631,GSE220520,Resolvin D1 attenuated liver injury caused by chronic ethanol and acute LPS challenge in mice,,,"Alcohol-associated liver disease (ALD) is a major health problem with limited effective treatment options. Alcohol-associated hepatitis (AH) is a subset of severe ALD with a high rate of mortality due to infection, severe inflammation, and ultimately multi-organ failure. There is an urgent need for novel therapeutic approaches to alleviate the human suffering associated with this condition. Resolvin D1 (RvD1) promotes the resolution of inflammation and regulates immune responses. The current study aimed to test the therapeutic efficacy and mechanisms of RvD1-mediated effects on liver injury and inflammation in an experimental animal model that mimics severe AH in humans. Our data demonstrated that mice treated with RvD1 had attenuated liver injury and inflammation caused by EtOH and LPS exposure by limiting hepatic neutrophil accumulation and decreasing hepatic levels of pro-inflammatory cytokines. In addition, RvD1 treatment attenuated hepatic pyroptosis, an inflammatory form of cell death, via downregulation of pyroptosis-related genes such as GTPase family member b10 and guanylate binding protein 2, and reducing cleavage of caspase 11 and gasdermin-D. In vitro experiments with primary mouse hepatocytes and bone marrow-derived macrophages confirmed the effectiveness of RvD1 in the attenuation of pyroptosis. In summary, our data demonstrated that RvD1 treatment provided beneficial effects against liver injury and inflammation in an experimental animal model recapitulating features of severe AH in humans. Our results suggest that RvD1 may be a novel adjunct strategy to traditional therapeutic options for AH patients.","For the initial sequencing, a total of six conditions, with quadruplicates in each condition, were studied , including: Wild-type, pair-fed; Fat1+/-, pair-fed; Wild-type, EtOH, LPS; Fat1+/-, EtOH, LPS; Fat1+/-, EtOH, LPS + RvE1; and Fat1+/-, EtOH, LPS RvD1. An additional four conditions with triplicates in each condition were subsequently run, including Wild-type, Pair-fed, LPS; Fat1, pair-fed, LPS; Wild-type EtOH; and Fat1 EtOH.",36520060,,,715347,GPL13112,Mus musculus,GSE,Expression profiling by high throughput sequencing,2023/09/05,36,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE220nnn/GSE220520/,Resolvin D1 attenuated liver injury caused by chronic ethanol and acute LPS challenge in mice.,FASEB journal : official publication of the Federation of American Societies for Experimental Biology,2023 Jan,10.1096/fj.202200778R,OSD-47|Mmus_C57-6T_LVR_BSL_Rep1_B1,Basal Control
2,GSM7187257,0.9997150897979736,GSE230102,Conserved multitissue transcriptomic adaptations to exercise training in humans and mice,,,"Physical activity is associated with beneficial adaptations in human and rodent metabolism. We studied over 50 complex traits before and after exercise intervention in middle-aged men and a panel of 100 diverse strains of female mice. Candidate gene analyses in three brain regions, muscle, liver, heart, and adipose tissue of mice revealed genetic drivers of clinically relevant traits including volitional exercise volume, muscle metabolism, adiposity, and hepatic lipids. Although ~33% of genes differentially expressed in skeletal muscle following the exercise intervention were similar in mice and men independent of BMI, responsiveness of adipose tissue to exercise-stimulated weight loss appears impacted by species and underlying genotype. We leveraged genetic diversity to generate prediction models of metabolic trait responsiveness to volitional activity offering a framework for advancing personalized exercise prescription. Finally, we make the human and mouse data publicly available via user-friendly web-based application to enhance data mining and hypothesis development.","Expression profiling by RNA-Seq for five tissues (gonadal white adipose, heart, liver, quadriceps, brown adipose) in 50 inbred mouse strains under sedentary and exercised conditions",37178122,,,775411,GPL21493; GPL24247,Mus musculus,GSE,Expression profiling by high throughput sequencing,2023/04/20,499,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE230nnn/GSE230102/,Conserved multi-tissue transcriptomic adaptations to exercise training in humans and mice.,Cell reports,2023 May 30,10.1016/j.celrep.2023.112499,OSD-47|Mmus_C57-6T_LVR_BSL_Rep1_B1,Basal Control
3,GSM7187218,0.9997087121009827,GSE230102,Conserved multitissue transcriptomic adaptations to exercise training in humans and mice,,,"Physical activity is associated with beneficial adaptations in human and rodent metabolism. We studied over 50 complex traits before and after exercise intervention in middle-aged men and a panel of 100 diverse strains of female mice. Candidate gene analyses in three brain regions, muscle, liver, heart, and adipose tissue of mice revealed genetic drivers of clinically relevant traits including volitional exercise volume, muscle metabolism, adiposity, and hepatic lipids. Although ~33% of genes differentially expressed in skeletal muscle following the exercise intervention were similar in mice and men independent of BMI, responsiveness of adipose tissue to exercise-stimulated weight loss appears impacted by species and underlying genotype. We leveraged genetic diversity to generate prediction models of metabolic trait responsiveness to volitional activity offering a framework for advancing personalized exercise prescription. Finally, we make the human and mouse data publicly available via user-friendly web-based application to enhance data mining and hypothesis development.","Expression profiling by RNA-Seq for five tissues (gonadal white adipose, heart, liver, quadriceps, brown adipose) in 50 inbred mouse strains under sedentary and exercised conditions",37178122,,,775372,GPL21493; GPL24247,Mus musculus,GSE,Expression profiling by high throughput sequencing,2023/04/20,499,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE230nnn/GSE230102/,Conserved multi-tissue transcriptomic adaptations to exercise training in humans and mice.,Cell reports,2023 May 30,10.1016/j.celrep.2023.112499,OSD-47|Mmus_C57-6T_LVR_BSL_Rep1_B1,Basal Control
4,GSM7585192,0.9997010827064514,GSE224447,DNA methylation and gene expression changes in mice induced by parabiosis and recovery,,,This SuperSeries is composed of the SubSeries listed below.,Refer to individual Series,37086720;37500973,,,797254,GPL32543; GPL28271; GPL24247; GPL17021,Mus musculus; Rattus; Rattus norvegicus; Macaca mulatta; Homo sapiens,GSE,Expression profiling by high throughput sequencing; Methylation profiling by high throughput sequencing; Methylation profiling by array,2023/04/21,233,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE224nnn/GSE224447/,Biological age is increased by stress and restored upon recovery.,Cell metabolism,2023 May 2,10.1016/j.cmet.2023.03.015,OSD-47|Mmus_C57-6T_LVR_BSL_Rep1_B1,Basal Control
5,GSM7187181,0.999700129032135,GSE230102,Conserved multitissue transcriptomic adaptations to exercise training in humans and mice,,,"Physical activity is associated with beneficial adaptations in human and rodent metabolism. We studied over 50 complex traits before and after exercise intervention in middle-aged men and a panel of 100 diverse strains of female mice. Candidate gene analyses in three brain regions, muscle, liver, heart, and adipose tissue of mice revealed genetic drivers of clinically relevant traits including volitional exercise volume, muscle metabolism, adiposity, and hepatic lipids. Although ~33% of genes differentially expressed in skeletal muscle following the exercise intervention were similar in mice and men independent of BMI, responsiveness of adipose tissue to exercise-stimulated weight loss appears impacted by species and underlying genotype. We leveraged genetic diversity to generate prediction models of metabolic trait responsiveness to volitional activity offering a framework for advancing personalized exercise prescription. Finally, we make the human and mouse data publicly available via user-friendly web-based application to enhance data mining and hypothesis development.","Expression profiling by RNA-Seq for five tissues (gonadal white adipose, heart, liver, quadriceps, brown adipose) in 50 inbred mouse strains under sedentary and exercised conditions",37178122,,,775335,GPL21493; GPL24247,Mus musculus,GSE,Expression profiling by high throughput sequencing,2023/04/20,499,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE230nnn/GSE230102/,Conserved multi-tissue transcriptomic adaptations to exercise training in humans and mice.,Cell reports,2023 May 30,10.1016/j.celrep.2023.112499,OSD-47|Mmus_C57-6T_LVR_BSL_Rep1_B1,Basal Control
6,GSM4387381,0.9996975660324097,GSE146508,Transcriptome and open chromatin analysis of 5-month mouse liver and blood by the TaRGET II consortium,,,"The TaRGET (Toxicant Exposures and Responses by Genomic and Epigenomic Regulators of Transcription) program is a research consortium funded by the National Institute of Environmental Health Sciences (NIEHS). The goal of the collaboration is to address the role of environmental exposures in disease pathogenesis as a function of epigenome perturbation, including understanding the environmental control of epigenetic mechanisms and assessing the utility of surrogate tissue analysis in mouse models of disease-relevant environmental exposures (https://targetepigenomics.org).",RNA-seq and ATAC-seq of liver and blood samples from 5-month mice that were subjected to disease-relevant environmental exposures. The TaRGET II consortium (https://targetepigenomics.org/about/),29509741;42209488,,,351167,GPL17021; GPL21103; GPL21493; GPL19057; GPL21273; GPL24247,Mus musculus,GSE,Expression profiling by high throughput sequencing; Genome binding/occupancy profiling by high throughput sequencing,2020/05/20,849,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE146nnn/GSE146508/,The NIEHS TaRGET II Consortium and environmental epigenomics.,Nature biotechnology,2018 Mar 6,10.1038/nbt.4099,OSD-47|Mmus_C57-6T_LVR_BSL_Rep1_B1,Basal Control
7,GSM7187217,0.9996957182884216,GSE230102,Conserved multitissue transcriptomic adaptations to exercise training in humans and mice,,,"Physical activity is associated with beneficial adaptations in human and rodent metabolism. We studied over 50 complex traits before and after exercise intervention in middle-aged men and a panel of 100 diverse strains of female mice. Candidate gene analyses in three brain regions, muscle, liver, heart, and adipose tissue of mice revealed genetic drivers of clinically relevant traits including volitional exercise volume, muscle metabolism, adiposity, and hepatic lipids. Although ~33% of genes differentially expressed in skeletal muscle following the exercise intervention were similar in mice and men independent of BMI, responsiveness of adipose tissue to exercise-stimulated weight loss appears impacted by species and underlying genotype. We leveraged genetic diversity to generate prediction models of metabolic trait responsiveness to volitional activity offering a framework for advancing personalized exercise prescription. Finally, we make the human and mouse data publicly available via user-friendly web-based application to enhance data mining and hypothesis development.","Expression profiling by RNA-Seq for five tissues (gonadal white adipose, heart, liver, quadriceps, brown adipose) in 50 inbred mouse strains under sedentary and exercised conditions",37178122,,,775371,GPL21493; GPL24247,Mus musculus,GSE,Expression profiling by high throughput sequencing,2023/04/20,499,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE230nnn/GSE230102/,Conserved multi-tissue transcriptomic adaptations to exercise training in humans and mice.,Cell reports,2023 May 30,10.1016/j.celrep.2023.112499,OSD-47|Mmus_C57-6T_LVR_BSL_Rep1_B1,Basal Control
8,GSM7585201,0.9996854066848755,GSE224447,DNA methylation and gene expression changes in mice induced by parabiosis and recovery,,,This SuperSeries is composed of the SubSeries listed below.,Refer to individual Series,37086720;37500973,,,797263,GPL32543; GPL28271; GPL24247; GPL17021,Mus musculus; Rattus; Rattus norvegicus; Macaca mulatta; Homo sapiens,GSE,Expression profiling by high throughput sequencing; Methylation profiling by high throughput sequencing; Methylation profiling by array,2023/04/21,233,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE224nnn/GSE224447/,Biological age is increased by stress and restored upon recovery.,Cell metabolism,2023 May 2,10.1016/j.cmet.2023.03.015,OSD-47|Mmus_C57-6T_LVR_BSL_Rep1_B1,Basal Control
9,GSM4387382,0.9996845126152039,GSE146508,Transcriptome and open chromatin analysis of 5-month mouse liver and blood by the TaRGET II consortium,,,"The TaRGET (Toxicant Exposures and Responses by Genomic and Epigenomic Regulators of Transcription) program is a research consortium funded by the National Institute of Environmental Health Sciences (NIEHS). The goal of the collaboration is to address the role of environmental exposures in disease pathogenesis as a function of epigenome perturbation, including understanding the environmental control of epigenetic mechanisms and assessing the utility of surrogate tissue analysis in mouse models of disease-relevant environmental exposures (https://targetepigenomics.org).",RNA-seq and ATAC-seq of liver and blood samples from 5-month mice that were subjected to disease-relevant environmental exposures. The TaRGET II consortium (https://targetepigenomics.org/about/),29509741;42209488,,,351168,GPL17021; GPL21103; GPL21493; GPL19057; GPL21273; GPL24247,Mus musculus,GSE,Expression profiling by high throughput sequencing; Genome binding/occupancy profiling by high throughput sequencing,2020/05/20,849,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE146nnn/GSE146508/,The NIEHS TaRGET II Consortium and environmental epigenomics.,Nature biotechnology,2018 Mar 6,10.1038/nbt.4099,OSD-47|Mmus_C57-6T_LVR_BSL_Rep1_B1,Basal Control
