gsm,score,gse,title,source_name,characteristics,tissue,species,geo_summary,geo_design,pubmed_ids,archs4_index,geo_platform_biopython,geo_taxon_biopython,geo_entry_type_biopython,geo_gds_type_biopython,geo_pdat_biopython,geo_n_samples_biopython,geo_ftp_link_biopython,pubmed_title_biopython,pubmed_journal_biopython,pubmed_pub_date_biopython,pubmed_doi_biopython
GSM2349276,0.9834453463554382,GSE88819,wt_eye_1,wt_eye,"tissue: eye,lncrna previous name: Tug1,background: C57BL/6J (N3-C57BL/6J, no Neo),official strain name: Tug1_tm1.1Vlcg,genotype: wt,Sex: M",Eye,Mus musculus,"We have sequenced wild type and mutant testes, prostate, liver, heart, spleen, and eye from adult males, as well as embryonic fibroblasts from the mutant lncRNA strain Tug1_tm1.1Vlcg (Tug1).",Comparison between wild type and mutant organs and primary cell transcriptomes from the Tug1_tm1.1Vlcg mutant strain.,32894169,78531,17021;13112,Mus musculus,GSE,Expression profiling by high throughput sequencing,2019/11/22,42,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE88nnn/GSE88819/,The Tug1 lncRNA locus is essential for male fertility.,Genome biology,2020 Sep 7,10.1186/s13059-020-02081-5
GSM3552974,0.9834063053131104,GSE124745,wt_eye_1,wt_eye,"tissue: eye,background: C57BL/6J/129S6 (N3-C57BL/6J, no Neo),official strain name: Tug1_tm1.1Vlcg,genotype: wild type,Sex: M",Eye,Mus musculus,"We have sequenced mouse embryonic fibroblasts (MEFs) and 6 organs (testes, prostate, liver, heart, spleen, and eye) harvested from adult male wild type and Tug1 knockout (Tug1_tm1.1Vlcg) mice in a C57BL/6J/129S6 (N3-C57BL/6J, no Neo) background.  Additional sequencing was done on the testes of a Tug1 rescue mouse, which contains a doxycycline inducible allele for Tug1 (tg(Tug1)) and CAGs-rtTA3 in the Tug1 knockout background (Tug1_tmn1.1Vlcg).","Comparison between wild type and Tug1 knockout (Tug1_tm1.1Vlcg) organs and primary cell transcriptomes. Additional comparisons of the transcriptomes of wildtype, knockout, and rescue testes.",32894169,230237,17021;13112,Mus musculus,GSE,Expression profiling by high throughput sequencing,2020/05/27,52,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE124nnn/GSE124745/,The Tug1 lncRNA locus is essential for male fertility.,Genome biology,2020 Sep 7,10.1186/s13059-020-02081-5
GSM6204798,0.9831895232200623,GSE205070,"RPE, MertkOV3, P25, Biol rep 1",RPE,"tissue: RPE,strain: C57BL/6J,cell type: epithelial,genotype: Mertk knockout version 3,treatment: none, direct ex-vivo use",Eye,Mus musculus,"Knockout (KO) mouse models play critical roles in elucidating biological processes behind disease-associated or disease-resistant traits. As a consequence of gene KO, mice display certain phenotypes. Based on insight into the molecular role of said gene in a biological process, it is inferred that the particular biological process causally underlies the trait. This approach has been crucial towards understanding the basis of pathological and/or advantageous traits associated with Mertk KO. MERTK is a receptor tyrosine kinase with a critical role in phagocytosis of apoptotic cells or cellular debris. Therefore, early-onset, severe retinal degeneration was described to be a direct consequence of failed phagocytosis of photoreceptor outer segments by retinal pigment epithelia. Similarly, enhanced anti-tumor immunity was inferred to result from the failure of macrophages to dispose cancer cell corpses, resulting in a pro-inflammatory tumor microenvironment. Here we report that the loss of Mertk alone is not sufficient for retinal degeneration. This trait only manifests when the function of the paralog Tyro3 is concomitantly lost. Additionally, the dramatic resistance against two syngeneic mouse tumor models observed in Mertk KO cannot, at least entirely, be ascribed to the loss of Mertk. The widely used Mertk KO carries multiple coincidental changes in its genome that affect the expression of a number of genes, including Tyro3. Nonetheless, neither Tyro3, nor macrophage phagocytosis by alternate genetic redundancy, accounts for the absence of anti-tumor immunity in two independent Mertk KOs. Collectively, our results indicate that context-dependent epistasis of independent modifier alleles determine Mertk KO traits.","We performed gene expression profiling analysis using data obtained from RNA-sequencing of bone-marrow-derived macrophages (BMDMs) and retinal pigment epithelial (RPE) cells from C57BL/6, Mertk-/-V1, Mertk-/-V2 and Mertk-/-V3 mice.",35969037;36662852,650617,24247,Mus musculus,GSE,Expression profiling by high throughput sequencing,2022/08/26,30,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE205nnn/GSE205070/,Tissue-specific modifier alleles determine Mertk loss-of-function traits.,eLife,2022 Aug 15,10.7554/eLife.80530
GSM6204793,0.9829587936401367,GSE205070,"RPE, MertkOV1, P25, Biol rep 5",RPE,"tissue: RPE,strain: C57BL/6J,cell type: epithelial,genotype: Mertk knockout version 1,treatment: none, direct ex-vivo use",Eye,Mus musculus,"Knockout (KO) mouse models play critical roles in elucidating biological processes behind disease-associated or disease-resistant traits. As a consequence of gene KO, mice display certain phenotypes. Based on insight into the molecular role of said gene in a biological process, it is inferred that the particular biological process causally underlies the trait. This approach has been crucial towards understanding the basis of pathological and/or advantageous traits associated with Mertk KO. MERTK is a receptor tyrosine kinase with a critical role in phagocytosis of apoptotic cells or cellular debris. Therefore, early-onset, severe retinal degeneration was described to be a direct consequence of failed phagocytosis of photoreceptor outer segments by retinal pigment epithelia. Similarly, enhanced anti-tumor immunity was inferred to result from the failure of macrophages to dispose cancer cell corpses, resulting in a pro-inflammatory tumor microenvironment. Here we report that the loss of Mertk alone is not sufficient for retinal degeneration. This trait only manifests when the function of the paralog Tyro3 is concomitantly lost. Additionally, the dramatic resistance against two syngeneic mouse tumor models observed in Mertk KO cannot, at least entirely, be ascribed to the loss of Mertk. The widely used Mertk KO carries multiple coincidental changes in its genome that affect the expression of a number of genes, including Tyro3. Nonetheless, neither Tyro3, nor macrophage phagocytosis by alternate genetic redundancy, accounts for the absence of anti-tumor immunity in two independent Mertk KOs. Collectively, our results indicate that context-dependent epistasis of independent modifier alleles determine Mertk KO traits.","We performed gene expression profiling analysis using data obtained from RNA-sequencing of bone-marrow-derived macrophages (BMDMs) and retinal pigment epithelial (RPE) cells from C57BL/6, Mertk-/-V1, Mertk-/-V2 and Mertk-/-V3 mice.",35969037;36662852,650612,24247,Mus musculus,GSE,Expression profiling by high throughput sequencing,2022/08/26,30,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE205nnn/GSE205070/,Tissue-specific modifier alleles determine Mertk loss-of-function traits.,eLife,2022 Aug 15,10.7554/eLife.80530
GSM2843662,0.9827295541763306,GSE106591,miR-211-KO rep3,Whole eye (after removal of the lens and cornea),"tissue: whole eye including retina, RPE, Choroid, sclera and ciliary body, whereas the lens and cornea were removed.,genotype: miR-211-KO,background strain: C57BL/6",Eye,Mus musculus,"Purpose: Next-generation sequencing (NGS) has revolutionized systems-based analysis of cellular pathways. The goals of this study are to compare NGS transcriptome profiling (RNA-seq) from whole eye, after removal of the lens and cornea from 1-2 month old miR-211-/- mice and compare it with wt mice Methods: Whole eye (after removal of the lens and cornea) mRNA profiles of 1-2 month old  wild-type (WT) and neural miR-211-/-mice were generated by deep sequencing, in multiple biological replicates, five for WT and six for miR-211-/- animals, using Illumina GAIIx. The sequence reads that passed quality filters were analyzed at the transcript isoform level with two methods: Burrows–Wheeler Aligner (BWA) followed by ANOVA (ANOVA) and TopHat followed by Cufflinks. qRT–PCR validation was performed using TaqMan and SYBR Green assays RNA-Seq libraries were prepared from whole eye, after removal of the lens and cornea from miR-211-/- mice. Results: Each library was sequenced using 100 bp paired-end sequencing on the Illumina HiSeq 1000 system. Gene abundances from RNA-Seq data were quantified using RSEM45. Using an optimized data analysis workflow, we mapped about 30 million sequence reads per sample to the mouse genome. This approach yielded read count values for a total of 38253 mouse genes annotated in GenCode. We only considered genes that had at least 1 count per million in at least five out of 11 samples as expressed, yielding a total of 15590 genes. Next we performed differential gene expression analysis to determine the transcriptional effects of miR-211 deletion. This analysis yielded a total of 63 genes that were differentially expressed with a False Discovery Rate (FDR) <0.1 (Fig. 4). Of these, the expression levels of 61 genes were significantly decreased upon miR-211 deletion, while only 2 genes were upregulated. Conclusions: Our study represents the first detailed analysis of whole eye transcriptomes, with biologic replicates, generated by RNA-seq technology on miR-211-/-.","Whole eye (after removal of the lens and cornea) mRNA profiles of 1-2 month old  wild-type (WT) and neural miR-211-/-mice were generated by deep sequencing, in multiple biological replicates, five for WT and six for miR-211-/- animals, using Illumina GAIIx.",29209045,136562,15103,Mus musculus,GSE,Expression profiling by high throughput sequencing,2018/03/01,11,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE106nnn/GSE106591/,MiR-211 is essential for adult cone photoreceptor maintenance and visual function.,Scientific reports,2017 Dec 5,10.1038/s41598-017-17331-z
GSM6431240,0.9821667671203613,GSE210492,"posterior eyecup, Efemp1ki/ki, 9 months, 4-1",posterior eyecup,"cell line: posterior eyecup,cell type: female,genotype: Efemp1ki/ki,treatment: none,time: 9 months",Other,Mus musculus,"To characterize female aged Efemp1 R345W knock-in (Efemp1ki/ki) mice, a model for Doyne honeycomb retinal dystrophy/malattia leventinese by bulk RNA sequencing We performed differential expression and gene set enrichment analysis analysis using data obtained from RNA-seq of the neural retina and posterior eyecups (whole eye without lens and retina) from 3- to 17-month-old Efemp1+/+ and Efemp1ki/ki mice",Gene expression profiling analysis of RNA-seq data of of the neural retina and posterior eyecups (whole eye without lens and retina) from 3- to 17-month-old Efemp1+/+ and Efemp1ki/ki mice,35943778,671379,21103,Mus musculus,GSE,Expression profiling by high throughput sequencing,2022/08/10,93,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE210nnn/GSE210492/,Complement factor B is critical for sub-RPE deposit accumulation in a model of Doyne honeycomb retinal dystrophy with features of age-related macular degeneration.,Human molecular genetics,2023 Jan 6,10.1093/hmg/ddac187
GSM5739129,0.9811761975288391,GSE191104,RPE Bmal1 KO-ZT13-rep1,RPE Bmal1 KO,"strain: C57BL/6,age: 12-16 weeks,genotype: Bmal1 KO,tissue: retinal pigment epithelium",Eye,Mus musculus,"The diurnal peak of phagocytosis by the retinal pigment epithelium (RPE) of photoreceptor outer segments is under circadian control, and it is believed that this process involves interactions from both the retina and RPE. Previous studies have demonstrated that a functional circadian clock exists within multiple retinal cell types and RPE cells. Thereby, the aim of the current study was to determine whether the circadian clock in the retina and or RPE controls the diurnal phagocytic peak of photoreceptor outer segments and whether selective disruption of the circadian clock in the RPE would affect RPE cells function and the viability during aging. To that aim, we first generated and validated an RPE tissue-specific KO of the essential clock gene, Bmal1, and then we determined the daily rhythm in phagocytic activity by the RPE in mice lacking a functional circadian clock in the retina or RPE. Then using electroretinography, spectral domain-optical coherence tomography, and optomotor response measurements of visual function we determined the effect of Bmal1 removal in young (6-month-old) and old (18-months old) mice. RPE morphology and lipofuscin accumulation was also determined in young and old mice. Our data show that the circadian clock in the RPE controls the daily diurnal phagocytic peak of POS. Surprisingly, the lack of a functional RPE circadian clock or the diurnal phagocytic peak does not result in any detectable age-related degenerative phenotype in the retina or RPE. Thus, our results demonstrate that the circadian clock in the RPE controls the daily peak in the phagocytic activity. However, the loss of the circadian clock in the RPE does not result in deterioration of photoreceptors or the RPE during aging.","Retinal pigment epithelium samples from Bmal1-specific KO from RPE cells in mouse, three replicates from a pool of two RPE isolates for each replicate, samples collected at ZT1, ZT7, ZT13, ZT19",35628111,579134,21103,Mus musculus,GSE,Expression profiling by high throughput sequencing,2022/05/12,24,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE191nnn/GSE191104/,The Circadian Clock in the Retinal Pigment Epithelium Controls the Diurnal Rhythm of Phagocytic Activity.,International journal of molecular sciences,2022 May 10,10.3390/ijms23105302
GSM5739128,0.9810833930969238,GSE191104,RPE Bmal1 KO-ZT7-rep3,RPE Bmal1 KO,"strain: C57BL/6,age: 12-16 weeks,genotype: Bmal1 KO,tissue: retinal pigment epithelium",Eye,Mus musculus,"The diurnal peak of phagocytosis by the retinal pigment epithelium (RPE) of photoreceptor outer segments is under circadian control, and it is believed that this process involves interactions from both the retina and RPE. Previous studies have demonstrated that a functional circadian clock exists within multiple retinal cell types and RPE cells. Thereby, the aim of the current study was to determine whether the circadian clock in the retina and or RPE controls the diurnal phagocytic peak of photoreceptor outer segments and whether selective disruption of the circadian clock in the RPE would affect RPE cells function and the viability during aging. To that aim, we first generated and validated an RPE tissue-specific KO of the essential clock gene, Bmal1, and then we determined the daily rhythm in phagocytic activity by the RPE in mice lacking a functional circadian clock in the retina or RPE. Then using electroretinography, spectral domain-optical coherence tomography, and optomotor response measurements of visual function we determined the effect of Bmal1 removal in young (6-month-old) and old (18-months old) mice. RPE morphology and lipofuscin accumulation was also determined in young and old mice. Our data show that the circadian clock in the RPE controls the daily diurnal phagocytic peak of POS. Surprisingly, the lack of a functional RPE circadian clock or the diurnal phagocytic peak does not result in any detectable age-related degenerative phenotype in the retina or RPE. Thus, our results demonstrate that the circadian clock in the RPE controls the daily peak in the phagocytic activity. However, the loss of the circadian clock in the RPE does not result in deterioration of photoreceptors or the RPE during aging.","Retinal pigment epithelium samples from Bmal1-specific KO from RPE cells in mouse, three replicates from a pool of two RPE isolates for each replicate, samples collected at ZT1, ZT7, ZT13, ZT19",35628111,579133,21103,Mus musculus,GSE,Expression profiling by high throughput sequencing,2022/05/12,24,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE191nnn/GSE191104/,The Circadian Clock in the Retinal Pigment Epithelium Controls the Diurnal Rhythm of Phagocytic Activity.,International journal of molecular sciences,2022 May 10,10.3390/ijms23105302
GSM2527049,0.9807555079460144,GSE95852,miRNA_wt_p11,Retina,"strain: C57BL/6,tissue: retina,age: post natal day 11,genotype: wild type",Eye,Mus musculus,"Retinas from various developmental stages at postnatal p5, p11, and p27 from miRNA183/182/96 cluster knockout mice versus wild type controls were used to prepare total RNA for RNA-sequencing.",Differential mRNA expression between miR183C knockout mice and age matched C57bl6/J control mice was quantified by RNA-seq data analysis using the Tuxedo package (i.e. the Tophat-Cufflinks pipeline),28484004,98067,13112,Mus musculus,GSE,Expression profiling by high throughput sequencing,2017/08/22,6,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE95nnn/GSE95852/,Maturation arrest in early postnatal sensory receptors by deletion of the miR-183/96/182 cluster in mouse.,Proceedings of the National Academy of Sciences of the United States of America,2017 May 23,10.1073/pnas.1619442114
GSM6431275,0.9805785417556763,GSE210492,"posterior eyecup, Efemp1ki/ki, 17 months, 8-7",posterior eyecup,"cell line: posterior eyecup,cell type: female,genotype: Efemp1ki/ki,treatment: none,time: 17 months",Other,Mus musculus,"To characterize female aged Efemp1 R345W knock-in (Efemp1ki/ki) mice, a model for Doyne honeycomb retinal dystrophy/malattia leventinese by bulk RNA sequencing We performed differential expression and gene set enrichment analysis analysis using data obtained from RNA-seq of the neural retina and posterior eyecups (whole eye without lens and retina) from 3- to 17-month-old Efemp1+/+ and Efemp1ki/ki mice",Gene expression profiling analysis of RNA-seq data of of the neural retina and posterior eyecups (whole eye without lens and retina) from 3- to 17-month-old Efemp1+/+ and Efemp1ki/ki mice,35943778,671414,21103,Mus musculus,GSE,Expression profiling by high throughput sequencing,2022/08/10,93,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE210nnn/GSE210492/,Complement factor B is critical for sub-RPE deposit accumulation in a model of Doyne honeycomb retinal dystrophy with features of age-related macular degeneration.,Human molecular genetics,2023 Jan 6,10.1093/hmg/ddac187
GSM5739122,0.9799676537513733,GSE191104,RPE Bmal1 WT-ZT19-rep3,RPE Bmal1 WT,"strain: C57BL/6,age: 12-16 weeks,genotype: Bmal1 WT,tissue: retinal pigment epithelium",Eye,Mus musculus,"The diurnal peak of phagocytosis by the retinal pigment epithelium (RPE) of photoreceptor outer segments is under circadian control, and it is believed that this process involves interactions from both the retina and RPE. Previous studies have demonstrated that a functional circadian clock exists within multiple retinal cell types and RPE cells. Thereby, the aim of the current study was to determine whether the circadian clock in the retina and or RPE controls the diurnal phagocytic peak of photoreceptor outer segments and whether selective disruption of the circadian clock in the RPE would affect RPE cells function and the viability during aging. To that aim, we first generated and validated an RPE tissue-specific KO of the essential clock gene, Bmal1, and then we determined the daily rhythm in phagocytic activity by the RPE in mice lacking a functional circadian clock in the retina or RPE. Then using electroretinography, spectral domain-optical coherence tomography, and optomotor response measurements of visual function we determined the effect of Bmal1 removal in young (6-month-old) and old (18-months old) mice. RPE morphology and lipofuscin accumulation was also determined in young and old mice. Our data show that the circadian clock in the RPE controls the daily diurnal phagocytic peak of POS. Surprisingly, the lack of a functional RPE circadian clock or the diurnal phagocytic peak does not result in any detectable age-related degenerative phenotype in the retina or RPE. Thus, our results demonstrate that the circadian clock in the RPE controls the daily peak in the phagocytic activity. However, the loss of the circadian clock in the RPE does not result in deterioration of photoreceptors or the RPE during aging.","Retinal pigment epithelium samples from Bmal1-specific KO from RPE cells in mouse, three replicates from a pool of two RPE isolates for each replicate, samples collected at ZT1, ZT7, ZT13, ZT19",35628111,579127,21103,Mus musculus,GSE,Expression profiling by high throughput sequencing,2022/05/12,24,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE191nnn/GSE191104/,The Circadian Clock in the Retinal Pigment Epithelium Controls the Diurnal Rhythm of Phagocytic Activity.,International journal of molecular sciences,2022 May 10,10.3390/ijms23105302
GSM2412071,0.979849636554718,GSE90755,"Eyeball, control, rep2",Eyeball,"strain: C57BL/6,tissue: Eyeball,age: 14 weeks,Sex: male,treatment: double distilled water through gavage administration, for 30 days",Other,Mus musculus,"Background: Metformin, one of the first-line medication for the treatment of type 2 diabetes and gestational diabetes, has recently be suggested for targeting cardiovascular disease, cancer and aging. Therefore, current understanding of the mechanism of this drug is incompletely understood, and the function of multiple tissues, other than liver metabolism alone, may be influenced. Methods: The wildtype healthy mice treated with metformin were compared with controls (treated with double distilled water). The transcriptome changes with/without metformin treatment were probed by using high-throughput RNA-seq techniques Results: A comprehensive mouse transcriptome map with metformin treatment across ten tissues including aorta, eyeball, brain, adipose tissue, heart, kidney, liver, skeletal muscle, stomach and testis, was provided. Function enrichment, network characteristics and disease association of the differentially expressed genes were analyzed. We also compared our expression profiles with related microarray data in order to find conditions that share similar expression profiles with metformin treatment. Conclusions: This dataset could serve as a baseline resource for investigating the potential beneficial or adverse effects of metformin across different tissues.","Wildtype healthy C57BL/6 mice were treated with either metformin (treatment group) or double distilled water (control group). The mRNA profiles across 10 tissues (including aorta, eyeball, brain, adipose tissue, heart, kidney, liver, skeletal muscle, stomach and testis) were generated RNA-seq technique, in triplicate for each group, using Illumina HiSeq 2500.",32529766,91859,17021,Mus musculus,GSE,Expression profiling by high throughput sequencing,2020/07/15,60,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE90nnn/GSE90755/,Transcriptomic landscape profiling of metformin-treated healthy mice: Implication for potential hypertension risk when prophylactically used.,Journal of cellular and molecular medicine,2020 Jul,10.1111/jcmm.15472
GSM5611413,0.9797551035881042,GSE185345,Adult_Retina_Endo_Rep2_RNA,Retina,"cell type source: Endothelial,age: Adult",Eye,Mus musculus,"The transport of gases, nutrients, metabolites and cells -  a prerequisite for proper organogenesis and tissue homeostasis - requires a functional circulatory system consisting of arteries and veins, separated by intervening capillary networks. Despite their shared origin and some common functions, endothelial cells (ECs), which line every blood vessel, display profound structural and functional heterogeneity unique to the organ and tissue that they reside in. The diversity of phenotypes that ECs can adopt suggest substantial plasticity and indicates that heterogeneity is a core endothelial property that allows ECs to fulfill their multiple tasks. While the anatomical heterogeneity of blood vessels across different organs has been appreciated for centuries, the molecular basis of the variation within the vertebrate vascular tree is poorly understood.   To decipher the transcriptional and epigenetic basis of endothelial heterogeneity across organs, and to determine how ECs mature during development, we surveyed the transcriptional and accessible chromatin landscape of ECs from the brain, retina, heart, liver, lung, and kidney of E12.5, P6, and adult mice. Through analysis of differential gene expression signatures, as well as chromatin accessibility, we have identified unique transcripts, as well as regulatory regions, that define each organ bed and developmental time point. Additionally, through single cell RNA-seq profiling of the embryonic and adult mouse we have determined that the endothelium of a single organ - in this case the brain - uses a diverse set of gene regulatory networks to mature and create a functional blood brain barrier.","Assay for Transposase-Accessible Chromatin with high-throughput sequencing (ATAC-seq) and RNA-seq of endothelial cells (Ecs) or input nuclei of trunk, heart and brain at embryonic day 12.5 and brain, retina, heart, lung, liver and kidney at postnatal day 6 and adult (2 month old) mice; single cell RNA-seq of ECs at embryonic day 9.5, 12.5, 16.5, postnatal day 8 and adult (2 month old) mouse brain. UPDATE: [Apr-05-2026] The bigWig files for Samples GSM5611331 and GSM5611332 were replaced.",,552867,19057,Mus musculus,GSE,Expression profiling by high throughput sequencing; Genome binding/occupancy profiling by high throughput sequencing,2022/07/01,125,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE185nnn/GSE185345/,,,,
GSM4059838,0.9792894124984741,GSE136861,Retina 2m APP/PS1 Rep3,Retina,"age: 2 months,genotype: APP/PS1,Sex: female",Eye,Mus musculus,"Alzheimer’s disease (AD) is a common form of dementia characterized by amyloid plaque deposition, TAU pathology, neuroinflammation and neurodegeneration. Mouse models recapitulate some key features of AD. For instance, the B6.APP/PS1 model (carrying human transgenes for mutant forms of APP and PSEN1) shows plaque deposition and associated neuroinflammatory responses involving both astrocytes and microglia beginning around 6 months of age. However, in our colony, TAU pathology, significant neurodegeneration and cognitive decline are not apparent in this model even at older ages. Therefore, this model is ideal for studying neuroinflammatory responses to amyloid deposition. Here, RNA sequencing of brain and retinal tissue, generalized linear modeling (GLM), functional annotation followed by validation by immunofluorescence (IF) was performed in B6.APP/PS1 mice to determine the earliest molecular changes prior to and around the onset of plaque deposition (2-6 months of age).","Brain transcriptomes of 2, 4, 5 and 6-month old, and retina transcriptomes from 2 and 6-month old wild type (WT) and APP/PS1 female mice from C57BL/6J (B6) were generated.",,292784,13112,Mus musculus,GSE,Expression profiling by high throughput sequencing,2019/11/25,81,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE136nnn/GSE136861/,,,,
GSM2843659,0.9790636301040649,GSE106591,WT rep5,Whole eye (after removal of the lens and cornea),"tissue: whole eye including retina, RPE, Choroid, sclera and ciliary body, whereas the lens and cornea were removed.,genotype: wild type,background strain: C57BL/6",Eye,Mus musculus,"Purpose: Next-generation sequencing (NGS) has revolutionized systems-based analysis of cellular pathways. The goals of this study are to compare NGS transcriptome profiling (RNA-seq) from whole eye, after removal of the lens and cornea from 1-2 month old miR-211-/- mice and compare it with wt mice Methods: Whole eye (after removal of the lens and cornea) mRNA profiles of 1-2 month old  wild-type (WT) and neural miR-211-/-mice were generated by deep sequencing, in multiple biological replicates, five for WT and six for miR-211-/- animals, using Illumina GAIIx. The sequence reads that passed quality filters were analyzed at the transcript isoform level with two methods: Burrows–Wheeler Aligner (BWA) followed by ANOVA (ANOVA) and TopHat followed by Cufflinks. qRT–PCR validation was performed using TaqMan and SYBR Green assays RNA-Seq libraries were prepared from whole eye, after removal of the lens and cornea from miR-211-/- mice. Results: Each library was sequenced using 100 bp paired-end sequencing on the Illumina HiSeq 1000 system. Gene abundances from RNA-Seq data were quantified using RSEM45. Using an optimized data analysis workflow, we mapped about 30 million sequence reads per sample to the mouse genome. This approach yielded read count values for a total of 38253 mouse genes annotated in GenCode. We only considered genes that had at least 1 count per million in at least five out of 11 samples as expressed, yielding a total of 15590 genes. Next we performed differential gene expression analysis to determine the transcriptional effects of miR-211 deletion. This analysis yielded a total of 63 genes that were differentially expressed with a False Discovery Rate (FDR) <0.1 (Fig. 4). Of these, the expression levels of 61 genes were significantly decreased upon miR-211 deletion, while only 2 genes were upregulated. Conclusions: Our study represents the first detailed analysis of whole eye transcriptomes, with biologic replicates, generated by RNA-seq technology on miR-211-/-.","Whole eye (after removal of the lens and cornea) mRNA profiles of 1-2 month old  wild-type (WT) and neural miR-211-/-mice were generated by deep sequencing, in multiple biological replicates, five for WT and six for miR-211-/- animals, using Illumina GAIIx.",29209045,136559,15103,Mus musculus,GSE,Expression profiling by high throughput sequencing,2018/03/01,11,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE106nnn/GSE106591/,MiR-211 is essential for adult cone photoreceptor maintenance and visual function.,Scientific reports,2017 Dec 5,10.1038/s41598-017-17331-z
GSM4256055,0.978564977645874,GSE143281,P30 KO1,Retina,"strain: C57BL/6,tissue: Retina,genotype: UXT-CKO",Eye,Mus musculus,"Ubiquitously expressed transcript (UXT), a small chaperone-like protein, is widely expressed in diverse human and mouse tissues and is more abundant in retina and kidney. Here, we investigated changes after  conditional knockout of UXT in mouse retina at  molecular, morphological and functional aspects.","Total RNA in mouse retina after conditional knockout of UXT was isolated and sequenced by deep sequencing using the Hi-Seq (Illumina) platform at Beijing Novel Bioinformatics Co., Ltd. (https://en.novogene.com/).",32744119,330780,17021,Mus musculus,GSE,Expression profiling by high throughput sequencing,2020/08/07,16,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE143nnn/GSE143281/,Mice deficient in UXT exhibit retinitis pigmentosa-like features via aberrant autophagy activation.,Autophagy,2021 Aug,10.1080/15548627.2020.1796015
GSM2843665,0.9784135818481445,GSE106591,miR-211-KO rep6,Whole eye (after removal of the lens and cornea),"tissue: whole eye including retina, RPE, Choroid, sclera and ciliary body, whereas the lens and cornea were removed.,genotype: miR-211-KO,background strain: C57BL/6",Eye,Mus musculus,"Purpose: Next-generation sequencing (NGS) has revolutionized systems-based analysis of cellular pathways. The goals of this study are to compare NGS transcriptome profiling (RNA-seq) from whole eye, after removal of the lens and cornea from 1-2 month old miR-211-/- mice and compare it with wt mice Methods: Whole eye (after removal of the lens and cornea) mRNA profiles of 1-2 month old  wild-type (WT) and neural miR-211-/-mice were generated by deep sequencing, in multiple biological replicates, five for WT and six for miR-211-/- animals, using Illumina GAIIx. The sequence reads that passed quality filters were analyzed at the transcript isoform level with two methods: Burrows–Wheeler Aligner (BWA) followed by ANOVA (ANOVA) and TopHat followed by Cufflinks. qRT–PCR validation was performed using TaqMan and SYBR Green assays RNA-Seq libraries were prepared from whole eye, after removal of the lens and cornea from miR-211-/- mice. Results: Each library was sequenced using 100 bp paired-end sequencing on the Illumina HiSeq 1000 system. Gene abundances from RNA-Seq data were quantified using RSEM45. Using an optimized data analysis workflow, we mapped about 30 million sequence reads per sample to the mouse genome. This approach yielded read count values for a total of 38253 mouse genes annotated in GenCode. We only considered genes that had at least 1 count per million in at least five out of 11 samples as expressed, yielding a total of 15590 genes. Next we performed differential gene expression analysis to determine the transcriptional effects of miR-211 deletion. This analysis yielded a total of 63 genes that were differentially expressed with a False Discovery Rate (FDR) <0.1 (Fig. 4). Of these, the expression levels of 61 genes were significantly decreased upon miR-211 deletion, while only 2 genes were upregulated. Conclusions: Our study represents the first detailed analysis of whole eye transcriptomes, with biologic replicates, generated by RNA-seq technology on miR-211-/-.","Whole eye (after removal of the lens and cornea) mRNA profiles of 1-2 month old  wild-type (WT) and neural miR-211-/-mice were generated by deep sequencing, in multiple biological replicates, five for WT and six for miR-211-/- animals, using Illumina GAIIx.",29209045,136565,15103,Mus musculus,GSE,Expression profiling by high throughput sequencing,2018/03/01,11,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE106nnn/GSE106591/,MiR-211 is essential for adult cone photoreceptor maintenance and visual function.,Scientific reports,2017 Dec 5,10.1038/s41598-017-17331-z
