Unnamed: 0,gsm,score,gse,title,source_name,characteristics,geo_summary,geo_design,pubmed_ids,tissue,species,archs4_index,geo_platform_biopython,geo_taxon_biopython,geo_entry_type_biopython,geo_gds_type_biopython,geo_pdat_biopython,geo_n_samples_biopython,geo_ftp_link_biopython,pubmed_title_biopython,pubmed_journal_biopython,pubmed_pub_date_biopython,pubmed_doi_biopython,spaceflight
0,GSM5511490,0.9993358850479126,GSE181797,Revealing regulatory transcription factors of aging in the kidney and kidney through multi-omics analysis,,"strain/background: C57BL/6J,genotype/variation: WT,tissue: kidney,disease model: normal (untreated)","Aging is accompanied by a gradual loss of systemic metabolic homeostasis, which is maintained by multiple-organs, especially the kidney and kidney. However, a systematic study of the regulatory networks and regulatory transcription factors (TFs) of aging in the kidney and kidney remains lacking. Here, we performed an integrated analysis of multi-omics datasets in the kidney and kidney from young and aged mice, including RNA-seq, reduced representation bisulfite sequencing (RRBS) and ATAC-seq datasets, which indicated that enhanced inflammation and dysregulated metabolism were conserved signatures in aged kidney and kidney in both the transcriptome and epigenome. Transcription factor and regulatory network analysis indicated that activation of AP-1 and SPI1 was responsible for enhanced inflammation, and down-regulation of HNFs and PPARs contributed to dysregulated metabolism in aged kidney and kidney. Importantly, we found that the activation of AP-1 was cellular autonomous in aged hepatic and renal cells. However, enhanced SPI1 was caused by elevated infiltration of macrophages. Importantly, inhibition of AP-1 with small molecule combination attenuated inflammation phenotypes of aging in vivo and in vitro. Taken together, our analysis revealed common signatures and regulatory TFs of aging in the kidney and kidney, providing novel targets for the development of anti-aging interventions.",mRNA and ATAC-seq profiles of young and old kidney and kidney.,,,,532794,GPL21273; GPL24247,Mus musculus,GSE,Expression profiling by high throughput sequencing; Genome binding/occupancy profiling by high throughput sequencing,2021/10/01,50,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE181nnn/GSE181797/,,,,,Ground Control Rerun
1,GSM7048770,0.9993339776992798,GSE225447,Dual antagonism of the endothelin A and angiotensin II type 1 receptors protects from glomerular hypercellularity in a model of IgA nephropathy,,"bmpr2 mutationtype: R899X,treatment: Estrogen,gender: female","IgA nephropathy (IgAN), the most common primary glomerulonephritis worldwide, is characterized by glomerular deposition of immune complexes (IC) consisting of IgA1 with some O-glycans deficient in galactose (Gd-IgA1) and Gd-IgA1-specific IgG autoantibodies. These IC induce kidney injury, and in the absence of disease-specific therapy, up to 40% of IgAN patients progress to kidney failure. IgA1 with its clustered O-glycans is unique to humans, which hampered development of small-animal models of IgAN. To address this issue, we developed a model wherein engineered IC (EIC) formed from human Gd-IgA1 and recombinant IgG autoantibody are injected into nude mice to induce glomerular injury mimicking human IgAN. Here, we used this animal model to assess the protective effects of sparsentan, a single-molecule dual antagonist of endothelin A receptor (ETAR) and angiotensin II type 1 receptor (AT1R) (DEARA). Oral administration of sparsentan (60 or 120 mg/kg) to mice intravenously injected with EIC attenuated the EIC-induced glomerular hypercellularity.","In vitro formed immune complexes were intravenously (i.v.) injected into the lateral tail vein of NCr nude mice, every other day for a total of six injections. Kidneys were harvested the day after last injection for immunohistochemistry and NGS.",38511222,,,735523,GPL17021,Mus musculus,GSE,Expression profiling by high throughput sequencing,2024/02/29,20,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE225nnn/GSE225447/,Sparsentan ameliorates glomerular hypercellularity and inflammatory-gene networks induced by IgA1-IgG immune complexes in a mouse model of IgA nephropathy.,American journal of physiology. Renal physiology,2024 May 1,10.1152/ajprenal.00253.2023,Ground Control Rerun
2,GSM4726152,0.9993246793746948,GSE156179,Role of IgG autoantibodies in the pathogenesis of IgA nephropathy assessed in a passive mouse model,,"strain: C57BL/6 J,genotype (umod): HE,age: 6wk,tissue: Kidney","IgA nephropathy (IgAN), the most common primary glomerulonephritis worldwide, is characterized by IgA1-containing glomerular immunodeposits. These immunodeposits are thought to originate from the circulating immune complexes consisting of aberrantly glycosylated IgA1 (galactose-deficient IgA1; Gd-IgA1) bound by IgG autoantibodies. This hypothesis is supported by the findings that renal immunodeposits of IgA nephropathy patients are enriched for IgG autoantibodies specific for galactose-deficient  IgA1 (Rizk et al., J. Am. Soc. Nephrol. 30(10), 2017-2026, 2019). However, experimental proof is needed. This study provides in vivo data in mice that support the pathogenic role of IgG autoantibodies in IgAN.","Kidneys of female CB-17 SCID (Balb/c background) were harvested after 3 doses of IgG-Gd-IgA1 immune complexes (administered i.v., one dose every other day, harvest one day after the third injection). Tissue was frozen in RNAlater. RNA extraction and RNA-Seq was performed by and sent to GeneWiz.",,,,410522,GPL17021,Mus musculus,GSE,Expression profiling by high throughput sequencing,2021/01/31,4,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE156nnn/GSE156179/,,,,,Ground Control Rerun
3,GSM2876259,0.9992927312850952,GSE107705,iRhom2 Promotes Lupus Nephritis through ADAM17-Dependent TNF-α and EGFR Signaling,,"strain: C57BL/6 J,genotype (umod): WT,age: 6wk,tissue: Kidney","Lupus nephritis (LN) often results in progressive renal dysfunction. The inactive Rhomboid 2 (iRhom2) is a newly identified key regulator of A disintegrin and metalloprotease 17 (ADAM17), whose substrates, such as TNF-α and heparin-binding EGF (HB-EGF), have been implicated in the pathogenesis of chronic kidney disease. Here we demonstrate that deficiency of iRhom2 protects the lupus-prone Fcgr2b-/- mice from developing severe kidney damage without altering anti-double stranded (ds) DNA Ab production, by simultaneously blocking the HB-EGF/EGFR and the TNF-α signaling in the kidney tissues. Unbiased transcriptome profiling of kidneys and kidney macrophages revealed that TNF-α and HB-EGF/EGFR signaling pathways are highly upregulated in Fcgr2b-/- mice; alterations that were diminished in the absence of iRhom2. Pharmacological blockade of either TNF-α or EGFR signaling protected Fcgr2b-/- mice from severe renal damage. Finally, kidneys from LN patients showed increased iRhom2 and HB-EGF expression, with interstitial HB-EGF expression significantly associated with chronicity indices. Our data suggest that activation of iRhom2/ADAM17-dependent TNF-α and EGFR signaling plays a crucial role in mediating irreversible kidney damage in LN, thereby uncovering a novel target for selective and simultaneous dual inhibition of two major pathological pathways in the effector arm of the disease.","[1] Analysis of total kidney transcriptomes in Fcgr2b-/- mice, Rhbdf2-/- mice; Rhbdf2 -/- Fcgr2b-/- mice and the wildtype control. [2] Analysis of CD45+F4/80hiCD11b+Ly6G-Ly6C- kidney macrophages transcriptomes in Fcgr2b-/- mice, Rhbdf2-/- mice; Rhbdf2 -/- Fcgr2b-/- mice and the wildtype control.",,,,138509,GPL17021,Mus musculus,GSE,Expression profiling by high throughput sequencing,2019/01/01,28,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE107nnn/GSE107705/,,,,,Ground Control Rerun
4,GSM7806201,0.9992820024490356,GSE244072,TFEB drives mTORC1 hyperactivation and kidney disease in Tuberous Sclerosis Complex,,"strain/background: C57BL/6,genotype/variation: WT,age: 7-9 months,Sex: Female,tissue: Kidney","Tuberous Sclerosis Complex (TSC) is caused by germline TSC1 or TSC2 mutations, leading to hyperactivation of mechanistic target of rapamycin complex 1 (mTORC1) and tumors in multiple organs including the brain, heart, lung (lymphangioleiomyomatosis), and kidney (angiomyolipoma and renal cell carcinoma). Previously, we found that TFEB is constitutively active in models of TSC. To determine the impact of TFEB in vivo, we generated two novel mouse models of TSC, resulting in premature death, in which kidney pathology was the primary phenotype. RNA sequencing revealed that lysosomal and proteasomal gene pathways were the most highly upregulated in the TSC2-deficient kidneys. Knockout of TFEB rescued both kidney pathology and overall survival in both models, indicating that TFEB is the primary driver of renal disease in TSC. Importantly, mTORC1 activity, which was elevated in the TSC2 knockout kidneys, was normalized by TFEB knockout.  Knockdown of Rheb or treatment of TSC2-deficient cells with Rapamycin paradoxically increases TFEB phosphorylation at the mTORC1-site (S211) and relocalizes TFEB from the nucleus to the cytoplasm via a Rag-dependent mechanism. Accordingly, treatment of TSC2 knockout mice with Rapamycin normalized lysosomal gene expression, similar to TFEB knockout, suggesting that the beneficial effects of Rapamycin in TSC are TFEB-dependent. These results change the view of the mechanisms leading to mTORC1 hyperactivation in TSC and may lead to novel therapeutic avenues for the treatment of TSC.","To investigate the effects of Tfeb inactivation in the setting of Tsc2 deficiency in vivo we created two distinct mouse models: whole-body tamoxifen inducible CaggCre model and kidney-specific KSPCre, both in BL/6 background. Main comparison groups in both models included control mice (group 1), mice with inactivation of Tsc2 (group 2), mice with inactivation of Tfeb (group 3) and mice with inactivation of both Tsc2 and Tfeb (group 4). Gene expression changes were analyzed using RNA-sequencing in three biological replicates per experimental group in both models. Kidneys from CaggCre groups were harvested at P30; kidneys from KSPCre groups were harvested at P50. In addition, gene expression changes induced by pharmacologic inhibition of mTOR versus Tfeb inactivation were assesed in KSPCre model using 6 separate groups and 3 biological replicates per group: control mice treated with vehicle control (group 1); control mice treated with Rapamycin (1mg/kg/3 times per week, starting at P25 for a total of 11 injections) (group 2); mice with inactivation of Tsc2 treated with Vehicle control (group 3); mice with inactivation of Tsc2 treated with Rapamycin as in group 2 (group 4); mice with inactivation of both Tsc2 and Tfeb treated with Vehicle control (group 5); mice with inactivation of both Tsc2 and Tfeb treated with Rapamycin as in group 2 (group 6).",38195686,,,818030,GPL24247,Mus musculus,GSE,Expression profiling by high throughput sequencing,2023/09/28,42,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE244nnn/GSE244072/,TFEB drives mTORC1 hyperactivation and kidney disease in Tuberous Sclerosis Complex.,Nature communications,2024 Jan 9,10.1038/s41467-023-44229-4,Ground Control Rerun
5,GSM7806222,0.9992661476135254,GSE244072,TFEB drives mTORC1 hyperactivation and kidney disease in Tuberous Sclerosis Complex,,"tissue: kidney,urea treatment: NA,strain: C57BL/6NJcl,age: 8 weeks,molecule subtype: Total RNA","Tuberous Sclerosis Complex (TSC) is caused by germline TSC1 or TSC2 mutations, leading to hyperactivation of mechanistic target of rapamycin complex 1 (mTORC1) and tumors in multiple organs including the brain, heart, lung (lymphangioleiomyomatosis), and kidney (angiomyolipoma and renal cell carcinoma). Previously, we found that TFEB is constitutively active in models of TSC. To determine the impact of TFEB in vivo, we generated two novel mouse models of TSC, resulting in premature death, in which kidney pathology was the primary phenotype. RNA sequencing revealed that lysosomal and proteasomal gene pathways were the most highly upregulated in the TSC2-deficient kidneys. Knockout of TFEB rescued both kidney pathology and overall survival in both models, indicating that TFEB is the primary driver of renal disease in TSC. Importantly, mTORC1 activity, which was elevated in the TSC2 knockout kidneys, was normalized by TFEB knockout.  Knockdown of Rheb or treatment of TSC2-deficient cells with Rapamycin paradoxically increases TFEB phosphorylation at the mTORC1-site (S211) and relocalizes TFEB from the nucleus to the cytoplasm via a Rag-dependent mechanism. Accordingly, treatment of TSC2 knockout mice with Rapamycin normalized lysosomal gene expression, similar to TFEB knockout, suggesting that the beneficial effects of Rapamycin in TSC are TFEB-dependent. These results change the view of the mechanisms leading to mTORC1 hyperactivation in TSC and may lead to novel therapeutic avenues for the treatment of TSC.","To investigate the effects of Tfeb inactivation in the setting of Tsc2 deficiency in vivo we created two distinct mouse models: whole-body tamoxifen inducible CaggCre model and kidney-specific KSPCre, both in BL/6 background. Main comparison groups in both models included control mice (group 1), mice with inactivation of Tsc2 (group 2), mice with inactivation of Tfeb (group 3) and mice with inactivation of both Tsc2 and Tfeb (group 4). Gene expression changes were analyzed using RNA-sequencing in three biological replicates per experimental group in both models. Kidneys from CaggCre groups were harvested at P30; kidneys from KSPCre groups were harvested at P50. In addition, gene expression changes induced by pharmacologic inhibition of mTOR versus Tfeb inactivation were assesed in KSPCre model using 6 separate groups and 3 biological replicates per group: control mice treated with vehicle control (group 1); control mice treated with Rapamycin (1mg/kg/3 times per week, starting at P25 for a total of 11 injections) (group 2); mice with inactivation of Tsc2 treated with Vehicle control (group 3); mice with inactivation of Tsc2 treated with Rapamycin as in group 2 (group 4); mice with inactivation of both Tsc2 and Tfeb treated with Vehicle control (group 5); mice with inactivation of both Tsc2 and Tfeb treated with Rapamycin as in group 2 (group 6).",38195686,,,818051,GPL24247,Mus musculus,GSE,Expression profiling by high throughput sequencing,2023/09/28,42,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE244nnn/GSE244072/,TFEB drives mTORC1 hyperactivation and kidney disease in Tuberous Sclerosis Complex.,Nature communications,2024 Jan 9,10.1038/s41467-023-44229-4,Ground Control Rerun
6,GSM5570184,0.9992393255233764,GSE183745,Fumarate induces vesicular release of mtDNA to drive innate immunity,,"strain: J:DO,tissue: Kidney,age: 18,generation: G10,Sex: F","Fumarate Hydratase (FH) is an enzyme of the Tricarboxilic Acid Cycle (TCA) that catalyzes the conversion of fumarate into malate. In the last decade, studies have revealed FH as a bona fide tumour suppressor whose mutations cause Hereditary leiomyomatosis and renal cell carcinoma (HLRCC). Loss of FH in the kidney elicits several oncogenic signalling cascades through the accumulation of the oncometabolite fumarate. Yet, whilst the long-term consequences of FH loss have been extensively described, the acute response to FH loss has not been investigated due, in part, to the lack of a suitable model. Here, we generated a new inducible mouse model to investigate the chronology of the murine homologue of FH, Fh1, loss in the adult kidney.","Mice were of mixed genetic background C57BL/6 and 129/SvJ. Fh1fl/fl (Pollard et al., 2008) and R26Creert2 (Hameyer et al., 2007) mice were crossed to generate animals homozygous for the conditional LoxP-exon3/4-LoxP Fh1 allele and expressing the Cre–recombinase-ert2 fusion under control of the ROSA26 promoter (Fh1 fl/fl; R26 Creert2/Creert2). Littermate controls lacked the LoxP-exon3/4-LoxP allele but also expressed the Cre-ert2 allele under the control of the ROSA26 promoter (Fh1 +/+; R26 Creert2/Creert2). Control mice were induced and sacrificed at the same time as their experimental littermates. Briefly, 12-weeks old animals received 3 x 2mg tamoxifen via intraperitoneal injection (every other day; starting at day 0 of induction), the kidneys were collected at day 5 and day 10 post-induction and total RNA was prepared for sequencing.",36890229,,,537815,GPL21103,Mus musculus,GSE,Expression profiling by high throughput sequencing,2023/02/17,20,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE183nnn/GSE183745/,Fumarate induces vesicular release of mtDNA to drive innate immunity.,Nature,2023 Mar,10.1038/s41586-023-05770-w,Ground Control Rerun
7,GSM7806214,0.9992212653160096,GSE244072,TFEB drives mTORC1 hyperactivation and kidney disease in Tuberous Sclerosis Complex,,"strain: J:DO,tissue: Kidney,age: 6,generation: G11,Sex: F","Tuberous Sclerosis Complex (TSC) is caused by germline TSC1 or TSC2 mutations, leading to hyperactivation of mechanistic target of rapamycin complex 1 (mTORC1) and tumors in multiple organs including the brain, heart, lung (lymphangioleiomyomatosis), and kidney (angiomyolipoma and renal cell carcinoma). Previously, we found that TFEB is constitutively active in models of TSC. To determine the impact of TFEB in vivo, we generated two novel mouse models of TSC, resulting in premature death, in which kidney pathology was the primary phenotype. RNA sequencing revealed that lysosomal and proteasomal gene pathways were the most highly upregulated in the TSC2-deficient kidneys. Knockout of TFEB rescued both kidney pathology and overall survival in both models, indicating that TFEB is the primary driver of renal disease in TSC. Importantly, mTORC1 activity, which was elevated in the TSC2 knockout kidneys, was normalized by TFEB knockout.  Knockdown of Rheb or treatment of TSC2-deficient cells with Rapamycin paradoxically increases TFEB phosphorylation at the mTORC1-site (S211) and relocalizes TFEB from the nucleus to the cytoplasm via a Rag-dependent mechanism. Accordingly, treatment of TSC2 knockout mice with Rapamycin normalized lysosomal gene expression, similar to TFEB knockout, suggesting that the beneficial effects of Rapamycin in TSC are TFEB-dependent. These results change the view of the mechanisms leading to mTORC1 hyperactivation in TSC and may lead to novel therapeutic avenues for the treatment of TSC.","To investigate the effects of Tfeb inactivation in the setting of Tsc2 deficiency in vivo we created two distinct mouse models: whole-body tamoxifen inducible CaggCre model and kidney-specific KSPCre, both in BL/6 background. Main comparison groups in both models included control mice (group 1), mice with inactivation of Tsc2 (group 2), mice with inactivation of Tfeb (group 3) and mice with inactivation of both Tsc2 and Tfeb (group 4). Gene expression changes were analyzed using RNA-sequencing in three biological replicates per experimental group in both models. Kidneys from CaggCre groups were harvested at P30; kidneys from KSPCre groups were harvested at P50. In addition, gene expression changes induced by pharmacologic inhibition of mTOR versus Tfeb inactivation were assesed in KSPCre model using 6 separate groups and 3 biological replicates per group: control mice treated with vehicle control (group 1); control mice treated with Rapamycin (1mg/kg/3 times per week, starting at P25 for a total of 11 injections) (group 2); mice with inactivation of Tsc2 treated with Vehicle control (group 3); mice with inactivation of Tsc2 treated with Rapamycin as in group 2 (group 4); mice with inactivation of both Tsc2 and Tfeb treated with Vehicle control (group 5); mice with inactivation of both Tsc2 and Tfeb treated with Rapamycin as in group 2 (group 6).",38195686,,,818043,GPL24247,Mus musculus,GSE,Expression profiling by high throughput sequencing,2023/09/28,42,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE244nnn/GSE244072/,TFEB drives mTORC1 hyperactivation and kidney disease in Tuberous Sclerosis Complex.,Nature communications,2024 Jan 9,10.1038/s41467-023-44229-4,Ground Control Rerun
8,GSM2741196,0.9992110729217528,GSE102566,Transcriptional profiling of a mouse model of Uromodulin Associated Kidney Disease (UAKD),,"tissue: adult kidney,age: 6 weeks,background (maternal x paternal for hybrids): C57BL/6J,strain: Dxz4-Firre,genotype  (left position=maternal; right position=paternal): --,Sex: F","Uromodulin (UMOD) is a secreted glycoprotein exclusively expressed by the cells lining the thick ascending limb of the loop of henle and the early distal tubule of the kidney nephron. Mutations in UMOD that interfere with proper folding of the protein are responsible for a progressive form of interstitial fibrotic kidney disease that leads to end stage renal disease, referred to as Uromodulin Associated Kidney Disease (UAKD). To assess key transcriptional changes associated with the progression of UAKD, we generated a knock-in mouse model harboring the mouse equivalent of the human mutation C148W. We profiled both the whole kidney tissue, as well as the specific UMOD+ cell populaitons in mutant and wild type mice. Analysis of differentially expressed genes in whole tissue and UMOD+ cells revealed a strong TNF-signaling signature, as well as TRIB3 upregulation, which is a key mediator of the intrinsic ER-stress mediated cell death pathway.","Uromodulin mutant and wild type littermate controls were aged to 6, 12, 24, and 30 weeks of age. Total RNA was isolated from whole kidney tissue and from isolated, Uromodulin positive cells at each timepoint.",28990932,,,119657,GPL17021,Mus musculus,GSE,Expression profiling by high throughput sequencing,2017/09/01,107,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE102nnn/GSE102566/,Uromodulin p.Cys147Trp mutation drives kidney disease by activating ER stress and apoptosis.,The Journal of clinical investigation,2017 Nov 1,10.1172/JCI93817,Ground Control Rerun
9,GSM2741203,0.9992080926895142,GSE102566,Transcriptional profiling of a mouse model of Uromodulin Associated Kidney Disease (UAKD),,"Sex: Male,strain: C57BL/6J,stress: control,injection: poly I:C,time point: Tcmax","Uromodulin (UMOD) is a secreted glycoprotein exclusively expressed by the cells lining the thick ascending limb of the loop of henle and the early distal tubule of the kidney nephron. Mutations in UMOD that interfere with proper folding of the protein are responsible for a progressive form of interstitial fibrotic kidney disease that leads to end stage renal disease, referred to as Uromodulin Associated Kidney Disease (UAKD). To assess key transcriptional changes associated with the progression of UAKD, we generated a knock-in mouse model harboring the mouse equivalent of the human mutation C148W. We profiled both the whole kidney tissue, as well as the specific UMOD+ cell populaitons in mutant and wild type mice. Analysis of differentially expressed genes in whole tissue and UMOD+ cells revealed a strong TNF-signaling signature, as well as TRIB3 upregulation, which is a key mediator of the intrinsic ER-stress mediated cell death pathway.","Uromodulin mutant and wild type littermate controls were aged to 6, 12, 24, and 30 weeks of age. Total RNA was isolated from whole kidney tissue and from isolated, Uromodulin positive cells at each timepoint.",28990932,,,119664,GPL17021,Mus musculus,GSE,Expression profiling by high throughput sequencing,2017/09/01,107,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE102nnn/GSE102566/,Uromodulin p.Cys147Trp mutation drives kidney disease by activating ER stress and apoptosis.,The Journal of clinical investigation,2017 Nov 1,10.1172/JCI93817,Ground Control Rerun
