Unnamed: 0,gsm,score,gse,title,source_name,characteristics,geo_summary,geo_design,pubmed_ids,tissue,species,archs4_index,geo_platform_biopython,geo_taxon_biopython,geo_entry_type_biopython,geo_gds_type_biopython,geo_pdat_biopython,geo_n_samples_biopython,geo_ftp_link_biopython,pubmed_title_biopython,pubmed_journal_biopython,pubmed_pub_date_biopython,pubmed_doi_biopython,spaceflight
0,GSM7014998,0.9956967234611512,GSE253060,Secreted Phospholipase PLA2G5 Acts as a Self-Venom in Sepsis by Mediating Hemolysis,,"strain: C57BL6/J,cohort: MVA,days post infection: 3,mouse id: M79,experiment id: exp1,sequencing batch: 1","Sepsis is a systemic response to infection with life-threatening consequences such as hemolysis, a predictor of mortality risks for the disease. Here, by measuring organism-wide changes in gene expression, we discovered that the secreted phospholipase PLA2G5 is induced in colon cell types during sepsis. The genetic deletion and antibody blockade of PLA2G5 abrogated the lethal effects of sepsis. PLA2G5 blockade during sepsis led to an increase in splenic red pulp macrophages and iron homeostasis, linking PLA2G5 to red blood cell homeostasis during sepsis. Mechanistically, bloodborne PLA2G5 led to intravascular hemolysis through its lipolytic activity on red blood cell membranes. In humans with sepsis, the plasma level of PLA2G5 was elevated and predictive of disease severity and mortality. We conclude that sepsis corrupts PLA2G5 from the gut into becoming a systemic self-venom which is toxic for host red blood cells.",We performed the experiment and 1 dataset was generated from the following experiments and samples: (1) Pla2g5 neutralizing antibody.,42065235,,,733168,GPL21626,Mus musculus,GSE,Expression profiling by high throughput sequencing,2024/01/11,90,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE253nnn/GSE253060/,Secreted phospholipase PLA2G5 acts as a hemolytic factor in sepsis.,The Journal of clinical investigation,2026 May 1,10.1172/JCI195001,Ground Control
1,GSM6689390,0.9945818781852722,GSE216717,Cancer cell genetics shaping of the tumor microenvironment reveals myeloid cell-centric exploitable vulnerabilities in hepatocellular carcinoma.,,"strain: C57BL6/J,cohort: MVA7+WR,days post infection: 5,mouse id: M110,experiment id: exp1,sequencing batch: 1",This SuperSeries is composed of the SubSeries listed below.,Refer to individual Series,38519484,,,697680,GPL21626; GPL24247,Mus musculus,GSE,Expression profiling by high throughput sequencing; Other,2024/02/22,64,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE216nnn/GSE216717/,Cancer cell genetics shaping of the tumor microenvironment reveals myeloid cell-centric exploitable vulnerabilities in hepatocellular carcinoma.,Nature communications,2024 Mar 22,10.1038/s41467-024-46835-2,Ground Control
2,GSM2594297,0.9943281412124634,GSE87633,Organism-level analysis of vaccination reveals networks of protection across tissues,,"strain: C57BL6/J,cohort: WR,days post infection: 3,mouse id: M81,experiment id: exp1,sequencing batch: 1","Whole organs or CD8+ T cell populations sorted by FACS from tissues were isolated at various time points following vaccination with Vaccinia virus strain Modified Vaccinia Ankara (MVA; subcutaneously) and/or infection with strain Western Reserve (WR; intranasally). Total RNA was extracted from whole organs or sorted cell populations, RNA-seq libraries were prepared with a custom protocol, and sequenced at an average depth of ~5M/sample.","We compared three types of immune responses in vivo: (1) vaccinating (MVA only; 10^7 PFUs subcutaneously), (2) lethal (WR only; 10^7 PFUs intranasally), and (3) protective (MVA followed by WR challenge; same doses and routes as in 1 and 2, respectively). Overall, 6 datasets were generated from the following experiments and samples: (i) Whole-tissue samples from MVA, WR, MVA+WR cohorts with WR challenge at day 7, 21 (Exp. 1), or 80 (Exp. 2) in wild-type mice; (ii) Whole-tissue samples from MVA+WR at day 21 in wild-type versus knockout animals: Tcra-/- (Exp. 3), and Ifng-/-, Il22-/-, and Csf2-/- (Exp. 5); (iii) Sorted CD8+ T cell populations profiled from tissues of MVA-vaccinated (day 21) and control mice with (Exp. 6) or without (Exp. 4) intravascular staining (anti-CD45-PE antibody) to distinguish parenchyma-associated from vasculature-associated cells.",28942919,,,111525,GPL13112; GPL19057; GPL17021,Mus musculus,GSE,Expression profiling by high throughput sequencing,2017/09/21,737,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE87nnn/GSE87633/,Organism-Level Analysis of Vaccination Reveals Networks of Protection across Tissues.,Cell,2017 Oct 5,10.1016/j.cell.2017.08.024,Ground Control
3,GSM2594296,0.9941603541374208,GSE87633,Organism-level analysis of vaccination reveals networks of protection across tissues,,"strain: C57BL6/J,cohort: WR,days post infection: 3,mouse id: M84,experiment id: exp1,sequencing batch: 1","Whole organs or CD8+ T cell populations sorted by FACS from tissues were isolated at various time points following vaccination with Vaccinia virus strain Modified Vaccinia Ankara (MVA; subcutaneously) and/or infection with strain Western Reserve (WR; intranasally). Total RNA was extracted from whole organs or sorted cell populations, RNA-seq libraries were prepared with a custom protocol, and sequenced at an average depth of ~5M/sample.","We compared three types of immune responses in vivo: (1) vaccinating (MVA only; 10^7 PFUs subcutaneously), (2) lethal (WR only; 10^7 PFUs intranasally), and (3) protective (MVA followed by WR challenge; same doses and routes as in 1 and 2, respectively). Overall, 6 datasets were generated from the following experiments and samples: (i) Whole-tissue samples from MVA, WR, MVA+WR cohorts with WR challenge at day 7, 21 (Exp. 1), or 80 (Exp. 2) in wild-type mice; (ii) Whole-tissue samples from MVA+WR at day 21 in wild-type versus knockout animals: Tcra-/- (Exp. 3), and Ifng-/-, Il22-/-, and Csf2-/- (Exp. 5); (iii) Sorted CD8+ T cell populations profiled from tissues of MVA-vaccinated (day 21) and control mice with (Exp. 6) or without (Exp. 4) intravascular staining (anti-CD45-PE antibody) to distinguish parenchyma-associated from vasculature-associated cells.",28942919,,,111524,GPL13112; GPL19057; GPL17021,Mus musculus,GSE,Expression profiling by high throughput sequencing,2017/09/21,737,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE87nnn/GSE87633/,Organism-Level Analysis of Vaccination Reveals Networks of Protection across Tissues.,Cell,2017 Oct 5,10.1016/j.cell.2017.08.024,Ground Control
4,GSM2594288,0.994081437587738,GSE87633,Organism-level analysis of vaccination reveals networks of protection across tissues,,"strain: C57BL6/J,cohort: WR,days post infection: 5,mouse id: M106,experiment id: exp1,sequencing batch: 1","Whole organs or CD8+ T cell populations sorted by FACS from tissues were isolated at various time points following vaccination with Vaccinia virus strain Modified Vaccinia Ankara (MVA; subcutaneously) and/or infection with strain Western Reserve (WR; intranasally). Total RNA was extracted from whole organs or sorted cell populations, RNA-seq libraries were prepared with a custom protocol, and sequenced at an average depth of ~5M/sample.","We compared three types of immune responses in vivo: (1) vaccinating (MVA only; 10^7 PFUs subcutaneously), (2) lethal (WR only; 10^7 PFUs intranasally), and (3) protective (MVA followed by WR challenge; same doses and routes as in 1 and 2, respectively). Overall, 6 datasets were generated from the following experiments and samples: (i) Whole-tissue samples from MVA, WR, MVA+WR cohorts with WR challenge at day 7, 21 (Exp. 1), or 80 (Exp. 2) in wild-type mice; (ii) Whole-tissue samples from MVA+WR at day 21 in wild-type versus knockout animals: Tcra-/- (Exp. 3), and Ifng-/-, Il22-/-, and Csf2-/- (Exp. 5); (iii) Sorted CD8+ T cell populations profiled from tissues of MVA-vaccinated (day 21) and control mice with (Exp. 6) or without (Exp. 4) intravascular staining (anti-CD45-PE antibody) to distinguish parenchyma-associated from vasculature-associated cells.",28942919,,,111518,GPL13112; GPL19057; GPL17021,Mus musculus,GSE,Expression profiling by high throughput sequencing,2017/09/21,737,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE87nnn/GSE87633/,Organism-Level Analysis of Vaccination Reveals Networks of Protection across Tissues.,Cell,2017 Oct 5,10.1016/j.cell.2017.08.024,Ground Control
5,GSM2594289,0.9938794374465942,GSE87633,Organism-level analysis of vaccination reveals networks of protection across tissues,,"strain: C57BL6/J,cohort: Uninfected,days post infection: 0,mouse id: M3,experiment id: exp3,sequencing batch: 7","Whole organs or CD8+ T cell populations sorted by FACS from tissues were isolated at various time points following vaccination with Vaccinia virus strain Modified Vaccinia Ankara (MVA; subcutaneously) and/or infection with strain Western Reserve (WR; intranasally). Total RNA was extracted from whole organs or sorted cell populations, RNA-seq libraries were prepared with a custom protocol, and sequenced at an average depth of ~5M/sample.","We compared three types of immune responses in vivo: (1) vaccinating (MVA only; 10^7 PFUs subcutaneously), (2) lethal (WR only; 10^7 PFUs intranasally), and (3) protective (MVA followed by WR challenge; same doses and routes as in 1 and 2, respectively). Overall, 6 datasets were generated from the following experiments and samples: (i) Whole-tissue samples from MVA, WR, MVA+WR cohorts with WR challenge at day 7, 21 (Exp. 1), or 80 (Exp. 2) in wild-type mice; (ii) Whole-tissue samples from MVA+WR at day 21 in wild-type versus knockout animals: Tcra-/- (Exp. 3), and Ifng-/-, Il22-/-, and Csf2-/- (Exp. 5); (iii) Sorted CD8+ T cell populations profiled from tissues of MVA-vaccinated (day 21) and control mice with (Exp. 6) or without (Exp. 4) intravascular staining (anti-CD45-PE antibody) to distinguish parenchyma-associated from vasculature-associated cells.",28942919,,,111519,GPL13112; GPL19057; GPL17021,Mus musculus,GSE,Expression profiling by high throughput sequencing,2017/09/21,737,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE87nnn/GSE87633/,Organism-Level Analysis of Vaccination Reveals Networks of Protection across Tissues.,Cell,2017 Oct 5,10.1016/j.cell.2017.08.024,Ground Control
6,GSM2594291,0.9938037395477296,GSE87633,Organism-level analysis of vaccination reveals networks of protection across tissues,,"strain: C57BL6/J,cohort: Uninfected,days post infection: 0,mouse id: M4,experiment id: exp3,sequencing batch: 7","Whole organs or CD8+ T cell populations sorted by FACS from tissues were isolated at various time points following vaccination with Vaccinia virus strain Modified Vaccinia Ankara (MVA; subcutaneously) and/or infection with strain Western Reserve (WR; intranasally). Total RNA was extracted from whole organs or sorted cell populations, RNA-seq libraries were prepared with a custom protocol, and sequenced at an average depth of ~5M/sample.","We compared three types of immune responses in vivo: (1) vaccinating (MVA only; 10^7 PFUs subcutaneously), (2) lethal (WR only; 10^7 PFUs intranasally), and (3) protective (MVA followed by WR challenge; same doses and routes as in 1 and 2, respectively). Overall, 6 datasets were generated from the following experiments and samples: (i) Whole-tissue samples from MVA, WR, MVA+WR cohorts with WR challenge at day 7, 21 (Exp. 1), or 80 (Exp. 2) in wild-type mice; (ii) Whole-tissue samples from MVA+WR at day 21 in wild-type versus knockout animals: Tcra-/- (Exp. 3), and Ifng-/-, Il22-/-, and Csf2-/- (Exp. 5); (iii) Sorted CD8+ T cell populations profiled from tissues of MVA-vaccinated (day 21) and control mice with (Exp. 6) or without (Exp. 4) intravascular staining (anti-CD45-PE antibody) to distinguish parenchyma-associated from vasculature-associated cells.",28942919,,,111521,GPL13112; GPL19057; GPL17021,Mus musculus,GSE,Expression profiling by high throughput sequencing,2017/09/21,737,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE87nnn/GSE87633/,Organism-Level Analysis of Vaccination Reveals Networks of Protection across Tissues.,Cell,2017 Oct 5,10.1016/j.cell.2017.08.024,Ground Control
7,GSM5721592,0.993791162967682,GSE190389,Diurnal transcriptome landscape of a multi-tissue response to time restricted feeding in mammals,,"strain: C57BL6/J,cohort: MVA21+WR,days post infection: 1.5,mouse id: M5,experiment id: exp3,sequencing batch: 7","Time-restricted feeding (TRF) is an emerging behavioral nutrition intervention that sustains a daily cycle of feeding and fasting. TRF in animals and humans has shown pleiotropic health benefits arising from multiple organ systems, yet the molecular basis of TRF is not well understood. We subjected mice to isocaloric ad libitum feeding (ALF) or TRF of Western diet, and examined gene expression changes in 22 different brain regions and peripheral organs collected every 2 hour over 24 hour. We discovered TRF profoundly impacts gene expression. Nearly 80% of genes show significant differential expression or rhythmicity under TRF in at least one tissue. Functional annotation of these changes highlight tissue and pathway specific impacts of TRF. These findings and resources will offer a framework for future mechanistic studies, and guide human TRE interventions for various disease conditions with or without pharmacotherapies.",Diurnal mRNA expression profiles from 22 tissues from mice subjected to ad-libitum feeding (ALF) or 9 hr time-restricted feeding (TRF) of Western diet. 1035 libraries were sequenced. Each library was sequenced 1 to 4 times (1677 total samples). The 'description' column includes the library names of the samples.,36599299,,,575787,GPL17021; GPL24247,Mus musculus,GSE,Expression profiling by high throughput sequencing,2022/12/20,1677,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE190nnn/GSE190389/,Diurnal transcriptome landscape of a multi-tissue response to time-restricted feeding in mammals.,Cell metabolism,2023 Jan 3,10.1016/j.cmet.2022.12.006,Ground Control
8,GSM2594290,0.9937665462493896,GSE87633,Organism-level analysis of vaccination reveals networks of protection across tissues,,"strain: C57BL6/J,cohort: MVA21+WR,days post infection: 1.5,mouse id: M6,experiment id: exp3,sequencing batch: 7","Whole organs or CD8+ T cell populations sorted by FACS from tissues were isolated at various time points following vaccination with Vaccinia virus strain Modified Vaccinia Ankara (MVA; subcutaneously) and/or infection with strain Western Reserve (WR; intranasally). Total RNA was extracted from whole organs or sorted cell populations, RNA-seq libraries were prepared with a custom protocol, and sequenced at an average depth of ~5M/sample.","We compared three types of immune responses in vivo: (1) vaccinating (MVA only; 10^7 PFUs subcutaneously), (2) lethal (WR only; 10^7 PFUs intranasally), and (3) protective (MVA followed by WR challenge; same doses and routes as in 1 and 2, respectively). Overall, 6 datasets were generated from the following experiments and samples: (i) Whole-tissue samples from MVA, WR, MVA+WR cohorts with WR challenge at day 7, 21 (Exp. 1), or 80 (Exp. 2) in wild-type mice; (ii) Whole-tissue samples from MVA+WR at day 21 in wild-type versus knockout animals: Tcra-/- (Exp. 3), and Ifng-/-, Il22-/-, and Csf2-/- (Exp. 5); (iii) Sorted CD8+ T cell populations profiled from tissues of MVA-vaccinated (day 21) and control mice with (Exp. 6) or without (Exp. 4) intravascular staining (anti-CD45-PE antibody) to distinguish parenchyma-associated from vasculature-associated cells.",28942919,,,111520,GPL13112; GPL19057; GPL17021,Mus musculus,GSE,Expression profiling by high throughput sequencing,2017/09/21,737,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE87nnn/GSE87633/,Organism-Level Analysis of Vaccination Reveals Networks of Protection across Tissues.,Cell,2017 Oct 5,10.1016/j.cell.2017.08.024,Ground Control
9,GSM2594106,0.9937419891357422,GSE87633,Organism-level analysis of vaccination reveals networks of protection across tissues,,"strain: TCRa KO,cohort: MVA21+WR,days post infection: 1.5,mouse id: M11,experiment id: exp3,sequencing batch: 7","Whole organs or CD8+ T cell populations sorted by FACS from tissues were isolated at various time points following vaccination with Vaccinia virus strain Modified Vaccinia Ankara (MVA; subcutaneously) and/or infection with strain Western Reserve (WR; intranasally). Total RNA was extracted from whole organs or sorted cell populations, RNA-seq libraries were prepared with a custom protocol, and sequenced at an average depth of ~5M/sample.","We compared three types of immune responses in vivo: (1) vaccinating (MVA only; 10^7 PFUs subcutaneously), (2) lethal (WR only; 10^7 PFUs intranasally), and (3) protective (MVA followed by WR challenge; same doses and routes as in 1 and 2, respectively). Overall, 6 datasets were generated from the following experiments and samples: (i) Whole-tissue samples from MVA, WR, MVA+WR cohorts with WR challenge at day 7, 21 (Exp. 1), or 80 (Exp. 2) in wild-type mice; (ii) Whole-tissue samples from MVA+WR at day 21 in wild-type versus knockout animals: Tcra-/- (Exp. 3), and Ifng-/-, Il22-/-, and Csf2-/- (Exp. 5); (iii) Sorted CD8+ T cell populations profiled from tissues of MVA-vaccinated (day 21) and control mice with (Exp. 6) or without (Exp. 4) intravascular staining (anti-CD45-PE antibody) to distinguish parenchyma-associated from vasculature-associated cells.",28942919,,,111462,GPL13112; GPL19057; GPL17021,Mus musculus,GSE,Expression profiling by high throughput sequencing,2017/09/21,737,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE87nnn/GSE87633/,Organism-Level Analysis of Vaccination Reveals Networks of Protection across Tissues.,Cell,2017 Oct 5,10.1016/j.cell.2017.08.024,Ground Control
