Unnamed: 0,gsm,score,gse,title,source_name,characteristics,geo_summary,geo_design,pubmed_ids,tissue,species,archs4_index,geo_platform_biopython,geo_taxon_biopython,geo_entry_type_biopython,geo_gds_type_biopython,geo_pdat_biopython,geo_n_samples_biopython,geo_ftp_link_biopython,pubmed_title_biopython,pubmed_journal_biopython,pubmed_pub_date_biopython,pubmed_doi_biopython,spaceflight
0,GSM4063459,0.998742938041687,GSE136948,FoxO Transcription Factors Are Critical Regulators of Diabetes-Related Muscle Atrophy,,"strain/background: C57Bl/6,tissue: Quadriceps muscle,diet: Oral gavage vehicle","Insulin deficiency and uncontrolled diabetes lead to a catabolic state with decreased muscle strength, contributing to disease-related morbidity. FoxO transcription factors are suppressed by insulin and thus are key mediators of insulin action. To study their role in diabetic muscle wasting, we created mice with muscle-specific triple knockout of FoxO1/3/4 and induced diabetes in these M-FoxO-TKO mice with streptozotocin (STZ). Muscle mass and myofiber area were decreased 20-30% in STZ-Diabetes mice due to increased ubiquitin-proteasome degradation and autophagy alterations, characterized by increased LC3-containing vesicles, and elevated levels of phosphorylated ULK1 and LC3-II. Both the muscle loss and markers of increased degradation/autophagy were completely prevented in STZ FoxO-TKO mice. Transcriptomic analyses revealed FoxO-dependent increases in ubiquitin-mediated proteolysis pathways in STZ-Diabetes, including regulation of Fbxo32 (Atrogin1), Trim63 (MuRF1), Bnip3L, and Gabarapl. These same genes were increased 1.4- to 3.3-fold in muscle from humans with type 1 diabetes after short-term insulin deprivation. Thus, FoxO-regulated genes play a rate-limiting role in increased protein degradation and muscle atrophy in insulin-deficient diabetes.","Muscle-specific FoxO1, FoxO3, and FoxO4 triple knockout (M-FoxO-TKO) mice were generated using ACTA1-Cre (stock number 006149; The Jackson Laboratory) and FoxO1/3/4 triple floxed mice, provided by Dr. Domenico Accili, Colombia University Medical Center. Littermate controls were used for all experiments, as the mice are on a mixed background containing C57Blk6, C57Blk6J, and 129 strains. For STZ treatments, mice were fasted overnight and then injected intraperitoneally with a single high dose of STZ (150 mg/kg) (S0130; Sigma) dissolved in 100 mmol/L citrate buffer (pH 4.5) or injected with citrate buffer alone as a control, then immediately given access to food. Female mice were given a 150 mg/kg dose followed by a 75 mg/kg dose of STZ on day 3, since female mice are less responsive to STZ (24). Mice were monitored for hyperglycemia on days 3, 7, 12, and 15, and only mice in which random blood glucose remained >300 mg/dL for the following 9–12 days were used for experiments.",30523026,,,293038,GPL17021,Mus musculus,GSE,Expression profiling by high throughput sequencing,2019/09/05,21,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE136nnn/GSE136948/,FoxO Transcription Factors Are Critical Regulators of Diabetes-Related Muscle Atrophy.,Diabetes,2019 Mar,10.2337/db18-0416,Ground Control
1,GSM5829345,0.998680591583252,GSE194145,Metabolic subgroups of Diversity Outbred mice show distinct phenotypic and transcriptomic signatures of obesity and insulin resistance,,"strain: C57B6/J,tissue: Gastrocnemius muscle,age: 10-11-week-old,gender: Male,treatment: Sedentary,phase: Active phase (ZT15),zt: 12","Clinicians and researchers are turning towards precision medicine to treat and prevent obesity and diabetes, given the known contributions of genetics to these metabolic diseases and the wide variability reported in response to treatments. Animal models that incorporate the genetic diversity present in the human population may help discover novel genetic contributors to metabolic disease and test potential treatments. We characterized the Diversity Outbred (DO) mouse population as a model in which to study interindividual variability in metabolic disease and investigated the presence of metabolic subgroups within the population. Glucose metabolism was assessed in male Diversity Outbred (DO) mice after consumption of a high-fat diet for 14 weeks and profiled transcriptomic changes in liver, adipose, and muscle—key tissues involved in glucose homeostasis. To identify metabolic subgroups, we applied classification and regression tree analyses to metabolic phenotype measures as well as transcriptomic data. These findings suggest that DO mice exhibit a diversity of metabolic phenotypes that can be segmented into subgroups using a machine learning approach. The metabolic subgroups observed in the DO may be a useful for probing the phenotypic variability in metabolic disease observed in humans.","Male DO mice received either control or high-fat diet (HFD) for 14 weeks. At study start animals were randomized and half of the mice (N=75) were placed on the High Fat diet (60 kcal %, D12492/D12492N; Research Diets, New Brunswick, NJ)  while the other half (N=75) continued receiving control diet ad libitum. Animals were examined for morbidity and clinical observation twice daily on weekdays and once daily on weekends and holidays. Body weight was measured prior to blood collection on week 1 and then weekly for the remainder of the study. Feed consumption was monitored weekly. During Week 1, 5, 9, and 14, mice were fasted for a period of 4-5 hours and resting-state glucose levels were measured. After 12 weeks, an oral glucose tolerance test was also conducted after mice were fasted overnight (approximately 16-18 hours). Serum insulin and leptin content as well as routine clinical chemistry were also measured. After 14 weeks animals were necropsied and tissues collected. Samples of liver, muscle, and adipose (abdominal) tissue were frozen in liquid nitrogen and stored at or below -70 degrees C. Total RNA was extracted from small sub-samples of these three tissues and gene expression was measured to investigate potential molecular changes driving variability among mice to allow subgroupings. Metabolic subgroups were identified using a machine-learning algorithm.",,,,593508,GPL16417,Mus musculus,GSE,Expression profiling by high throughput sequencing,2022/12/30,446,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE194nnn/GSE194145/,,,,,Ground Control
2,GSM5388344,0.9986331462860109,GSE178356,Insulin and IGF-1 Receptors Regulate Complex-I Dependent Mitochondrial Bioenergetics and Supercomplexes via FoxOs in Muscle,,"genotype: Lox,drug: STZ,tissue: Muscle","Decreased skeletal muscle strength and mitochondrial dysfunction are characteristic of diabetes. Action of insulin through insulin receptor (IR) and IGF-1 receptor (IGF1R) maintain muscle mass via suppression of FoxOs, but whether FoxO activation coordinates atrophy in concert with mitochondrial dysfunction is unknown. In the absence of systemic glucose or lipid abnormalities, muscle-specific IR knockout (MIRKO) or combined IR/IGF1R knockout (MIGIRKO) impaired mitochondrial respiration, decreased ATP production, and increased ROS. These mitochondrial abnormalities were not present in muscle-specific IR/IGF1R and FoxO1/3/4 quintuple knockout mice (QKO). Although autophagy was increased when IR/IGF1R were deleted in muscle, mitophagy was not increased. Mechanistically, RNA-seq revealed that complex-I core subunits were decreased in MIGIRKO muscle, and these were reversed with FoxO knockout. Thus, insulin-deficient diabetes or loss of insulin/IGF-1 action in muscle decreases complex-I driven mitochondrial respiration and supercomplex assembly, in part by FoxO-mediated repression of Complex-I subunit expression.","Male mice were used in all animal studies unless stated otherwise. Muscle-specific IR knock-out (MIRKO), IGF1R knock-out (MIGF1RKO) combined IR/IGF1R knock-out (MIGIRKO), and combined IR/IGF1R with FoxO1/3/4 quintuple knock-out (QKO) mice were generated as previously described (PMID: 25981038, 27525440). Briefly, MIRKO, MIGIRKO, and QKO mice were generated using Acta1-Cre (stock 006149; Jackson Laboratory).  Each mouse line was maintained in a separate colony and floxed littermates were used as controls in each experiment. All animals were on a mixed background containing C57Blk6, C57Blk6J, and 129 strains and as such may contain random mutations in the Nnt (Nicotinamide nucleotide transhydrogenase) gene.  A post-hoc determination of Nnt genotype revealed that MIGIRKO and IRIGFRlox were heterozygous, whereas other strains (MIRKO, IRlox, QKO, and Qlox were mixed homozygous and heterozygous for Nnt gene (data not shown), but did not correlate with the mitochondrial differences demonstrated in our study.",,,,512564,GPL17021,Mus musculus,GSE,Expression profiling by high throughput sequencing,2021/07/21,34,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE178nnn/GSE178356/,,,,,Ground Control
3,GSM4063469,0.9985291957855223,GSE136948,FoxO Transcription Factors Are Critical Regulators of Diabetes-Related Muscle Atrophy,,"genotype: Lox,drug: STZ,tissue: Muscle","Insulin deficiency and uncontrolled diabetes lead to a catabolic state with decreased muscle strength, contributing to disease-related morbidity. FoxO transcription factors are suppressed by insulin and thus are key mediators of insulin action. To study their role in diabetic muscle wasting, we created mice with muscle-specific triple knockout of FoxO1/3/4 and induced diabetes in these M-FoxO-TKO mice with streptozotocin (STZ). Muscle mass and myofiber area were decreased 20-30% in STZ-Diabetes mice due to increased ubiquitin-proteasome degradation and autophagy alterations, characterized by increased LC3-containing vesicles, and elevated levels of phosphorylated ULK1 and LC3-II. Both the muscle loss and markers of increased degradation/autophagy were completely prevented in STZ FoxO-TKO mice. Transcriptomic analyses revealed FoxO-dependent increases in ubiquitin-mediated proteolysis pathways in STZ-Diabetes, including regulation of Fbxo32 (Atrogin1), Trim63 (MuRF1), Bnip3L, and Gabarapl. These same genes were increased 1.4- to 3.3-fold in muscle from humans with type 1 diabetes after short-term insulin deprivation. Thus, FoxO-regulated genes play a rate-limiting role in increased protein degradation and muscle atrophy in insulin-deficient diabetes.","Muscle-specific FoxO1, FoxO3, and FoxO4 triple knockout (M-FoxO-TKO) mice were generated using ACTA1-Cre (stock number 006149; The Jackson Laboratory) and FoxO1/3/4 triple floxed mice, provided by Dr. Domenico Accili, Colombia University Medical Center. Littermate controls were used for all experiments, as the mice are on a mixed background containing C57Blk6, C57Blk6J, and 129 strains. For STZ treatments, mice were fasted overnight and then injected intraperitoneally with a single high dose of STZ (150 mg/kg) (S0130; Sigma) dissolved in 100 mmol/L citrate buffer (pH 4.5) or injected with citrate buffer alone as a control, then immediately given access to food. Female mice were given a 150 mg/kg dose followed by a 75 mg/kg dose of STZ on day 3, since female mice are less responsive to STZ (24). Mice were monitored for hyperglycemia on days 3, 7, 12, and 15, and only mice in which random blood glucose remained >300 mg/dL for the following 9–12 days were used for experiments.",30523026,,,293045,GPL17021,Mus musculus,GSE,Expression profiling by high throughput sequencing,2019/09/05,21,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE136nnn/GSE136948/,FoxO Transcription Factors Are Critical Regulators of Diabetes-Related Muscle Atrophy.,Diabetes,2019 Mar,10.2337/db18-0416,Ground Control
4,GSM5829472,0.99848473072052,GSE194145,Metabolic subgroups of Diversity Outbred mice show distinct phenotypic and transcriptomic signatures of obesity and insulin resistance,,"strain background: mixed,genotype: KO,genotype: MIGF1RKO,tissue: Muscle","Clinicians and researchers are turning towards precision medicine to treat and prevent obesity and diabetes, given the known contributions of genetics to these metabolic diseases and the wide variability reported in response to treatments. Animal models that incorporate the genetic diversity present in the human population may help discover novel genetic contributors to metabolic disease and test potential treatments. We characterized the Diversity Outbred (DO) mouse population as a model in which to study interindividual variability in metabolic disease and investigated the presence of metabolic subgroups within the population. Glucose metabolism was assessed in male Diversity Outbred (DO) mice after consumption of a high-fat diet for 14 weeks and profiled transcriptomic changes in liver, adipose, and muscle—key tissues involved in glucose homeostasis. To identify metabolic subgroups, we applied classification and regression tree analyses to metabolic phenotype measures as well as transcriptomic data. These findings suggest that DO mice exhibit a diversity of metabolic phenotypes that can be segmented into subgroups using a machine learning approach. The metabolic subgroups observed in the DO may be a useful for probing the phenotypic variability in metabolic disease observed in humans.","Male DO mice received either control or high-fat diet (HFD) for 14 weeks. At study start animals were randomized and half of the mice (N=75) were placed on the High Fat diet (60 kcal %, D12492/D12492N; Research Diets, New Brunswick, NJ)  while the other half (N=75) continued receiving control diet ad libitum. Animals were examined for morbidity and clinical observation twice daily on weekdays and once daily on weekends and holidays. Body weight was measured prior to blood collection on week 1 and then weekly for the remainder of the study. Feed consumption was monitored weekly. During Week 1, 5, 9, and 14, mice were fasted for a period of 4-5 hours and resting-state glucose levels were measured. After 12 weeks, an oral glucose tolerance test was also conducted after mice were fasted overnight (approximately 16-18 hours). Serum insulin and leptin content as well as routine clinical chemistry were also measured. After 14 weeks animals were necropsied and tissues collected. Samples of liver, muscle, and adipose (abdominal) tissue were frozen in liquid nitrogen and stored at or below -70 degrees C. Total RNA was extracted from small sub-samples of these three tissues and gene expression was measured to investigate potential molecular changes driving variability among mice to allow subgroupings. Metabolic subgroups were identified using a machine-learning algorithm.",,,,593630,GPL16417,Mus musculus,GSE,Expression profiling by high throughput sequencing,2022/12/30,446,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE194nnn/GSE194145/,,,,,Ground Control
5,GSM5829352,0.9984503984451294,GSE194145,Metabolic subgroups of Diversity Outbred mice show distinct phenotypic and transcriptomic signatures of obesity and insulin resistance,,"strain background: mixed,genotype: KO,genotype: QKO,tissue: Muscle","Clinicians and researchers are turning towards precision medicine to treat and prevent obesity and diabetes, given the known contributions of genetics to these metabolic diseases and the wide variability reported in response to treatments. Animal models that incorporate the genetic diversity present in the human population may help discover novel genetic contributors to metabolic disease and test potential treatments. We characterized the Diversity Outbred (DO) mouse population as a model in which to study interindividual variability in metabolic disease and investigated the presence of metabolic subgroups within the population. Glucose metabolism was assessed in male Diversity Outbred (DO) mice after consumption of a high-fat diet for 14 weeks and profiled transcriptomic changes in liver, adipose, and muscle—key tissues involved in glucose homeostasis. To identify metabolic subgroups, we applied classification and regression tree analyses to metabolic phenotype measures as well as transcriptomic data. These findings suggest that DO mice exhibit a diversity of metabolic phenotypes that can be segmented into subgroups using a machine learning approach. The metabolic subgroups observed in the DO may be a useful for probing the phenotypic variability in metabolic disease observed in humans.","Male DO mice received either control or high-fat diet (HFD) for 14 weeks. At study start animals were randomized and half of the mice (N=75) were placed on the High Fat diet (60 kcal %, D12492/D12492N; Research Diets, New Brunswick, NJ)  while the other half (N=75) continued receiving control diet ad libitum. Animals were examined for morbidity and clinical observation twice daily on weekdays and once daily on weekends and holidays. Body weight was measured prior to blood collection on week 1 and then weekly for the remainder of the study. Feed consumption was monitored weekly. During Week 1, 5, 9, and 14, mice were fasted for a period of 4-5 hours and resting-state glucose levels were measured. After 12 weeks, an oral glucose tolerance test was also conducted after mice were fasted overnight (approximately 16-18 hours). Serum insulin and leptin content as well as routine clinical chemistry were also measured. After 14 weeks animals were necropsied and tissues collected. Samples of liver, muscle, and adipose (abdominal) tissue were frozen in liquid nitrogen and stored at or below -70 degrees C. Total RNA was extracted from small sub-samples of these three tissues and gene expression was measured to investigate potential molecular changes driving variability among mice to allow subgroupings. Metabolic subgroups were identified using a machine-learning algorithm.",,,,593515,GPL16417,Mus musculus,GSE,Expression profiling by high throughput sequencing,2022/12/30,446,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE194nnn/GSE194145/,,,,,Ground Control
6,GSM8250863,0.9984344244003296,GSE266567,"Transcriptome profiling of non-islet metabolic tissues in ~500 DO mouse liver, adipose, and skeletal muscle tissue from mice fed high-fat, high-sugar diet. [skeletal muscle]",,"strain: C57BL/6,tissue: Quadriceps,experimental group: Ground","Perform RNAseq with existing frozen mouse DO tissues from ~500 DO mice were sensitized on a HFHS diet (Keller, Gatti et al. 2018). The same mice have been extensively characterized for T2D-relevant clinical phenotypes, ex-vivo islet function, and other features including microbiome profiling.  Gene expression and proteomic profiling has already been completed in islets. We will collect and analyze the genetic architecture of gene expression in liver, adipose, skeletal muscle. Tissues will be sent to JAX Bar Harbor from Alan Attie’s lab. These tissues were from the same mice used for transcriptome analysis of islets (Genetics May 1, 2018 vol. 209 no. 1 335-356)",transcription profiling by high-throughput sequencing design,39386475;40595617,,,857057,GPL24247,Mus musculus,GSE,Expression profiling by high throughput sequencing,2024/05/10,474,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE266nnn/GSE266567/,Transcripts with high distal heritability mediate genetic effects on complex metabolic traits.,bioRxiv : the preprint server for biology,2024 Sep 27,10.1101/2024.09.26.613931,Ground Control
7,GSM8249947,0.9984344244003296,GSE266549,"Transcriptome profiling of non-islet metabolic tissues in ~500 DO mouse liver, adipose, and skeletal muscle tissue from mice fed high-fat, high-sugar diet. [Adipose]",,"tissue: Muscle,Sex: male,feed type: Control,duration: 14,duration unit: weeks","Perform RNAseq with existing frozen mouse DO tissues from ~500 DO mice were sensitized on a HFHS diet (Keller, Gatti et al. 2018). The same mice have been extensively characterized for T2D-relevant clinical phenotypes, ex-vivo islet function, and other features including microbiome profiling.  Gene expression and proteomic profiling has already been completed in islets. We will collect and analyze the genetic architecture of gene expression in liver, adipose, skeletal muscle. Tissues will be sent to JAX Bar Harbor from Alan Attie’s lab. These tissues were from the same mice used for transcriptome analysis of islets (Genetics May 1, 2018 vol. 209 no. 1 335-356)",transcription profiling by high-throughput sequencing design,39386475;40595617,,,856586,GPL24247,Mus musculus,GSE,Expression profiling by high throughput sequencing,2024/05/10,468,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE266nnn/GSE266549/,Transcripts with high distal heritability mediate genetic effects on complex metabolic traits.,bioRxiv : the preprint server for biology,2024 Sep 27,10.1101/2024.09.26.613931,Ground Control
8,GSM5388341,0.9983956813812256,GSE178356,Insulin and IGF-1 Receptors Regulate Complex-I Dependent Mitochondrial Bioenergetics and Supercomplexes via FoxOs in Muscle,,"tissue: Muscle,Sex: male,feed type: Control,duration: 14,duration unit: weeks","Decreased skeletal muscle strength and mitochondrial dysfunction are characteristic of diabetes. Action of insulin through insulin receptor (IR) and IGF-1 receptor (IGF1R) maintain muscle mass via suppression of FoxOs, but whether FoxO activation coordinates atrophy in concert with mitochondrial dysfunction is unknown. In the absence of systemic glucose or lipid abnormalities, muscle-specific IR knockout (MIRKO) or combined IR/IGF1R knockout (MIGIRKO) impaired mitochondrial respiration, decreased ATP production, and increased ROS. These mitochondrial abnormalities were not present in muscle-specific IR/IGF1R and FoxO1/3/4 quintuple knockout mice (QKO). Although autophagy was increased when IR/IGF1R were deleted in muscle, mitophagy was not increased. Mechanistically, RNA-seq revealed that complex-I core subunits were decreased in MIGIRKO muscle, and these were reversed with FoxO knockout. Thus, insulin-deficient diabetes or loss of insulin/IGF-1 action in muscle decreases complex-I driven mitochondrial respiration and supercomplex assembly, in part by FoxO-mediated repression of Complex-I subunit expression.","Male mice were used in all animal studies unless stated otherwise. Muscle-specific IR knock-out (MIRKO), IGF1R knock-out (MIGF1RKO) combined IR/IGF1R knock-out (MIGIRKO), and combined IR/IGF1R with FoxO1/3/4 quintuple knock-out (QKO) mice were generated as previously described (PMID: 25981038, 27525440). Briefly, MIRKO, MIGIRKO, and QKO mice were generated using Acta1-Cre (stock 006149; Jackson Laboratory).  Each mouse line was maintained in a separate colony and floxed littermates were used as controls in each experiment. All animals were on a mixed background containing C57Blk6, C57Blk6J, and 129 strains and as such may contain random mutations in the Nnt (Nicotinamide nucleotide transhydrogenase) gene.  A post-hoc determination of Nnt genotype revealed that MIGIRKO and IRIGFRlox were heterozygous, whereas other strains (MIRKO, IRlox, QKO, and Qlox were mixed homozygous and heterozygous for Nnt gene (data not shown), but did not correlate with the mitochondrial differences demonstrated in our study.",,,,512561,GPL17021,Mus musculus,GSE,Expression profiling by high throughput sequencing,2021/07/21,34,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE178nnn/GSE178356/,,,,,Ground Control
9,GSM3618977,0.998387336730957,GSE126962,Circadian transcriptome in mouse skeletal muscle after exercise in the early rest versus active phase,,"tissue: Muscle,Sex: male,feed type: High fat diet,duration: 14,duration unit: weeks","We performed the circadian transcriptome analysis using the skeletal muscle from sedentary and exercised mice either in the early rest phase (ZT3) or in the early active phase (ZT15). By the combination with circadian transcriptomic and metabolomic analysis, we revealed time-of-day-dependent remodeling of circadian muscular metabolic pathways involved in glucose and glycerol metabolism after exercise. We found that only exercise in the early active phase elevates the levels of genes encoding glycolytic enzymes followed by the activation of fatty acid oxidation, branched-chain amino acid catabolism and ketogenesis/ketosis. This study demonstrates that time-of-day is a critical factor to modulate the impact of exercise on metabolic pathways within skeletal muscle.","Skeletal muscles from sedentary (sham-exercise) mice and mice subjected to acute treadmill exercise either in the early rest phase (ZT3) or in the early active phase (ZT15) were harvested after 0, 4, 8, 12, 16, and 20 hours after exercise or sham-exercise treatment.",31006592,,,236059,GPL17021,Mus musculus,GSE,Expression profiling by high throughput sequencing,2019/04/01,140,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE126nnn/GSE126962/,Time of Exercise Specifies the Impact on Muscle Metabolic Pathways and Systemic Energy Homeostasis.,Cell metabolism,2019 Jul 2,10.1016/j.cmet.2019.03.013,Ground Control
